OTUs,571.T0_RA2_01_33058,582.T1_RD8_01_33104,586.T5_BG8_01_33378,571.T2_RF6_01_33131,578.CT5_RA11_01_33408,576.T5_BF11_01_33368,581.T4_BD7_01_33212,584.T5_BG6_01_33376,585.T0_RB3_01_33073,601.T1_RF2_01_33124,600.T4_BF1_01_33358,578.T5_BG1_01_33371,596.T2_RH5_01_33156,585.T1_RD11_01_33107,578.T1_RD5_01_33101,601.T5_BA1_01_33398,572.T1_RC11_01_33094,602.T1_RF3_01_33128,577.T4_BD4_01_33209,571.T3_BA2_01_33167,592.T4_BE5_01_33349,572.T3_BA3_01_33169,578.T2_RG1_01_33139,577.T0_RA8_01_33065,597.T3_BC2_01_33194,596.T1_RE9_01_33118,589.T3_BB6_01_33185,588.T2_RG9_01_33147,599.T2_RH8_01_33159,602.T2_RH11_01_33162,594.T1_RE7_01_33116,597.T2_RH6_01_33157,584.T3_BB2_01_33181,575.T1_RD2_01_33098,570.T4_BC9_01_33201,577.CT5_RA10_01_33407,590.T3_BB7_01_33186,589.T2_RG10_01_33148,573.T2_RF8_01_33133,588.T5_BG9_01_33379,575.T2_RF10_01_33135,594.T5_BH3_01_33386,574.T0_RA5_01_33062,598.T3_BC3_01_33195,581.CT5_BB1_01_33411,598.T0_RC3_01_33086,584.T0_RB2_01_33072,575.T0_RA6_01_33063,601.T0_RC6_01_33089,577.T3_BA8_01_33174,598.T5_BH7_01_33390,580.T5_BG2_01_33372,571.T4_BC10_01_33202,576.T2_RF11_01_33136,581.T2_RG3_01_33141,580.T4_BD6_01_33211,573.T5_BF8_01_33365,600.T2_RH9_01_33160,599.T3_BC4_01_33196,584.T2_RG6_01_33144,599.T5_BH8_01_33391,602.T5_BA2_01_33399,601.T2_RH10_01_33161,583.T2_RG5_01_33143,598.T4_BE10_01_33354,589.T0_RB6_01_33076,595.T2_RH4_01_33155,571.T1_RC10_01_33093,593.T1_RE6_01_33115,589.T1_RE2_01_33111,599.T0_RC4_01_33087,571.CT5_BA5_01_33402,580.T0_RA10_01_33067,572.T0_RA3_01_33060,586.T4_BD12_01_33217,592.T1_RE5_01_33114,590.T2_RG11_01_33149,583.CT5_BB3_01_33413,570.T2_RF5_01_33130,574.T2_RF9_01_33134,578.T0_RA9_01_33066,586.T2_RG8_01_33146,572.CT5_BA6_01_33403,588.T1_RE1_01_33110,590.T1_RE3_01_33112,593.T5_BH2_01_33385,577.T2_RF12_01_33137,581.T1_RD7_01_33103,588.T4_BE1_01_33345,574.T5_BF9_01_33366,603.T2_RH12_01_33163,595.T1_RE8_01_33117,585.CT5_BB5_01_33415,582.T2_RG4_01_33142,599.T1_RE12_01_33121,588.T3_BB5_01_33184,572.T4_BC11_01_33203,582.T5_BG4_01_33374,573.T1_RC12_01_33095,593.T2_RH2_01_33153,581.T3_BA11_01_33177,584.CT5_BB4_01_33414,582.CT5_BB2_01_33412,592.T5_BH1_01_33384,576.T0_RA7_01_33064,602.T4_BF3_01_33360,583.T1_RD9_01_33105,574.T4_BD1_01_33206,592.T0_RB9_01_33079,573.T4_BC12_01_33204,578.T4_BD5_01_33210,590.T4_BE3_01_33347,574.CT5_BA8_01_33405,591.T5_BG12_01_33382,600.T5_BH9_01_33392,595.T3_BB12_01_33191,590.T5_BG11_01_33381,585.T3_BB3_01_33182,570.T1_RC9_01_33092,575.T4_BD2_01_33207,580.T2_RG2_01_33140,596.T0_RC1_01_33084,594.T3_BB11_01_33190,600.T0_RC5_01_33088,595.T5_BH4_01_33387,589.T4_BE2_01_33346,589.T5_BG10_01_33380,596.T4_BE9_01_33353,582.T0_RA12_01_33069,593.T4_BE6_01_33350,575.T5_BF10_01_33367,583.T5_BG5_01_33375,570.CT5_BA4_01_33401,570.T3_BA1_01_33166,592.T3_BB9_01_33188,572.T5_BF7_01_33364,575.T3_BA6_01_33172,603.T1_RF4_01_33129,595.T4_BE8_01_33352,602.T0_RC7_01_33090,591.T1_RE4_01_33113,594.T0_RB11_01_33081,571.T3_BA2_01_33168,581.T5_BG3_01_33373,580C.T5_RA12_01_33409,580.T3_BA10_01_33176,576.T1_RD3_01_33099,570.T5_BF5_01_33362,574.T1_RD1_01_33097,576.T3_BA7_01_33173,588.T0_RB5_01_33075,584.T1_RD10_01_33106,583.T3_BB1_01_33180,602.T3_BC7_01_33199,571.T0_RA2_01_33059,593.T0_RB10_01_33080,603.T5_BA3_01_33400,573.T0_RA4_01_33061,573.CT5_BA7_01_33404,603.T3_BC8_01_33200,599.T4_BE12_01_33356,570.T0_RA1_01_33057,576.T4_BD3_01_33208,597.T1_RE10_01_33119,573.T3_BA4_01_33170,594.T2_RH3_01_33154,603.T4_BF4_01_33361,591.T4_BE4_01_33348,582.T3_BA12_01_33178,581.T0_RA11_01_33068,586.T0_RB4_01_33074,597.T0_RC2_01_33085,585.T4_BD11_01_33216,586.T1_RD12_01_33108,590.T0_RB7_01_33077,596.T5_BH5_01_33388,586.CT5_BB6_01_33416,583.T0_RB1_01_33071,584.T4_BD10_01_33215,601.T4_BF2_01_33359,574.T3_BA5_01_33171,585.T5_BG7_01_33377,600.T3_BC5_01_33197,598.T1_RE11_01_33120,571.T5_BF6_01_33363,578.T3_BA9_01_33175,596.T3_BC1_01_33193,586.T3_BB4_01_33183,585.T2_RG7_01_33145,576.CT5_RA9_01_33406,598.T2_RH7_01_33158,597.T5_BH6_01_33389,601.T3_BC6_01_33198,597.T4_BE11_01_33355,583.T4_BD9_01_33214,582.T4_BD8_01_33213,577.T5_BF12_01_33369,591.T2_RG12_01_33150,591.T3_BB8_01_33187,595.T0_RB12_01_33082,580.T1_RD6_01_33102,600.T1_RF1_01_33123,603.T0_RC8_01_33091,577.T1_RD4_01_33100,591.T0_RB8_01_33078,572.T2_RF7_01_33132,593.T3_BB10_01_33189,594.T4_BE7_01_33351,592.T2_RH1_01_33152
35,0,0,0,0,0,0,0,0,0,11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8799,0,0,0,0,30897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9877,0,0,0,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8510,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,67233,0,0,0,0,0,0,0,10062,0,0,0,8544,0,0,0,8483,0,0,0,0,0,0,0,0,0,0,0,0,12184,0,0,0,0,28275,0,0,0,0,0,0,0,0,0,0,0,10858,0,0,38348,0,0,0,0,0,0,0,0,0,0,75418,0,0,0,0,0,0,0,0,0,3036,0,0,0,0,0,0,0,0,20502,0,20155,0,0,0,0,0,0,0,37361,39446,0,0,0,0,0,0,0,0,0,24422,22404,15666,0,0,0,0,0,0,0,0,0,10973,0,0,0,0,0,0,0,99509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4889,6542,0,0,0,0,0,0,0,9216,0,0,0,0,14108,0,0,0,0,0,0,0,0,0,0,70505,0,0,0,0,10687,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4105,0,0,0,0,6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8786,0,0,0,0,6873,0,0,0,0
38,0,0,0,28150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8031,0,0,0,36795,0,0,0,0,22106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18156,0,7994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5088,0,0,0,0,0,0,0,0,7253,0,0,0,0,0,0,20909,0,0,0,12268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12877,50264,0,7313,0,7635,0,0,0,0,0,0,0,0,0,0,19160,0,0,0,0,0,0,0,0,0,0
39,0,0,67399,302958,0,0,56106,0,0,0,0,0,0,0,75769,66150,58455,0,0,0,0,0,42753,0,0,0,0,0,49559,0,157572,0,0,0,0,0,0,0,0,0,0,0,0,0,8399,0,75605,73910,114935,0,0,46396,141947,0,0,57594,37372,0,43782,28939,0,0,221232,0,35820,0,168012,0,0,0,0,0,60635,40576,0,56543,168126,0,0,0,0,0,0,181040,187887,0,0,0,0,35430,0,0,0,0,0,0,0,0,57806,67119,0,0,114414,0,0,0,0,0,0,0,0,0,83288,0,102944,0,0,0,141876,60520,0,43943,0,0,0,0,0,0,0,0,0,0,137436,0,0,0,0,43802,38361,0,38000,27545,36607,0,0,0,161519,15856,167572,0,45991,55054,39246,0,0,0,56223,85970,0,0,0,0,0,0,0,324837,0,0,0,0,0,132837,0,0,134484,183313,0,0,0,58950,0,0,0,0,0,0,0,149293,0,0,0,0,0,56550,0,0,0,154624,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50484,0,0,0,0,0,0,0,0,0,15572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22638,0,0,0,24733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56735,0,0,0,0,0,0,0,0,0,0,0,0,0,32331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18111,0,25109
41,0,48717,0,355465,175293,0,0,0,140831,0,192073,0,0,64685,19697,0,0,61136,0,0,198907,0,0,378154,155059,0,0,0,150245,73860,160835,0,0,20119,0,405269,0,120469,0,0,35754,0,285956,166224,0,165635,102714,79958,135891,524421,117659,0,288203,270564,19237,37429,0,400536,0,0,0,0,129546,0,105229,161830,142196,0,0,0,184248,35795,384874,269913,0,0,140604,0,0,0,0,42183,175614,169669,224476,421464,33788,0,0,0,101924,0,0,0,0,0,0,0,0,0,0,0,0,0,132001,12301,0,0,149339,0,0,0,0,0,99495,24352,231819,0,195438,9121,0,330693,170475,198507,22910,162468,110883,0,240575,0,0,0,139923,0,0,0,0,0,0,109061,0,335160,111999,0,0,0,0,0,62110,0,0,0,16147,0,0,174125,0,88361,0,0,0,0,57524,66553,0,0,0,135617,0,335944,30447,182572,97344,138979,0,183952,0,0,0,0,0,0,0,84482,0,0,0,134460,0,190684,304520,0,0,0,0,0,0,428188,0,126055,0,0,170543,0,297139,0,0,0,344963
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16298,0,0,0,55128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79186,138933,97096,0,63525,0,0,0,0,0,0,0,0,0,0,0,91415,0,202695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161646,33226,98621,0,0,35796,0,0,0,0,0,0,32323,0,8058,0,0,53547,0,0,0,0,0,133799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124686,0,0,0,0,0,0,0,0,0,0,44818,0,0,0,0,109809,0,0,0,0,0,182461,0,41774,0,48101,43355,0,0,0,0,0,0,0,164688,0,26068,29365,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,51268,0,70226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20661,0,0,0,87936,0,0,0,0,0,0,0,0,30279,0,50953,0,37808,0,0,27851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69174,0
45,0,0,0,0,0,0,0,0,0,7953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12794,0,0,0,0,0,0,3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13356,0,16682,0,0,7860,0,0,0,0,3144,0,4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5723,0,0,0,15461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705,0,0,0,0,0,6157,0,0,0,0,0,0,0,0,0,0,0,13784,0,0,0,0,6803,0,0,0,0,8005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16281,0,32027,0,0,12071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8827,0,0,0,0,0,0,0,0,0,14747,0,0,0,0,0,0,0,0,0,0,0,9088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8837,0,0,0,0,0,0,0,0,27469,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3152,0,0,0,0,4154,0,0,0,0,4266,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4176,0,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5880,0,0,0,0,0,0,0,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,87883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13781,0,0,0,0,0,0,17402,0,0,0,0,0,0,52491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14470,0
49,0,50505,0,0,0,194147,61116,0,0,500569,136273,0,128661,178797,0,513369,509522,0,496564,0,431899,256209,218554,76161,0,0,0,233449,233202,50997,0,0,0,0,194212,574745,237278,439351,506619,132695,238772,51329,350241,121946,58660,0,0,0,0,103637,0,205211,254663,379059,271955,0,255058,0,0,177361,260909,255900,82473,473181,0,398452,0,443244,476939,0,397745,506202,141110,0,371902,509931,493860,247432,0,0,226300,196420,503199,0,0,0,0,26093,472816,0,0,110619,0,249556,0,0,264694,358688,455081,415145,268509,0,0,570290,0,218559,525111,277906,219402,0,0,489210,291828,526674,141303,0,0,0,0,167855,0,499397,0,0,413206,286699,41238,276140,0,298035,0,0,242226,0,0,0,505588,0,281823,0,373160,0,0,194196,57454,427485,0,402370,605990,210560,509359,136544,414591,267407,239234,463796,0,136073,198896,0,230427,0,0,204471,0,232140,0,0,225188,467880,124754,194078,0,0,0,90317,264139,403914,0,427946,253291,221248,435194,0,548299,231247,0,232078,0,70247,450561,472107,231508,53714,441464,0,53187,56190,0,181661,270727,0,80714,0,0,224133,556801,212811,481689
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192256,229029,0,0,0,0,0,0,0,0,0,0,0,134104,0,0,274298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25682,0,0,0,26259,0,64349,0,0,0,0,155480,0,0,0,0,128533,0,0,0,227603,0,59500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97053,0,0,0,244350,0,184243,0,0,0,146273,0,0,0,0,0,0,0,0,0
51,0,179337,28623,71821,262407,23086,78858,47731,0,15126,236368,149056,0,69310,81215,0,0,253614,39895,34687,156643,86429,145042,16747,0,158546,177305,0,0,63557,76211,0,0,95694,116884,237891,56692,0,118445,64551,130301,36519,26458,0,74001,0,0,0,43236,38180,5855,119196,65503,27631,31101,36536,59758,25738,64443,27608,93607,165290,82905,0,174774,0,0,258652,0,380545,61964,71657,0,12739,48085,236791,70194,2999,210951,31363,0,204990,35900,43189,145571,37274,0,55811,263664,21318,100393,25830,0,0,23685,209655,157265,7880,4791,21392,75880,0,74731,100958,0,73833,188442,43664,16133,103156,54563,70447,0,0,62521,51333,0,0,68323,142013,0,31039,0,0,32868,0,28546,27431,26048,185756,85512,22207,0,79178,58164,41328,107069,52136,56571,11863,177834,0,73735,20571,0,75634,36127,112175,205067,67585,74651,118587,29846,0,191051,60578,98454,11227,19790,77810,176636,3829,0,228800,96771,12441,0,71462,226791,15250,38672,25750,0,54900,24947,103324,61028,50834,11094,37055,77540,0,115679,64898,108148,37108,81874,107403,0,113780,7182,185323,26943,49508,33817,0,26624,0,225190,0,0,471943,32185,0,0,0,75946,52623,93003
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,0,0,0,0,0,0,0,0,0,5731,0,0,0,0,0,0,0,0,0,0,0,0,5314,0,0,0,0,0,0,0,18342,0,0,7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,58310,0,0,129797,25282,47081,64737,0,118986,40441,55831,70828,0,51295,27852,0,0,113407,33759,96460,58575,89154,65868,58356,35774,44337,52919,0,0,0,33971,0,0,0,92192,52782,0,64579,60855,87919,0,0,61682,50120,0,0,60306,26949,53670,28477,0,42310,50122,0,0,58452,48944,0,41819,0,54302,145991,63233,38265,42787,101904,40974,68920,0,0,56174,33033,20709,54757,66864,109348,48158,48659,62523,48752,23754,48787,57230,126597,65982,113721,55768,154009,0,67654,0,53564,0,129058,0,0,31625,0,53170,109425,123268,0,57422,0,0,64433,0,27999,25802,50950,152366,0,0,33308,65446,0,12047,0,0,0,0,109948,0,51526,64795,36066,33122,41872,62678,48196,0,46916,92835,100378,39485,58828,58346,103279,47074,0,0,31033,45907,57418,35512,60770,0,0,0,66557,47718,53549,40742,99485,121848,57654,0,19484,57983,100267,0,0,77914,0,0,53619,46370,85423,0,58748,0,0,0,82184,59489,60152,44796,0,0,78273,79242,42997,0,0,91820,58623,0,60663,67849,48536,72320,54769,0,49600,42560,50059,0,62804,43674,0,68364,0,43209,0,0,96228,50003,52569
54,0,0,0,0,0,0,0,0,0,0,0,53752,0,0,0,0,0,0,0,0,0,0,0,0,0,18819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64943,0,39428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44795,0,0,0,48831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46830,0,0,0,0,0,0,0,0,0,0,0,0,12629,0,49485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62473,0,0,0,0,62056,0,0,38517,0,0,0,0,0,0,0,0,0,0,0,0,27825,0,0,0
55,0,63484,0,115573,0,0,0,0,0,0,0,0,0,41521,0,0,0,0,0,0,0,0,0,57339,50935,0,0,43275,0,0,0,44825,0,49870,0,0,0,46641,0,0,0,32343,31025,0,53339,0,0,0,0,58692,0,29690,10005,0,40011,0,26121,45192,48742,0,0,0,48645,0,0,51591,0,0,0,0,0,57874,0,0,0,0,0,56946,60245,38868,0,0,0,0,0,0,0,61281,0,0,0,0,0,0,0,23016,28212,0,0,0,0,0,0,0,0,108315,0,49207,0,0,44623,0,69545,0,0,0,84190,0,0,0,40284,85666,0,0,0,0,0,0,0,0,0,0,0,0,0,48894,0,0,0,39898,0,0,0,46670,47445,0,0,0,38086,47562,0,31257,0,0,0,0,0,0,0,0,0,0,0,0,54748,51925,0,0,0,0,0,0,0,0,0,66151,0,0,0,53734,0,0,0,0,0,0,0,49854,60136,0,0,37566,0,0,0,0,0,50574,55747,33018,0,0,0,63669,44859,0,0,0,51054
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34110,58427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47668,0,0,54712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50567,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960,0,0,0,0,0,0,21784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34419,0,0,0,0,39075,0,0,13427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11827,0,0,0,0,0,0,0,0,0,33721,16381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14716,0,0,0,0,0,0,0,0,0,0,0,2687,0,0,0,105395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12701,0,0,0,0,0,0,0,0,0,0,15951,0,7637,0,0,0,0,0,0,0,0,0,0,0,40095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63283,0,0,0,0,0,0,0,0,59432,0,0,31552,0,36638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44337,0,0,0,0,0,62733,0,14694,0,0,0,0,52175,0,0,0,0,68956,0,0,0,0,0,0,0,0,0,65339,0,0,0,0,53527,0,0,0,0,0,0,0,43537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46584,65864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47061,0,0,0,49859,0,0,41687,0,0,0,0,58198,0,0,0,0,34569,0
