570.T5_BF5_01_33362,571.T5_BF6_01_33363,572.T5_BF7_01_33364,573.T5_BF8_01_33365,574.T5_BF9_01_33366,575.T5_BF10_01_33367,576.T5_BF11_01_33368,577.T5_BF12_01_33369,578.T5_BG1_01_33371,580.T5_BG2_01_33372,581.T5_BG3_01_33373,582.T5_BG4_01_33374,583.T5_BG5_01_33375,584.T5_BG6_01_33376,585.T5_BG7_01_33377,586.T5_BG8_01_33378,588.T5_BG9_01_33379,589.T5_BG10_01_33380,590.T5_BG11_01_33381,591.T5_BG12_01_33382,592.T5_BH1_01_33384,593.T5_BH2_01_33385,594.T5_BH3_01_33386,595.T5_BH4_01_33387,596.T5_BH5_01_33388,597.T5_BH6_01_33389,598.T5_BH7_01_33390,599.T5_BH8_01_33391,600.T5_BH9_01_33392,601.T5_BA1_01_33398,602.T5_BA2_01_33399,603.T5_BA3_01_33400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5061,10672,0,0,0,9857,0,0,0,4342,10507,0,0,0,0,9067,0,9162,0,0,0,0,4082,0,0,0,0,0,0
3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2673,0,0,0,0,0
0,0,0,0,8411,0,0,5267,0,0,0,0,0,5489,0,0,0,0,0,0,1803,9220,0,0,0,0,0,1994,0,5089,0,2443
0,7964,0,10248,0,6088,0,0,0,0,0,0,0,0,0,3685,6693,0,0,0,0,0,0,5798,12372,0,0,5403,10020,0,0,0
0,3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4593,0,0,0,0,54103,0,0,0,0,0,0,0,10975,10143,0
12807,8444,7774,0,7169,0,0,0,7615,4781,0,0,4297,11622,5110,0,5649,0,0,15914,14095,11253,5426,0,13602,0,14436,7716,0,10876,0,7878
0,0,0,8566,0,7430,6924,0,8115,0,4260,4584,0,0,0,0,0,7219,0,0,8836,0,7922,9666,0,10846,0,0,0,0,7981,10013
0,0,0,0,0,0,0,0,0,0,0,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5280,16585,0,20559,18689,39125,28567,43393,94434,0,0,178946,35559,14499,0,14758,0,0,117115,15788,53276,0,0,0,7132,51196,0,0,2899,0,11091,10602
0,0,0,0,0,0,0,0,0,0,4490,0,0,0,0,0,0,0,0,0,0,0,0,4611,0,0,0,0,0,0,0,7754
0,12398,0,0,0,0,2224,8787,25113,0,0,9559,0,0,0,0,0,0,5665,0,15130,0,0,0,0,8610,0,0,0,0,0,2487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10377,0,8438,0,7093,0,2748,12782,0,0,0,3447,2712,0,0,0,0,14660,4443,4259,0,0,0,0,5777,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,0,0,0,0,2755,0,0
6987,2342,6865,0,0,0,0,0,2941,5733,10345,1687,0,0,0,0,15200,7703,2497,6713,2344,0,7064,11839,12167,5663,14348,8234,12832,9915,7395,6897
2797,0,18260,4116,16395,12463,7716,9941,13501,10021,9642,0,2777,14331,11891,37228,0,0,0,10419,15287,15814,8806,11975,17577,5204,5506,20132,8025,33840,3943,8389
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13023,0,0,20145,0,0,0,0,0,16982,0,0,0,0,0,0,0
955,0,0,0,0,0,0,0,0,0,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,1267
0,0,0,0,0,0,0,0,2196,0,0,0,0,0,0,0,0,0,0,0,0,5395,0,0,0,9682,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5004,0,0,0,0,0,0,3244,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1752,0,0,0,0,0,0,0,0,0,0,0,0,3270,0,0,0,0,0,0,2307,0,0,2886,0
0,0,0,0,0,3154,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,0,0,0,2540,0,0,0,0,1111,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205,0,0,0,0,0,0,2713,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4049,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,0,0,0,0,0,0,2381,3371,10928,0,0,2618,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2709,0,0,0,0,0,0,0,0,0,0,0,3601,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047,0,0,0,0,0,0,0,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11285,0,0
4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5886,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11115,0,0,0,7520,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3776,0,0,0,0,0,0,0,0,0,0,4148,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5199,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4030,0,0,0,0,0,0,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2442,3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189609,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24308,0,0,0,0,0,0
0,8582,0,8196,0,6491,0,0,28248,0,0,12398,3657,16379,0,0,0,0,0,12960,18305,0,0,0,0,26590,0,0,0,0,0,10170
0,0,0,0,0,0,0,0,0,0,0,0,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9575,0,0,0,5627,0,0,0,0,0,0,0,0,24210,0,0,0,0,0,9451,0,0
3124,0,2407,1526,0,1192,0,0,2704,2481,0,2239,1846,2060,2026,0,4571,0,7037,0,0,0,3294,0,3353,0,0,7289,0,0,4162,0
8917,0,0,1793,0,0,1650,2200,3873,3461,10175,3151,5352,2495,0,0,4124,6281,0,6405,2205,0,0,3338,12159,25148,16603,0,7561,4521,12379,9154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24090,0,0,0,0,0,0,0,15375,0,0,0,0,37494,9676,0,0,0,0,0,0,42860,0,0,0,29282,0,0,0,12370,0,3845
0,0,4884,0,0,8096,15019,6218,14411,0,0,7669,0,7569,11522,13714,0,0,14190,7596,0,4581,7920,18547,4877,4438,13708,5473,9904,0,5823,0
0,0,7276,0,0,0,0,0,0,0,0,0,0,0,6536,0,0,0,0,0,0,0,0,0,0,0,0,9639,0,0,7589,0
7417,2751,0,8854,0,9646,0,8222,0,17794,9261,4903,15102,8372,0,0,0,0,0,8459,28997,0,6764,0,0,0,0,0,9924,17970,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9219,0,0,0,0,0,1812,0,0,2385,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6281,4228,3683,0,1586,0,0,0,1431,0,0,0,0,0,0,0,0,0,2330,4349,0,2212,2261,3937,0,0,1088,2012,0,1682,5512
0,4028,4662,0,0,0,0,0,5404,0,8058,9431,2761,0,4311,0,0,0,0,13888,6878,0,13832,0,21098,33625,14482,0,7413,0,7790,16835
20552,3838,5454,7556,0,0,0,2130,9778,0,25463,0,9733,13244,3928,0,0,18723,3898,0,0,9208,0,25587,15629,0,10000,4151,8736,14735,17290,10640
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2773,0,0,0,0,0,0,0,3458,4464,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19482,0,0,0,0,0,0,0,0,0,12673,0,5436,4892,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50561,44436,44995,52516,188271,104209,20324,1940,37321,34438,78853,78915,61734,26237,33947,60986,40017,22600,90495,37486,73919,44390,41803,97083,49759,35701,44012,74259,47730,88802,76197,60900
0,0,2311,0,8317,0,0,14357,0,24449,23480,0,0,0,0,0,0,0,0,6930,13361,12185,0,0,0,0,6127,0,0,0,0,0
6848,6608,0,0,0,0,4165,0,0,0,6844,0,0,0,0,0,0,0,0,14716,47646,0,0,0,0,0,0,0,0,0,4965,0
0,0,0,0,0,0,0,0,3093,0,0,0,0,7991,0,0,0,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1684,0,14033,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,6976,7822,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3471,0,0,0,0,0,0,67891,0,0,66864,0,7603,0,0,0,0,5877,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30969,0,0,0,0,0,0,0,5128,0,0,0,0,0,0,0,0,0,0,0,0,0,10117,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,48628,26824,0,0,0,0,0,0,0,0,0,0,0,0,34915,65362,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5994,0,0,0,3813,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,3105,7677,0,0,0,0,3903,0,2777
0,0,0,0,0,0,0,0,0,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0,4066,1797,0,0,0,0,0,0
0,0,5752,0,0,0,0,0,6177,0,0,0,0,0,0,0,0,0,13997,0,0,8987,8821,0,10724,4852,0,9890,7001,0,0,0
0,0,0,0,0,0,0,0,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9632,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9717,0,0,0,0,0,0,0,0,0,0,0,0,4741,0,0,0,0,15364,0,0,0,0,0,0
0,30022,11748,30483,10455,19676,8531,21006,47652,0,34233,9772,18311,11252,16629,13127,0,0,17755,44772,66118,26065,21632,43027,33536,20164,0,12325,0,56980,37173,33264
0,5567,0,0,0,0,0,0,2808,7037,0,19080,0,0,0,0,0,0,10483,2600,18854,0,0,0,0,28397,8914,7582,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4468,0,5613,0,4217,0,2199,0,0,0,6229,0,0,0,0,3499,2512,0,3198
0,0,4033,3534,6704,4035,0,0,5408,0,0,4111,0,6650,8611,4736,0,0,5062,0,0,0,4849,3262,9070,12308,0,0,0,13097,3537,11140
0,0,0,0,4864,0,0,0,0,0,0,0,4941,4359,0,0,0,4481,0,0,10931,0,0,0,7075,0,0,0,0,0,4551,7140
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,0,0,0,1638,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4356,0,0,0,0,0,0,0,0,12766,0,7034,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679,0,2369,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,0,0,0,0,2161,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,22085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3784,0,0,0,2503,0,33162,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,17026,0,0,0,0,0,0,0,0,0,0,0,0,17668,0,0,17639,16784,0,0,0,0,19854,0,0
0,0,0,0,0,0,0,0,2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8698,0,0,0,6696,0,0,0,5658,4244,17116,11776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3807,0
0,11121,0,14657,0,0,1844,0,7696,23742,32247,6278,0,8768,0,4206,0,0,0,0,4070,0,0,10077,22880,0,0,9502,2287,4229,0,0
2564,0,0,0,0,3618,10316,24057,0,0,0,0,0,0,25043,10439,0,19406,8060,0,0,0,0,4209,12629,0,4482,5835,0,23210,0,0
9303,0,0,0,0,0,13312,8371,0,0,0,0,0,17857,13582,12056,0,0,11630,0,0,0,2839,0,7237,0,13266,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8847,0,0,0,4369,0,0,15060,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4734,0,0,0,0,0,0,9452,0,3599,0,0,0,5460,4327,0,0,0,0,0,0
0,10128,5615,3019,0,0,6053,13720,9006,0,0,4284,0,6959,0,0,0,4993,0,14670,0,0,5531,6133,14555,16972,5511,0,4951,0,0,7249
4661,0,0,0,0,0,6244,0,0,0,0,0,0,0,6490,0,0,0,0,0,22842,6202,0,5979,3449,0,0,0,0,19131,15717,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,4157,0,0,0,0,3664,5103
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3814,0,0,0,0,0
0,0,0,0,3159,0,0,0,0,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3815,0,0,0,3142,0,0,0,0,0,5721,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1495,0,0,0,0,1777,0,0,0,0,0,0,1515,0,0,0,1345,1222,0,0,0,0,0,891
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6498,0,0,0,0,0,1885,2443,0,0,4126,0,0,0,0,0,0,0,0,0,0,2532,0,0,0,0,3289,0,0
0,0,0,35025,0,0,0,0,0,20571,52896,40599,6670,0,0,0,0,0,0,0,0,0,0,40013,0,0,0,0,0,0,0,0
0,3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681,0,0,0,0,0,0,2485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4329,0,0,0,0,4307,0,0,0,0,0,0,0,0
10643,10087,0,0,4216,42318,6909,0,38573,0,0,7480,0,46923,0,0,39939,6081,16247,1531,0,0,37385,42473,3334,0,0,40387,29081,0,0,0
27426,1220,0,15030,0,0,13243,0,0,0,33512,0,3873,3296,4139,50207,0,0,2314,0,4035,0,7033,0,0,0,0,0,0,6484,0,27381
1362,0,0,0,0,0,0,0,0,5685,10549,0,0,0,9608,0,0,6648,21502,5818,0,11805,0,0,0,0,0,0,0,3494,0,0
9592,0,54810,12468,0,17905,7558,24366,6167,0,4020,0,0,37251,26743,31846,0,32672,98645,48687,9915,47715,26908,9937,35737,32569,22319,14078,0,64016,22387,6630
0,0,9276,7553,37322,1697,0,0,13194,7601,0,10747,0,10380,16993,20609,2228,0,3861,0,0,3941,0,0,59254,0,42569,32912,29069,0,0,0
0,0,0,1425,17268,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7145,0,0,0,0,0,11708,0,10670,2583,0,0
0,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17414,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3482,0,0,0,6705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,0,0,0,0,0
0,31394,7011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7779,0,0,0
0,0,0,0,0,0,0,0,0,4547,0,0,0,24993,10541,0,0,28041,0,0,0,0,0,0,22087,0,0,16740,0,26525,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11789,0,0,2816,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4077,0,0,18335,0,0,0,0,6602,0,0,0,0,0,0,7424,0,3125,0,11338,12964,0,0,0,0,0,7720
0,0,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23254,0,0,0,0,0,24876,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14220,0,0,0,0,0,5626,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2601,0,0,0,0,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1265,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,2169,7446,0,0,0,0,0,0,6197
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,0,0,0,5484,0,1869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7057,0,1766,14030,7439,2677,0,0,8085,3471,0,4014,0,0,0,0,1356,0,0,3577,3560,0,3885,18061,6282,0,0,0,10072,4865,0,0
0,9215,12295,25442,7571,21942,4668,5396,9274,4084,20308,6280,10766,5898,2391,5707,0,0,9057,0,43788,3394,0,6054,4195,8882,3581,12374,10746,40066,5249,12043
0,0,0,1648,6850,3458,0,0,0,3879,0,0,0,5227,0,6146,0,0,0,0,0,0,0,7550,4928,1737,0,1713,3963,6117,0,3398
0,0,0,0,0,0,0,2033,2858,0,0,0,0,0,0,0,0,0,3711,0,11126,0,0,6425,0,0,1829,0,1892,4921,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6633,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,1955,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,1803,0,0
0,39962,57460,49211,72569,28546,0,26361,34739,54153,51362,0,10372,50703,49154,53372,0,19794,32917,53425,51793,69155,61827,14788,64874,53576,49839,70005,67331,71321,30719,46949
3276,0,0,0,0,0,0,0,0,0,0,0,0,5057,0,0,0,0,0,0,0,48061,0,0,26671,0,0,0,0,4958,0,0
0,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,0,3965,6464,4084,2247,0,0,0,0,2306
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4944,0,0,0,0,0,0,0,0,0,0,0,0,0,5744,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6083,0,0,0,0,0,0,0,0,0,33149,0,7158,0,0,0,49920,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8329,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,0,0,0,1748
0,0,0,0,0,0,0,6980,0,0,0,33335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15466,0,0,0,0,0,0,0,0,3424,0,0,0,0,0,0,0,0
0,3266,0,0,0,16863,0,0,3832,0,0,24890,0,0,0,0,0,0,0,0,0,14354,0,0,0,0,0,0,0,23088,0,0
