570.T2_RF5_01_33130,571.T2_RF6_01_33131,572.T2_RF7_01_33132,573.T2_RF8_01_33133,574.T2_RF9_01_33134,575.T2_RF10_01_33135,576.T2_RF11_01_33136,577.T2_RF12_01_33137,578.T2_RG1_01_33139,580.T2_RG2_01_33140,581.T2_RG3_01_33141,582.T2_RG4_01_33142,583.T2_RG5_01_33143,584.T2_RG6_01_33144,585.T2_RG7_01_33145,586.T2_RG8_01_33146,588.T2_RG9_01_33147,589.T2_RG10_01_33148,590.T2_RG11_01_33149,591.T2_RG12_01_33150,592.T2_RH1_01_33152,593.T2_RH2_01_33153,594.T2_RH3_01_33154,595.T2_RH4_01_33155,596.T2_RH5_01_33156,597.T2_RH6_01_33157,598.T2_RH7_01_33158,599.T2_RH8_01_33159,600.T2_RH9_01_33160,601.T2_RH10_01_33161,602.T2_RH11_01_33162,603.T2_RH12_01_33163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,0,0,0,6897,0,2010,0,0,0,0,0,9220,0,6096,1880
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,1723,0,0,0,0,0,0,0,0,2939,3871,0,1938
3656,0,0,4941,1511,0,0,0,0,0,0,0,6446,0,7869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4059,0,4145,0,0,0,0,0,0,0,0,0,0,24175,14771,8409,27954,82914,17683,22225,41413,32553,26107,8272,29325,77068,47628,18427,6719
0,0,3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10525,13788,6185,2575,0,0,5336,2418,0,0,0,0,0,0
0,4919,10501,8126,19977,0,0,11269,0,2364,3102,5015,4728,0,4277,0,0,0,9142,0,0,0,0,0,19230,0,0,8314,4396,2847,0,0
0,98086,0,0,0,8952,12139,23648,0,15385,7557,0,0,0,0,0,9978,23321,9207,10511,41205,11346,6406,0,14080,0,0,0,15395,12737,16259,8113
10659,7680,0,11414,0,10438,0,10073,0,0,0,0,3557,3383,4530,0,0,22357,0,0,12026,0,10074,13247,0,0,6541,8987,0,0,5192,0
8355,0,9596,0,0,0,7627,0,8726,2890,0,3534,0,0,0,0,0,0,0,0,2419,0,0,0,0,0,4100,0,0,0,4271,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382,0,1929,0
27388,0,37809,84483,49947,110105,0,0,62100,2667,0,188012,71866,8706,66989,13762,0,2608,0,5712,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515,4327,0,0,0,0,0,0,0,0,0,0,0,4567
12785,0,0,15395,8546,15912,0,0,1847,0,0,0,12834,0,14959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1669,0,0,0,0,0,0,2173,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6987,0,0,4285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6026,0,2179,20592,4808,6978,0,0,0,0,0,26717,8308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12099,13274,18865,12959,0,19236,7946,10087,17073,2992,9194,2200,1932,16977,10749,18535,0,17942,2733,7781,3110,7539,2400,0,15229,0,0,0,6411,4193,0,3489
0,0,4248,11282,4296,13488,0,0,8703,0,8660,0,7626,7940,2282,0,0,0,0,0,2693,0,0,0,0,4140,4867,0,0,0,0,0
0,24402,0,0,0,6560,4432,73873,0,19166,0,0,0,0,0,0,0,0,14442,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9252,0,0,0,0,7262,25833,0,0,0,6458,13020,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6099,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2734,0,0,0,0,0,0,0,4706,0,0,0,24806,64365,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99404,0,0,0,0,0,9147,0,0,11860,0,0,0,0,0,0,0,0,53965,0,0,0,0,0,49759,0,0,153449,0,0,18530
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245,0,0,0,0,0,7470,0,0,0,0,0,0,0,0
0,0,0,2617,3823,0,0,0,0,0,0,0,0,0,0,6857,0,0,0,0,0,0,0,0,0,0,40902,27612,3698,9930,0,12455
0,0,0,0,0,0,0,0,0,0,0,0,2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534,0
0,0,0,1811,0,0,0,0,0,0,2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21819,0,0,0,11274,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12079,0,3716,0,0,0,0,0,6805,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19253,0,21604,0,0,0,0,0,0,0,0,2000,0,0,0,0,19914,0,0,25602,0,0,0,0,0,0,9231,49984,35998,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8290,0,3277,29726,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541
8713,187309,1922,0,0,0,0,5781,0,85100,0,0,0,0,0,0,186208,122098,58326,0,172345,118138,0,125322,81145,0,186201,91494,0,139198,42118,29989
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21601,0,46522,83328,0
0,0,3906,34379,0,0,0,0,8775,0,0,0,0,0,0,0,0,0,0,0,0,0,12081,6928,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15461,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4406,0,0,0,7378,0,0,0,0,0,0,0,0,0,0,0,0,13856,0,48149,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8167,0,0,0,2658,0,0,0,0,0,0
0,0,8073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104170,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296,0,0,0,0,0,0,8060,0
0,0,0,0,0,0,0,3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6410,0,0,0,0,0,0,4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4795,0,0,0
4401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5077,0,0,0,0,0,0,0,4947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,30856,0,0,0,0,0,0,0,0,0,0,60529,8031,156014,129642,0,72209,0,0,23615,0,0,0,0,0,0
0,0,0,0,0,0,14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16527,5318,0,2843,0,0,3729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5818,0,3194,11491,5295,10014,0,0,0,0,0,10902,3999,0,3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4725,4229,0,0,4559,0,2399,0,4416,0,0,3645,3457,2591,2170,0,1791,3269,4068,0,0,0,0,3028,5001,1672,0,0,0,1985,3358
14371,15227,20227,14542,9578,19510,7811,5482,11060,8294,9054,5945,6229,12080,11453,13153,2338,19659,16231,11365,11441,14160,3025,4628,13065,5896,7344,4999,9065,12004,9054,10345
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3907,0,0,9495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24596,43178,0,22132,0,12661,0,0,13575,9779,4251,13412,19007,3901,15811,0,24339,33412,40180,57232,31034,29912,10166,58162,27636,39954,33886,51795,72577,78362,35301,41606
0,0,0,0,3442,0,6534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13411,0,0,0,0,0,0,0,0,0,11080,4813,0,0,0,5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5724,0,0,0,0,0,0,0,4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4442,0,3944,0,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,3265,15366,23023,0,8006,0,0,1732,12504,14063,1195,0,3163,0,0,0,6259,16409,9491,16869,15681,8406,8732,0,9666,2097,5861,11965,12846,9780,7207
17638,20047,0,0,18806,21075,13546,20932,14295,13539,0,14871,21806,19556,24123,27500,29329,23328,5241,26234,5704,0,15527,10974,10341,14504,12753,8575,5521,8384,16699,21011
0,0,0,0,4101,0,0,0,0,0,0,0,0,0,0,0,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9543,0,17060,17866,0,0,0,5721,0,0,6244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131085,0,0,0,8794,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,0,0,0,0,0,0,0,0,0,0,0
25590,0,6211,26399,9906,15438,0,11657,22332,29956,15512,24991,26220,33232,44299,57174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2698,0,4781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,24403,0,0,0,0,0,0,0,0,9279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27520,0,0,30525,0,7050,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5527,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1870,0,0,0,0,0,0,2405,0,2576,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49456,0,0,3581,0,0,0,0,0,0,0,0,0,0,26870
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720,0,0,0,0,0,0,0,30882,34552,25872,0
0,0,0,58270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43794,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35522,0,0,0,0,0,0,0,17379,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5356,4770,0,15858,3581,6777,9336,17059,0,11756,8896,5416,16424,4112,19070
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11964,4674,15897,0,0,0,3235,0,6675,0,0,0,3254,6594,0
0,3975,0,3451,0,0,0,9364,0,0,0,0,0,0,0,4697,0,0,0,0,7592,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,0,0,0,3525,0,1859,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4478,5998,3793,3078,0,2342,0,2841,0,2893,0,0,2905,0,0
0,0,0,0,2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6354,0
10062,38094,20785,10809,30861,17321,10643,0,0,8820,6408,10045,10073,0,0,15305,0,35862,32105,45136,75080,0,15294,15829,14443,22250,13362,12052,26697,13874,23464,45775
7440,0,0,11756,0,8813,8849,0,0,0,0,6126,6428,0,0,0,0,16525,3042,10409,5993,6047,0,0,0,0,0,0,0,2972,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,0,0,4980,0,2988,0,4043,0,0,0,0,0,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0,0,0,0
0,0,4281,0,0,0,0,0,0,0,0,0,4187,3413,7269,8134,0,27910,30407,28990,31813,21089,30140,24186,36571,26296,18153,21278,15737,22811,42068,36748
2559,0,0,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4090,0,0,0,0,6427,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3079,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8668,13712,17278,19719,17604,9633,4289,13165,17451,9620,9083,12107,7484,13529,19647,15767
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068,0,0,0,0,0,0,0,0,2767,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,1906,0,0,1148,0,0,0,0,1576,0,2403,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2001,0,0,0,0,0,13961,0,0,0,0,0,0,0,0,14974,5274,16258,22961,16792,0,23885,5476,33617,16168,4842,0,26794,24235,17282,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539,3333,7148,0,0,0,0,0,0,1894,0,2957,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9786,0,0,11611,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2781,0,7964,2276,0,9670,5540,7866,22416,9937,2827,3736,0,0,0,0,0,8037,9864,13772,10487,5288,0,0,7243,0,0,0,0
0,0,6267,6329,0,7511,0,0,0,2569,9348,2263,5806,2922,1342,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8384,0,0,6301,23015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13348,7235,0,0,0,0,0,5216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8768,0,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5582,4349,2345,11347,0,0,4770,0,0,13621,5823,0,5981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19456,0,15783,0,0,0,10959,0,3718,0,0,0,0,4409,0,4159,0,0,4292,0,3138,0,0,15758,8641,8917,13714,0,0,0,0,23913
0,8447,0,25242,8780,11690,0,15989,0,0,0,0,4711,0,0,0,25940,23208,36779,35227,37850,10717,13835,12430,0,10745,11786,25464,16176,23737,5780,0
0,4130,4028,8226,0,0,0,0,11526,3593,3804,0,0,0,2996,0,13300,8321,9798,21366,0,13516,5173,18315,6522,15230,7285,19838,27865,24435,0,16239
0,0,0,5766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3949,0,0,3007,4240,2736,0,2173,0,4492,4598,0,0
0,8068,0,0,0,0,7901,0,0,3132,0,0,0,0,0,0,0,0,0,0,0,6745,12472,0,13931,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088,4472,9184,0,0,6016,0,0,0,0,0,3914,4870,0,3830
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1070,0,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20984,0,0,0,25951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5238,0,1826,2270,1595,0,0,62211,0,25447,0,14383,9925,3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17452,0,9699,0,0,0,9208,0,18160,0,14349,0,1959,0,10534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10771,8274,28080,0,4912,0,0,0,0,0,0,0,0,0,0,0,0,0,8463,0,0,0,0,0,0,0,0,0,0
23993,24950,36411,40153,22326,24273,0,17087,0,0,0,0,0,0,0,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31394,5864,0,0,0,0,12475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4190,0,0,0,0,1534,0,0,0,5069,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,0,0,0,0,0,0,0,0,7116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11087,0,0,25191,0,0,0,0,0,0,16963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,11028,0,3648,20830,0,0,0,0,0,0,0,4629,5326,4131,6224,0,0,0,0,9274,10029,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3032,0,0,5233,0,0,0,0,0,6022,9074,0,0,0
0,49620,0,11886,0,0,3628,2849,0,11459,4293,0,0,0,0,0,82457,33697,44604,55552,36673,36870,42773,36771,15745,10584,0,10678,15992,0,17635,16170
0,1643,0,0,0,0,2797,7921,0,4406,0,0,0,0,0,0,0,22146,0,0,0,0,0,0,2998,5733,19908,0,17344,7222,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4531,4942,0,10047,0,6209,0,1972,0,3394,0,4655,2214,0,0
0,0,0,0,0,0,6014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7246,0,0,17362,0,3338,0,0,0,0,0,11598,7916,0,3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14945,0,0,0,0,0,0,0,0,16166,0,9643,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22983,0,15886,0,0,0,0,0,0,0,0,0
6078,0,0,0,0,0,0,0,0,7135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3626
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4878,0,0,0,0,0,0,0,0,2729,3016,3535,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6152,0,0,0,0,0,0,4258,4642,0,0,0,0
0,18092,0,0,0,0,0,3467,0,0,0,0,0,0,0,0,0,9727,16695,0,0,4990,17267,13805,5438,13310,0,0,23656,10149,5138,6567
3865,0,0,3124,0,0,0,0,0,0,0,1879,0,0,0,0,0,4325,3408,2797,10103,5289,0,4815,0,7838,0,5813,4662,15948,0,7381
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1976,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,7272,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,0,1759,0,0,1797,0,0,0,0,0,0,0,0,0,0,0,4726,2252,9383,0,3773,0,0,7782,4738,5045,0,0,0,0,0
4680,0,0,0,0,0,0,0,10315,0,0,0,6634,0,0,4326,0,0,2717,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,0,10741,5181,4374,0,0,3228,0,2808,0,15414,1969,0,0,10464,0,0,0,0,3289,0,0,0,0,0,0,0,2550,0,0,0
2561,0,0,0,6422,0,0,0,0,0,0,0,7531,5070,7057,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4293,0,0,0,0,0,0,0,0,0,0,0,0,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25708,36039,27200,42341,33270,12760,23344,46028,28782,46089,0,20252,17222,13108,21579,36353,0,0,0,0,28498,10182,0,0,0,0,0,0,0,0,0,0
5081,98692,0,2127,0,3701,17798,25710,0,51244,8386,0,0,0,0,3430,151720,94457,86019,65965,75642,60731,83869,68509,42479,45906,51854,56818,47168,34585,35795,41091
2116,0,0,3596,0,0,3151,0,0,0,0,0,1650,0,0,1745,4089,4630,4766,8395,0,8362,8708,0,4977,2648,0,2297,3399,0,0,1823
0,0,0,4578,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3762,0,0,4922,0,0,0,6135,0,0,11064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4051,0,0,0,0,0,0,0,0,9939,4293,0,0,64479,25956,70951,0,0,8942,7483,0,43388,16970,26187,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2821,3349,0,6794,0,3229,0,3888,2853,2838,3830,0,0,21615,8746
0,0,0,0,0,16581,0,0,0,0,0,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
