582.T1_RD8_01_33104,601.T1_RF2_01_33124,585.T1_RD11_01_33107,578.T1_RD5_01_33101,572.T1_RC11_01_33094,602.T1_RF3_01_33128,596.T1_RE9_01_33118,594.T1_RE7_01_33116,575.T1_RD2_01_33098,571.T1_RC10_01_33093,593.T1_RE6_01_33115,589.T1_RE2_01_33111,592.T1_RE5_01_33114,588.T1_RE1_01_33110,590.T1_RE3_01_33112,581.T1_RD7_01_33103,595.T1_RE8_01_33117,599.T1_RE12_01_33121,573.T1_RC12_01_33095,583.T1_RD9_01_33105,570.T1_RC9_01_33092,603.T1_RF4_01_33129,591.T1_RE4_01_33113,576.T1_RD3_01_33099,574.T1_RD1_01_33097,584.T1_RD10_01_33106,597.T1_RE10_01_33119,586.T1_RD12_01_33108,598.T1_RE11_01_33120,580.T1_RD6_01_33102,600.T1_RF1_01_33123,577.T1_RD4_01_33100
0,0,0,0,0,0,0,0,0,6122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58100,150587,67623,56063,35033,147511,30635,74922,42117,52783,0,249738,83526,63525,116398,61780,22255,17812,23490,44613,0,0,137797,0,0,181690,81506,132589,42191,93760,87152,9343
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10619,0,0,0,3343,0,0,0,0,0,13692,0,0,0,0,0,0,13461,55327,0,0
47393,213934,80746,207376,25446,122997,20439,23747,52774,34797,25245,161401,82300,29483,136327,80874,31521,21484,19326,198137,28142,114182,96224,0,71460,86585,40993,66048,29357,61918,118681,11133
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9030,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30219,37737,8038,0,0,0,0,0,0,0,0,0,0,0,0,5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11228,0,0,0,0,0,0,8217,0,0,0,0,0,0,0,0,0,0,12157
0,0,0,7066,0,0,0,6518,0,9978,0,7867,0,0,0,0,0,0,6999,0,0,0,0,0,0,0,0,0,0,10294,9789,7987
0,0,0,0,10593,0,0,0,0,0,7954,6384,4811,0,5915,0,0,17332,0,0,0,9968,0,0,8278,0,7644,8542,0,10084,0,16252
0,0,0,0,20234,0,9657,0,0,0,0,27244,10139,28290,0,22715,0,0,0,0,0,0,0,0,0,0,0,30890,0,0,0,8867
0,0,0,0,0,0,0,0,0,0,0,12335,0,0,5936,13166,0,0,0,0,0,0,0,0,0,0,0,0,0,4866,0,0
6216,0,0,13239,0,0,6101,6142,31751,40711,30998,0,5096,8011,0,29432,0,13431,11596,7599,15454,65732,0,0,66573,0,8086,12307,7044,13732,0,23292
0,0,0,0,0,0,0,7098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7353,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6367
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10588,8158,0,4900,16611,19203,19114,14430,8055,19490,8306,0,0,11103,0,0,0,0,0,12361,19130,0,7173,6649,7829,7922,7944,17633
0,0,0,0,0,6853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
