582.T1_RD8_01_33104,601.T1_RF2_01_33124,585.T1_RD11_01_33107,578.T1_RD5_01_33101,572.T1_RC11_01_33094,602.T1_RF3_01_33128,596.T1_RE9_01_33118,594.T1_RE7_01_33116,575.T1_RD2_01_33098,571.T1_RC10_01_33093,593.T1_RE6_01_33115,589.T1_RE2_01_33111,592.T1_RE5_01_33114,588.T1_RE1_01_33110,590.T1_RE3_01_33112,581.T1_RD7_01_33103,595.T1_RE8_01_33117,599.T1_RE12_01_33121,573.T1_RC12_01_33095,583.T1_RD9_01_33105,570.T1_RC9_01_33092,603.T1_RF4_01_33129,591.T1_RE4_01_33113,576.T1_RD3_01_33099,574.T1_RD1_01_33097,584.T1_RD10_01_33106,597.T1_RE10_01_33119,586.T1_RD12_01_33108,598.T1_RE11_01_33120,580.T1_RD6_01_33102,600.T1_RF1_01_33123,577.T1_RD4_01_33100
0,0,0,0,0,0,0,0,0,0,0,0,0,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70760,0,0,0,74387,0,0,0,93808,52617,0,0,0,132140,3564,0,0,0,0,0,0,55453,0,0,0,67438,0,42193,0,11623,0
58310,118986,0,51295,0,0,35774,0,0,40974,68920,0,66864,57230,126597,55768,0,129058,0,64433,0,58346,0,60770,0,47718,77914,0,0,0,68364,43209
0,0,0,0,0,0,18819,0,0,64943,0,39428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35239,26239,0,0,0,33708,46630,0,0,0,0,0,0,0,0,0,0,0,0,0,25998,0,0,0,0,70086,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22690,0,0,0,0,0
0,0,0,75769,58455,0,0,157572,0,0,0,0,56543,181040,187887,0,0,0,57806,0,141876,43802,38000,161519,167572,55054,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56735,0,0,0,0,0,0,0,0,0,0,0,0
48717,0,64685,19697,0,61136,0,160835,20119,0,0,0,0,169669,224476,0,0,0,0,0,195438,0,0,0,62110,0,66553,138979,84482,0,0,0
510374,574866,319191,355132,812346,0,730119,622388,378292,764554,531010,0,895372,431945,858773,594659,308998,421600,564101,523757,782056,78544,525054,373929,891228,165085,322276,0,340629,734595,950875,428876
63484,0,41521,0,0,0,0,0,49870,0,0,0,0,0,0,61281,0,0,0,0,0,0,0,0,38086,31257,0,0,0,0,0,63669
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,35796,0,0,0,0,0,0,0,0,0,0,159736,0,0,0,0,0,0,0,109809,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50567,0
0,36101,17884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24665,0,0,13049,0,0,0,0,0,0,0,0,0
0,0,0,0,19960,0,0,0,0,0,0,0,0,16381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40835,48735,0,0,0,0,0,0,0,0,62731,0,0
0,0,0,0,63283,0,59432,36638,0,0,0,0,0,0,0,0,62733,0,52175,0,53527,0,0,0,65864,0,0,0,0,0,0,0
0,0,0,70226,0,0,0,0,0,0,0,0,0,0,0,49325,0,0,0,0,0,0,0,0,0,0,0,0,50953,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132108,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,50025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,53339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,0,0,0,0,0,0,18576
3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2614,0,0,0,0,0,0,5520,0,0,0,0,0,0,0,0,3148,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,0,0,0,0,0
2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3974,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15325,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17767,11649,0,0,22891,0,0,0,17355,48804,0,0,0,24583,7982,19036,0,0,0,19641,16412,0,0,13731,18181,42014,20255,0,0,25540
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8759,8167,4846,8367,5479,0,6393,4575,4780,14347,6563,0,3785,0,4946,6089,2179,7088,4627,3068,7051,5172,5754,8206,5350,4252,4786,3942,5317,11618,9981,6641
0,0,0,0,0,0,7977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891
0,0,0,0,0,6154,0,0,0,0,0,6022,0,0,0,0,0,0,0,0,0,0,7302,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3842,0,0,0,0,0,0,0,0,0,0,0,4021,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7225,0,0,0,0,0,0,11627,0,0,0,0,0,0,4858,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752,0,0,0,0,2480,0,0,0,2155,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018
0,0,8242,0,7672,7135,5966,0,7403,8432,6178,9303,7788,6035,6828,14862,0,7622,0,7738,8753,0,0,7500,0,0,8490,0,6426,12893,10085,8075
0,0,3475,0,0,0,0,0,0,0,0,4712,0,0,4091,3511,0,0,0,0,0,0,0,0,0,3515,0,0,2736,4056,2396,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577,0,0,0,0,0,0,0,0,0,0,0,0,1409,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6717,0,0,0,0,15442,0,0,0,0,0,12156,0,8733,0,0,5671,5395,4228,0,0,0,0,5824,0,8873,3942,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591,0,0,0,0,0,0,0,0,0,5300,0,0,0,16181
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3472,0,0,0,0,0,0,0,0,0,0,3741,0,0,0,0,0,0,0,2424,0,0
0,0,3096,0,0,0,0,0,0,5826,2434,0,0,0,0,1801,0,8764,0,0,3495,6611,0,0,0,0,2158,3549,0,0,3052,2702
0,0,0,0,0,0,0,0,0,0,0,3455,0,0,2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6617,0,7212,0,6487,0,0,0,0,10869,0,0,0,0,0,17937,0,0,0,0,0,0,0,0,6529,0,11631,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5287,0,3709,0,0,0,0,10521,0,0,0,0,0,0,0,0,0,0,0,5103,0,3606
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,0,0,0,0,0,0,0,0,15375,4621,0,0,0,0,1767,0,8474,0,0,0,12731,0,0,4049,0,3918,0,0,4749,0,8564
2993,0,0,0,3825,3900,0,0,0,0,0,6673,0,7063,6867,0,0,6946,0,0,0,0,0,0,4037,0,0,0,0,0,0,0
3439,0,0,0,0,0,0,2886,0,3295,1891,0,0,5072,0,0,0,0,6495,0,2683,0,0,0,0,0,0,2391,0,0,5736,0
6679,5453,0,0,0,0,9092,0,15719,0,0,14685,0,0,12266,6090,3159,18969,0,5535,0,0,0,14344,11291,0,4870,5835,0,0,8945,11565
0,9021,0,0,6843,0,27008,18289,0,2565,7667,38948,0,93780,3779,0,0,3721,31830,0,0,0,0,0,37247,0,19524,0,0,2927,14590,32412
5343,0,12531,7326,0,0,7431,9669,0,20945,0,0,0,0,0,0,0,0,0,5506,8697,12583,6116,0,0,0,5721,0,10837,15794,0,0
0,0,0,0,10562,7327,0,0,0,0,0,2818,0,0,5368,0,0,0,8918,0,0,0,0,0,9509,5746,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105146,0,41564,42194,32945,0,5418,18969,20585,106690,21948,0,18383,2404,10582,53229,5219,32348,13111,46568,54656,92963,0,10822,52219,10852,94241,0,0,17843,0,23815
0,0,0,0,0,0,3495,0,0,0,0,0,0,4418,0,0,0,0,0,0,0,0,0,4517,0,0,0,0,0,0,11290,0
20793,0,0,3763,2320,0,0,0,0,16255,21781,0,0,0,0,7856,0,20642,0,7255,16367,19232,0,20721,6906,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3892,0,0,0,0,0,0,0,0,0,0
4635,0,2575,0,8059,0,0,7303,0,7526,2126,0,0,0,0,4158,0,0,0,4807,6773,0,0,6992,13926,0,18660,4070,0,0,2572,3200
0,0,0,0,0,0,0,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4589,35003,14845,3683,12984,27477,15691,28186,6521,11886,17178,99837,34387,7772,37856,12685,8510,10908,10891,9710,11792,5427,26462,0,13057,13513,33898,19553,21341,12851,26492,6509
5568,0,0,4842,2845,0,38196,18377,9719,6736,0,8071,0,4967,8140,4315,0,12569,14295,7751,4229,5888,3938,0,8432,0,9885,5430,7153,10298,8370,0
0,0,0,0,0,0,39187,0,0,0,0,0,0,0,0,0,2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549,0,0,0
3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4535,0,0,0,0,0,0,0,0,0
0,0,6211,0,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7202,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696,0,0,0,0,0,0,0,0,0,0,4318,0,0,0,0,0,0
0,0,0,0,0,0,16881,0,0,0,16571,28271,0,244901,11741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7442,62340
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4487,0,0,0,0,0,0,0,2170,0,0,0,0
2714,0,0,0,0,0,6840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21624,2045,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,0,0,0,0,0,0
0,0,9571,0,0,0,0,0,0,0,0,10984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5459,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14234,0,0,0,0,7583,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6207,0,0,0,0,0,0,0
0,0,0,5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27361,0,0,0,0,43497,38828,0,0,30859,53695,0,332352,9478,0,0,15094,0,0,0,0,0,0,10022,0,0,0,0,0,0,30823
0,0,0,0,0,0,0,0,0,8156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25868,0,0,0,0,0,0,0,0,0,0,9135,0,4648,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16721,0
0,0,0,0,0,5309,0,0,0,0,0,0,20083,0,0,0,0,0,0,0,8593,0,0,0,20333,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5903,12267,0
0,2629,0,0,0,0,0,0,0,0,0,0,0,0,6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997,0,4099,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3177,0,0,0,0,0,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,0,0
0,0,0,0,0,10867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10262,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2857,0,0,0,0,0,0,0,0,0,0,0,2319,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83519,0,0,0,0,0,37211,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25880,0,0,0,0,0,0,0,0,13293,0,14417,0,0,0,0,0,0,0,0,0,20327,0,0,0,0,0,0,0,10699,0,0
1477,0,0,0,6168,0,0,0,3601,13821,8766,0,0,0,0,0,0,18212,0,0,0,18686,0,8789,5528,0,1603,0,0,7092,3047,2990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3856,0
0,0,0,0,0,6835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,0,0,0
1849,3112,6745,0,0,0,0,5632,0,4565,4162,55306,8886,7861,3483,7418,0,0,2771,3050,3874,0,5707,1682,4333,0,0,0,0,3623,14425,8721
0,27669,6657,0,0,28345,21547,25895,3607,0,20108,17740,30404,0,27139,5167,8167,12198,0,8567,0,8414,23475,0,0,6091,17205,9252,15225,0,8835,0
0,0,0,0,0,0,0,0,0,0,0,13663,0,0,6528,0,0,0,0,0,0,0,0,0,0,0,0,2245,0,0,0,0
0,4354,0,0,4305,0,0,0,0,16236,4254,0,0,4381,0,4934,0,0,0,0,0,0,0,0,4362,0,0,0,5107,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4524,0,0,3670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7272,0,0,0,0,0,0,0,0,0
21172,15583,0,7490,14761,0,26267,0,0,31075,0,0,0,14453,18436,10876,8158,30986,0,22106,26671,0,0,0,33974,0,16036,0,0,19588,17614,0
0,9790,0,0,0,0,0,0,0,0,0,12768,0,4508,0,0,0,0,0,0,0,4938,0,3216,0,0,0,0,0,0,0,8472
0,0,0,0,0,0,0,0,0,0,0,0,8575,0,0,5549,0,0,0,0,0,4496,3858,0,0,0,0,0,0,6517,0,0
0,4373,5803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6220,0,0,0,7045,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15934,0,0,0,9718,7154,0,0,0,5038,0,17702,0,0,10006,0,9713,0,0,4348,17600,0,0,0,0,4229,0,5392
0,0,1372,0,0,3842,0,2278,1384,0,0,2956,0,0,0,0,0,0,2653,0,0,3607,2159,1941,0,0,0,0,0,0,0,0
0,21106,0,0,0,7325,10627,1421,0,0,6301,19620,0,0,19157,0,14580,0,0,0,0,2497,2172,7655,0,0,4252,0,10590,0,12428,0
4868,17621,0,0,0,41238,22544,13806,4913,4724,22765,16116,22822,0,14384,0,6004,30398,5582,13680,4680,17385,12635,5594,0,0,9410,10500,17882,5808,20971,5070
0,0,0,3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3106,0,0,0,0,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20426,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,13150,0,0,0,0,0,0,0,0,21804,0,0,0,0,0,0,0,0,0,0,0
39035,19111,19009,33646,13196,65406,40678,27283,53613,24548,13288,92188,7635,0,34555,33104,13364,0,18963,31831,24844,16006,0,7678,32425,77690,66373,28510,17818,21768,2250,12806
0,0,0,0,0,0,0,0,2699,0,5165,0,0,18189,46436,0,0,6351,0,0,0,0,7435,0,0,0,0,0,0,0,15930,2701
0,0,0,0,7286,0,13923,0,0,0,0,0,21374,6336,13782,0,0,0,0,0,0,0,0,0,0,1549,0,0,9711,8154,0,0
0,0,0,0,0,0,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41959,41136,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,0,0,0,0,7737,0,0,0,0,2263,5338,0,0,0,0,0,0,0,2060,0,0,7573,817,0,0,0,2267,906,0,0,0
0,0,0,0,7454,7899,1787,0,0,0,0,0,3751,0,2082,0,0,0,0,3585,5233,2314,0,0,24545,0,0,0,0,0,43453,0
0,2232,0,0,0,0,0,0,0,0,0,43031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658,5385,0
0,0,0,0,0,0,0,0,0,0,0,2962,0,0,20891,32004,0,0,0,0,129532,0,0,0,4240,0,0,0,0,65988,40478,0
0,0,0,0,0,95341,0,25075,48432,0,0,0,0,0,0,29995,0,42582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64257,0,0,0,0,0,0,49788
0,0,0,0,0,0,0,1116,0,0,0,5045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4144,0,0,0,0,0,0,9770
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12785,0,0,0,0,0,0,0,0,0,0
15342,33264,0,29078,26714,15288,17825,16075,14065,13042,36264,36276,19832,0,36368,0,0,15663,16791,13035,23110,10312,11262,12016,12527,23755,0,18232,29687,36787,50450,13265
6901,7771,7581,9416,10572,0,8716,10109,9295,4118,3420,7161,0,0,7783,9449,0,2746,0,10079,0,6683,8146,0,0,9134,0,0,0,8379,11672,9809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873,0,0,3834,0,0,0,0,0,0,0,0,0,0
0,0,3589,9523,0,0,0,0,0,0,3342,0,0,0,0,0,0,6602,0,0,3049,0,0,0,3898,4349,0,0,0,0,0,3803
0,0,0,0,0,3568,3380,0,0,3795,0,15202,0,0,4395,4120,0,0,0,2621,0,0,0,0,3827,0,0,3574,3708,0,3595,3839
6331,0,0,3079,0,0,0,2825,0,4072,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8492,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1098,0,0,0,0,0,0,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11250
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2025,0,0,1801,0,0,0,0,0,0,0,0,1660,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4243,0,0,0,0,0,0,0
0,41190,0,3983,0,37470,0,0,28838,0,0,31421,5403,9863,28412,0,0,0,0,0,0,11261,15582,2418,11740,0,0,0,0,1471,24314,12788
4535,0,8726,8585,3380,1633,3368,18774,0,14230,30834,16814,15401,0,4376,3906,0,13716,0,3878,1931,0,6702,0,3759,8016,6999,9509,0,50948,2541,11225
0,7676,0,0,14602,0,0,0,5903,7824,0,0,15990,6312,0,0,0,14034,7651,0,6826,0,0,5796,0,9278,0,7649,9941,0,0,0
0,0,0,0,0,0,0,0,7775,0,0,4440,0,9102,5307,0,5100,23370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5146,0,0,0,0,0,0,0,6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17797,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7684
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7388,0,0,0,0,0,0,9509,0,0,0,0,0,0,0,0,0,0,0,0,0,6643
0,0,1581,0,0,0,0,0,0,6814,1279,993,0,0,0,6606,0,4653,0,2792,1813,5132,0,0,5419,0,7316,0,0,0,0,0
5126,0,0,16185,11084,5797,0,16476,0,0,4405,19217,22962,8979,0,19529,0,15852,0,15062,13379,1221,6368,10843,6719,7614,7434,6977,13241,3188,15437,1361
9540,15756,20428,0,2759,0,16360,0,10695,23550,13368,0,0,9966,25089,0,0,3410,11225,5844,0,7980,0,0,17310,10410,5012,0,0,14647,0,12360
9717,3312,3255,0,5056,0,975,6571,3145,0,0,3162,0,0,1667,8213,0,0,0,4712,5492,4863,0,0,0,0,4845,0,0,8876,10926,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571,0,0
0,0,0,0,0,0,0,0,4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10494,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
