571.T2_RF6_01_33131,596.T2_RH5_01_33156,578.T2_RG1_01_33139,588.T2_RG9_01_33147,599.T2_RH8_01_33159,602.T2_RH11_01_33162,597.T2_RH6_01_33157,589.T2_RG10_01_33148,573.T2_RF8_01_33133,575.T2_RF10_01_33135,576.T2_RF11_01_33136,581.T2_RG3_01_33141,600.T2_RH9_01_33160,584.T2_RG6_01_33144,601.T2_RH10_01_33161,583.T2_RG5_01_33143,595.T2_RH4_01_33155,590.T2_RG11_01_33149,570.T2_RF5_01_33130,574.T2_RF9_01_33134,586.T2_RG8_01_33146,577.T2_RF12_01_33137,603.T2_RH12_01_33163,582.T2_RG4_01_33142,593.T2_RH2_01_33153,580.T2_RG2_01_33140,594.T2_RH3_01_33154,585.T2_RG7_01_33145,598.T2_RH7_01_33158,591.T2_RG12_01_33150,572.T2_RF7_01_33132,592.T2_RH1_01_33152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5051,0,0
0,0,0,0,0,0,0,0,0,4705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,56322,13110,4675,11864,19078,0,4027,73772,31315,46511,22883,94455,0,20545,0,4617,0,31668,0,75936,0,12650,0,0,13928,38150,0,0,0,0
0,0,0,0,0,0,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12039,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789,0
29036,116915,51043,0,0,0,0,59540,45148,62950,0,42940,15475,0,0,0,0,0,88263,17301,67642,0,0,12557,0,0,13471,0,11105,0,127428,43021
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6408,0,0,0,0,0,0,0,0,0,6738,0
0,0,0,0,13323,0,0,0,0,0,0,0,0,0,19715,0,0,0,19328,0,0,0,0,0,14417,0,0,0,0,0,0,0
46351,0,0,0,0,0,17755,0,0,0,0,0,0,0,0,18596,0,0,0,0,71367,0,0,0,25838,0,0,35123,0,0,0,0
0,0,0,0,0,0,0,0,66692,0,36902,0,0,0,0,0,0,0,0,0,0,0,0,0,14138,21990,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175681,0,0,0,0,0,0,0,0,0,0,0,0,512618,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199131,45843,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,36660,0,0,0,56637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12327,0,0,0,0,0,65687,47712,0,0,0,8788,0,47438,0,0,29894,21242,14315,2761,4343,47447,0,0,0,23615,0,0,11393,0
0,0,0,0,0,0,0,0,4264,3793,0,1310,0,0,0,2572,0,0,0,0,0,0,2696,0,0,2623,0,5024,0,2335,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,0,0,0,4129,0,2855,0,0,0,0,0,0,0,0
6636,0,0,0,0,0,0,0,9311,0,0,0,0,7668,0,12334,0,0,0,3438,8741,19613,0,3302,0,0,0,0,0,0,0,0
71821,0,145042,0,0,63557,0,0,118445,130301,27631,31101,25738,27608,82905,0,0,70194,210951,31363,204990,0,100393,0,21392,0,12441,0,7182,0,0,93003
0,0,0,0,0,0,0,0,12184,0,0,0,0,0,0,0,0,0,0,3036,0,0,20155,0,39446,0,0,0,14108,0,0,0
0,0,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28150,0,0,0,0,22106,0,0,0,0,0,7994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5731,0,0,0,0,0,0,0,0,0,0,0,0,0,154564,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42450,66794,0,22902,0,0,0,104422,83227,0,43315,0,0,0,23288,0,0,18452,68133,35836,79884,0,21937,0,32520,0,0,0,0,47049,0,0
0,70828,89154,52919,0,0,33971,0,64579,87919,50122,0,48944,41819,145991,63233,101904,109348,48659,62523,23754,113721,67654,0,53170,0,0,60663,48536,0,0,52569
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48831,0,0,0,0,0,27825,0
0,0,21386,0,0,0,0,0,0,4675,0,0,0,0,0,13219,0,0,0,16373,0,0,0,0,0,0,0,24942,0,0,0,0
0,105513,0,50357,0,0,41326,64645,0,0,0,0,0,0,0,0,0,31694,0,0,0,8372,17886,0,0,49121,23629,0,0,0,0,0
0,12166,0,0,0,0,0,0,0,80568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10059,0,0
302958,0,42753,0,49559,0,0,0,0,0,0,0,0,28939,221232,0,168012,168126,0,0,0,0,0,0,67119,0,324837,0,0,154624,0,0
0,0,0,50484,0,0,0,15572,0,0,0,0,0,0,0,0,0,24733,0,0,0,0,0,0,0,32331,0,0,13353,0,0,25109
355465,0,0,0,150245,73860,0,120469,0,35754,270564,19237,400536,0,129546,0,142196,140604,0,0,42183,33788,101924,0,0,0,0,0,304520,428188,0,344963
0,216458,518300,56739,233687,318752,141587,655577,638572,656305,267585,309475,217700,376269,0,205298,267267,585004,297962,388562,0,206742,236024,155966,243979,190461,174586,196318,279981,627914,387329,485892
115573,0,0,43275,0,0,44825,46641,0,0,0,40011,45192,0,48645,0,0,0,60245,38868,0,0,0,0,0,40284,51925,60136,0,50574,0,51054
0,0,0,25566,0,0,0,0,0,0,0,0,27334,0,0,0,0,0,0,0,0,0,0,0,0,0,46655,0,0,0,0,36079
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,79186,138933,97096,63525,0,0,0,0,0,0,0,161646,33226,0,8058,0,53547,0,0,0,0,0,0,0,0,0,0,29365,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,28324,0,0,0,0,0,0,7047,0,0,0,0,0,0,0,0,5706,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14694,0,0,0,0,47061,41687,0,0
0,51268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27851,0,0,0,0
0,0,0,94198,0,0,95526,0,0,0,0,0,228823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84041,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51828,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5250,0,0,0,0,0,0,0,0,27663,0,0,0,0,0,0,0,0,0,21556,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3676,0,0,0,0,0,0,0,0,0,0,3449,0,0,0,0,0,0,0,0,0,0
0,0,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133,0,0,0,0,3786,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4457,0
0,0,0,0,0,0,0,0,0,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7608,0,0,0,0,0,0,0,0,0,9983,0,0,0,0,0
0,0,0,7597,0,0,0,8786,0,0,0,0,0,0,0,0,0,3526,0,0,0,0,0,0,0,0,14636,0,3846,0,0,0
0,0,24703,0,0,0,0,0,0,0,11975,12147,0,11768,0,0,0,0,17087,0,17103,47979,0,31874,0,16341,0,0,0,0,24263,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3785,0,7025,0,0,0,0,0,10665,8730,3506,3900,0,7598,0,7323,0,0,4291,9518,5244,5152,2748,4251,0,4147,0,6918,0,0,6167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4363,0,0,0,0,0,2708,0,0,0,0,0,0,0,0,0,3239,0,0,3920,0,0,0,0,0,0,0,0,0,0
0,0,0,19369,15402,0,0,26340,0,0,0,0,0,0,0,0,26660,34605,0,0,0,0,0,0,0,0,35098,0,7795,0,0,0
0,0,0,0,0,0,2614,0,0,0,0,0,1183,0,3400,0,0,0,0,0,0,0,1743,0,0,0,0,0,0,6561,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2547,0,0,0,0,0,0,0,0,0,0,0,0,2294,0,0,1976,0,0,0,0,0,0,0,0,0,0,0,2970,0
0,4491,0,0,0,2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7723
0,5098,0,0,2760,0,6865,9912,7268,5859,10546,1937,9207,0,2989,4707,11893,6896,0,8946,0,9468,0,0,0,0,0,0,0,6310,6928,10431
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667,0,0,0,0,0,0,0,0,0,0
0,0,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15316,0,0,21344,0,0,0,0,0,0,0,0,17180,24019,0,0,0,0,0,0,0,0,14010,0,5851,5010,0,0
0,0,0,0,0,0,0,0,4344,6281,0,0,0,0,0,0,0,0,0,0,3536,0,0,0,0,0,0,0,0,0,3846,0
0,0,5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14024,0,0,0,13747,13023,0,0,0,0,0,10972,0,12373,0,0,0,0,0,0,0,15326,0,5623,0,0,0,0,14536,0,21120
0,0,0,0,2983,0,0,0,3596,0,0,0,0,0,7290,0,0,9029,0,0,0,18475,0,0,0,0,0,0,8256,2885,0,4575
0,2697,0,2844,0,1708,0,0,0,0,0,0,0,0,0,0,0,6976,0,0,0,0,0,0,0,0,8133,0,0,3836,0,12536
0,0,0,0,0,50129,0,0,0,0,0,0,44103,0,0,0,0,0,0,0,0,0,12479,0,64236,0,26112,0,15991,27959,0,46810
0,0,0,0,0,7036,0,0,0,0,0,0,0,0,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3806,0,0,0,0,0,0,0,0,0,0,3857,4422,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,23092,0,0,0,0,0,0,0,0,0,0,0,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,8040
0,0,2618,0,0,0,0,0,5971,10651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5603,0,0,2636,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2087,0,6096,0,0,0,0,0,0,9220,0,0,0,0,0,0,0,0,0,1880,0,0,0,2010,0,0,0,0,6897
0,0,0,0,0,0,0,0,0,0,0,0,2939,0,3871,0,0,1702,0,0,0,0,1938,0,0,0,0,0,0,1723,0,0
0,0,0,0,0,0,0,0,4941,0,0,0,0,0,0,6446,0,0,3656,1511,0,0,0,0,0,0,0,7869,0,0,0,0
0,32553,0,24175,29325,18427,26107,14771,4059,4145,0,0,77068,0,47628,0,41413,8409,0,0,0,0,6719,0,17683,0,22225,0,8272,27954,0,82914
0,5336,0,0,0,0,2418,0,0,0,0,0,0,0,0,0,0,10525,0,0,0,0,0,0,2575,0,0,0,0,13788,3642,6185
4919,19230,0,0,8314,0,0,0,8126,0,0,3102,4396,0,2847,4728,0,9142,0,19977,0,11269,0,5015,0,2364,0,4277,0,0,10501,0
98086,14080,0,9978,0,16259,0,23321,0,8952,12139,7557,15395,0,12737,0,0,9207,0,0,0,23648,8113,0,11346,15385,6406,0,0,10511,0,41205
7680,0,0,0,8987,5192,0,22357,11414,10438,0,0,0,3383,0,3557,13247,0,10659,0,0,10073,0,0,0,0,10074,4530,6541,0,0,12026
0,0,8726,0,0,4271,0,0,0,0,7627,0,0,0,0,0,0,0,8355,0,0,0,0,3534,0,2890,0,0,4100,0,9596,2419
0,0,0,0,0,1929,0,0,0,0,0,0,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,62100,0,0,0,0,2608,84483,110105,0,0,0,8706,0,71866,0,0,27388,49947,13762,0,0,188012,0,2667,0,66989,0,5712,37809,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515,0,0,0,0,4567,0,0,0,0,0,0,4327,0,0
0,0,1847,0,0,0,0,0,15395,15912,0,0,0,0,0,12834,0,0,12785,8546,0,0,0,0,0,0,0,14959,0,0,0,0
0,0,0,0,0,0,0,0,0,1669,0,0,0,0,0,2173,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0
0,0,4285,0,0,0,0,0,0,6987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20592,6978,0,0,0,0,0,8308,0,0,6026,4808,0,0,0,26717,0,0,0,0,0,0,2179,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13274,15229,17073,0,0,0,0,17942,12959,19236,7946,9194,6411,16977,4193,1932,0,2733,12099,0,18535,10087,3489,2200,7539,2992,2400,10749,0,7781,18865,3110
0,0,8703,0,0,0,4140,0,11282,13488,0,8660,0,7940,0,7626,0,0,0,4296,0,0,0,0,0,0,0,2282,4867,0,4248,2693
24402,0,0,0,0,0,0,0,0,6560,4432,0,0,0,0,0,0,14442,0,0,0,73873,0,0,0,19166,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6458,0,0,9252,0,0,0,0,13020,0,0,0,25833,0,0,0,0,0,0,0,0,0,7262,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6099,0,0,0,0,0
0,24806,0,0,0,0,64365,0,0,0,0,0,0,0,0,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4706
0,0,0,0,0,0,0,0,0,0,0,0,0,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99404,0,0,0,0,0,49759,0,0,0,0,11860,153449,0,0,0,0,0,0,0,0,9147,18530,0,0,0,0,0,0,53965,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2245,0,0,0,0,0,0,0,0,7470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27612,0,0,0,2617,0,0,0,3698,0,9930,0,0,0,0,3823,6857,0,12455,0,0,0,0,0,40902,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21819,0,1811,0,0,2537,0,0,11274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6805,0,0,0,0,0,0,0,0,0,0,0,0,0,3716,0,0,0,0,12079
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4197,0,0,0,0,0,0,0,0
19253,0,0,0,9231,0,0,19914,21604,0,0,0,49984,0,35998,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25602
0,0,0,0,3277,0,8290,0,0,0,0,0,29726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541,0,0,0,0,0,0,0,0,0
187309,81145,0,186208,91494,42118,0,122098,0,0,0,0,0,0,139198,0,125322,58326,8713,0,0,5781,29989,0,118138,85100,0,0,186201,0,1922,172345
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21601,83328,0,0,0,0,0,0,0,0,46522,0,0,0,0,0,0,0,0,3071,0,0,0,0,0,0,0,0
0,0,8775,0,0,0,0,0,34379,0,0,0,0,0,0,0,6928,0,0,0,0,0,0,0,0,0,12081,0,0,0,3906,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13856,0,0,0,0,0,0,4406,0,0,48149,0,0,0,0,0,0,0,0,0,0,0,0,7378,0,0,0,0
0,0,0,0,0,0,2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8167,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8073,0
0,0,0,0,0,0,0,0,0,0,0,0,104170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8060,0,0,0,0,0,0,0,0,0,0,3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6410,0,0,4795,0,0,4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4401,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947,0,0,0,0
0,0,0,0,0,0,23615,60529,0,0,30856,0,0,0,0,0,0,8031,0,0,0,0,0,0,0,0,72209,0,0,156014,0,129642
0,0,0,0,0,0,0,0,0,0,14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2843,0,5318,0,3729,0,0,0,0
0,0,0,0,0,0,0,0,11491,10014,0,0,0,0,0,3999,0,0,5818,5295,0,0,0,10902,0,0,0,3389,0,0,3194,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4725,3028,0,0,0,1985,5001,1791,0,4559,0,0,0,3457,0,3645,0,3269,0,0,2170,2399,3358,0,0,4416,0,2591,1672,4068,4229,0
15227,13065,11060,2338,4999,9054,5896,19659,14542,19510,7811,9054,9065,12080,12004,6229,4628,16231,14371,9578,13153,5482,10345,5945,14160,8294,3025,11453,7344,11365,20227,11441
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9495,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43178,27636,13575,24339,51795,35301,39954,33412,22132,12661,0,4251,72577,3901,78362,19007,58162,40180,24596,0,0,0,41606,13412,29912,9779,10166,15811,33886,57232,0,31034
0,0,0,0,0,0,0,0,0,0,6534,0,0,0,0,0,0,0,0,3442,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11080,0,0,0,0,0,0,13411,0,5583,0,0,4813,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4841,0,0,0,5724,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1391,0,0,0,0,0,0,0,0,3944,0,0,0,0,0,0,0,0,0,0,4442,0
3265,0,1732,0,5861,9780,9666,6259,23023,8006,0,14063,11965,3163,12846,0,8732,16409,2350,0,0,0,7207,1195,15681,12504,8406,0,2097,9491,15366,16869
20047,10341,14295,29329,8575,16699,14504,23328,0,21075,13546,0,5521,19556,8384,21806,10974,5241,17638,18806,27500,20932,21011,14871,0,13539,15527,24123,12753,26234,0,5704
0,0,0,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,131085,0,17866,0,0,6244,0,0,8794,0,0,0,9543,0,0,5721,0,0,0,0,0,0,0,0,17060,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22332,0,0,0,0,0,26399,15438,0,15512,0,33232,0,26220,0,0,25590,9906,57174,11657,0,24991,0,29956,0,44299,0,0,6211,0
0,0,2698,0,0,0,0,0,0,0,0,4781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9279,0,0,0,0,0,0,24403,0
27520,0,0,0,0,0,0,0,0,0,7050,0,0,0,0,0,0,0,0,30525,0,4192,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4616,0,0,0,0,0,0,0,5527,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1150,0,0,0,0,0,2576,0,0,0,0,0,1870,0,0,0,2405,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,49456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26870,0,0,0,0,0,0,0,0,3581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48587,0,0,0,0,25872,0,0,0,0,0,0,30882,0,34552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720
0,0,0,0,0,0,0,0,58270,0,0,0,0,0,0,0,0,43794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35522,0,0,0,0,0,0,0,0,0,0,17379,0,0,0
0,17059,0,0,8896,4112,0,5356,0,0,0,0,5416,0,16424,0,9336,4770,0,0,0,0,19070,0,3581,0,6777,0,11756,0,0,15858
0,0,0,0,0,6594,6675,11964,0,0,0,0,0,0,3254,0,3235,4674,0,0,0,0,0,0,0,0,0,0,0,15897,0,0
