572.T3_BA3_01_33169,597.T3_BC2_01_33194,589.T3_BB6_01_33185,584.T3_BB2_01_33181,590.T3_BB7_01_33186,598.T3_BC3_01_33195,577.T3_BA8_01_33174,599.T3_BC4_01_33196,588.T3_BB5_01_33184,581.T3_BA11_01_33177,595.T3_BB12_01_33191,585.T3_BB3_01_33182,594.T3_BB11_01_33190,570.T3_BA1_01_33166,592.T3_BB9_01_33188,575.T3_BA6_01_33172,571.T3_BA2_01_33168,580.T3_BA10_01_33176,576.T3_BA7_01_33173,583.T3_BB1_01_33180,602.T3_BC7_01_33199,603.T3_BC8_01_33200,573.T3_BA4_01_33170,582.T3_BA12_01_33178,574.T3_BA5_01_33171,600.T3_BC5_01_33197,578.T3_BA9_01_33175,596.T3_BC1_01_33193,586.T3_BB4_01_33183,601.T3_BC6_01_33198,591.T3_BB8_01_33187,593.T3_BB10_01_33189
6578,0,0,13482,0,0,0,0,0,0,12570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4279,0,0,0,0,0,2257,0,0,0,0,0,3145,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2817,0,0
0,4905,0,0,0,8024,22566,10594,0,3293,29285,0,8731,8191,6969,15806,7206,0,2168,0,0,1354,10070,8648,7577,11353,5547,0,5970,7187,5867,14376
0,0,0,0,3470,0,0,0,0,0,3268,0,0,0,0,0,0,0,0,0,0,0,3169,0,0,0,0,0,0,0,0,0
0,0,0,0,2148,0,0,0,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6342,0,4052,7183,8566,0,0,0,6039,0,9148,0,0,0,3725,0,0,0,0,3350,8331,0,6522,4302,0,5270,0,3882,0,10929,0,0
0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,6203,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3320,0,0,14910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4570,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1908,0,0,0,0,0,0,0,9430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12704,5392,0,7501,0,3588,0,8613,0,0,0,0,0,0,0,0,0,9429,0,3222,0,0,4135,0,1917,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10986,0,0,10638,0,0,0,0,0,0,14287,0,0,0,0,0,0,1850,0,0,16439,4602,5092,0,3600,0,0,0,0,0,0,2988
0,0,0,0,2396,0,0,3063,0,0,0,0,0,0,4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3647,4902
3131,0,0,0,0,0,3804,0,0,0,0,0,13725,0,2911,0,0,0,0,0,0,3230,0,0,0,0,0,0,2520,0,3304,0
9022,5475,6158,0,0,0,0,4732,0,0,9663,2571,0,0,7586,7777,8941,3037,0,0,9298,0,5899,0,0,0,0,15184,3808,4619,6097,0
0,25162,0,3710,0,44533,60926,0,0,8660,0,0,18893,0,0,20679,0,0,0,0,0,0,0,0,19915,0,0,0,4328,0,8682,0
0,3745,0,3326,23556,14562,0,4499,0,7935,15694,0,14423,0,6132,0,0,3828,0,5511,0,4588,15483,3032,14498,6322,0,0,2612,0,6159,18665
7929,0,0,0,0,0,10044,0,14559,0,0,0,0,17274,0,7126,5675,0,9478,0,0,6145,0,2292,0,10737,0,0,0,9099,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271,0,0,0,0,0
85417,0,8609,16994,12550,0,7463,0,48607,20524,95071,121795,0,15856,0,27883,0,39312,2534,138501,9970,21773,29857,29061,49469,11927,24026,8416,19764,0,0,10215
0,0,7818,0,0,0,5210,0,0,0,0,0,0,0,0,0,0,0,5812,0,0,6462,0,0,2735,0,0,0,0,8310,0,4102
7848,0,0,16729,0,0,0,0,0,0,22065,7896,0,0,0,6155,0,3079,0,11362,2425,8346,9879,0,3420,0,0,0,0,0,0,2719
2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631,0
0,0,0,0,0,0,0,0,0,0,4733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15657,0,0,0,2342,0,13834,0,16806,0,0,5828,0,0,0,0,0,0,0,7590,0,3227,2513,0,0,0,1782,0,0,0,0,0
0,0,0,0,0,0,3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,0,12595,0,2785,0,2987,5423,15980,4126,6398,0,2343,3314,8114,11730,11816,2340,9961,0,0,0,13843,6532,3558,2827,14860,2332,2890,6544,4536,4653
21247,0,9631,5640,0,10265,0,10085,10871,9231,18470,8324,8020,3811,4530,16042,4355,0,17979,0,5209,2306,7076,5820,0,0,0,9013,2778,10383,7467,9035
0,0,0,0,0,0,83714,0,0,0,0,0,0,0,0,9705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0
0,0,0,0,0,0,0,9420,0,0,0,0,5852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3698
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,0,0,0
0,0,5003,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,6180,0,3416,0,0,0,0,0,0,0,0,0,1858,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7367,0,0,0,0,0,0,3239,0,0,0,0,0,0,0,0,0,0,8100,0,0,0,7212,0
0,0,0,0,2232,0,0,0,0,0,0,0,3515,2125,0,0,0,0,0,0,0,0,1905,0,0,0,0,0,1670,0,0,0
0,0,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073,0,0,0,2348,0,0,0,0,0,6892,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3793,0,0,0,0,0,0,0,0,3221,0,0,0,0,0,0,0,0,0,0,0,0
4498,0,0,29814,0,11695,9771,0,0,11592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15589,0,0,0,7658,0,10444,0
5545,0,0,0,2927,0,0,3669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11924,0,0,0,0,0,4846
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3995,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,0,0,0,0,0,0,0,0,2259,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8990,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4833,0,3950,0,0,0,0,5068,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,133007,0,55403,0,112418,166627,0,0,0,0,0,124649,0,0,0,0,0,0,0,0,0,0,0,66271,0,0,0,0,0,5684,52210
0,0,0,0,0,0,0,0,0,0,0,0,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12368,0,0,0,0,0,0,0,0,4854,0,0,0,29089,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,4283,0,0,30634
0,4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12604,0,0,0,0,0,0,0,5793,6096
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4364,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12082,0,0,0,0,0
0,0,0,0,0,38088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9982,0,0,0,0,0,0,0,0,0,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12704,0,0,0,0,0,0,0,0,0,0,0,0,5965,0,0,0,0
2304,0,0,0,0,0,0,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,5091,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8660
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15936,0,0,15044,0,0,0,0,0,6936,0,0,0,4564,0,0,0,0,19760,0,0,0,0,0
17946,0,0,10696,14169,0,0,0,0,3373,16869,8078,0,0,0,5918,0,5346,0,5431,3910,17592,7368,0,2313,12816,0,5182,0,5785,0,14415
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4534,0,0,4661,0,0,0,0,0,0,0,0,6287,0,0
0,0,0,0,0,0,1145,0,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2760,3625,1849,2552,1704,3922,0,1472,3812,0,4147,0,0,2777,3824,0,0,0,2125,0,0,0,0,3346,0,5123,2674,0,0,3678,0
7778,0,8420,0,2507,3133,5185,3197,12088,5185,4478,0,3727,6094,0,7255,7528,8953,8937,8554,0,5806,11994,9842,10074,7613,5527,4109,9209,8624,5478,7113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5884,0
18798,42030,0,9705,0,37118,11957,25931,0,20553,41238,0,42784,0,23462,17020,0,9581,0,13932,0,17743,19814,10079,20182,0,20436,0,13311,23414,36295,38829
7767,0,0,0,0,2903,6746,0,19023,0,4152,0,0,0,0,0,7398,4161,0,0,6293,23918,0,0,0,7120,0,0,0,0,0,0
3210,0,3413,0,4193,0,0,0,0,0,6514,14494,0,0,0,0,0,0,0,0,5552,5198,5135,0,6055,0,0,0,0,0,0,0
0,0,0,0,4658,0,0,0,0,0,0,0,0,18775,17251,0,7640,5371,5967,4880,0,0,0,0,5008,7004,0,6430,0,0,5841,0
0,0,0,0,0,0,7954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6365,0
0,0,0,0,0,0,0,0,0,6503,0,0,0,0,3375,0,0,5834,0,0,0,0,0,0,0,0,5695,0,0,0,5974,0
0,0,3758,0,5639,0,0,0,1091,0,0,2633,0,0,0,0,1674,0,1751,0,0,0,0,0,0,0,0,2151,3709,0,0,0
16948,5323,0,11590,0,8376,15013,12455,0,6613,6378,0,13018,0,4212,12550,1694,5367,5692,0,0,14788,10414,0,15253,4338,0,6064,6204,0,0,7012
6377,5359,18448,0,13120,5772,12806,2865,5536,6364,14918,9228,6813,20909,10156,6918,13682,17127,0,9512,4266,0,18627,10995,6944,11381,11413,4947,6860,18845,18978,6791
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710,0,0,0,0,0,0,0,0,0,0,0,3309,0
13295,0,0,0,0,0,22894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23119,0,0,0,0,0,11281
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37076,41550,16321,16000,45050,29432,34387,10541,17288,17401,73844,2346,2323,8489,15961,50215,28679,12766,29976,2805,78628,28168,30918,20157,39592,4092,23761,37238,3069,0,29676,12413
0,0,0,927,0,0,0,0,0,0,0,2796,0,0,4272,0,0,0,0,0,6920,0,2013,0,0,21251,0,0,0,10340,0,0
0,0,4353,0,0,0,9119,6137,0,0,0,24601,0,0,0,14414,0,0,0,29787,0,0,0,0,0,0,0,0,22448,20047,0,0
0,0,0,22185,0,0,0,10074,0,0,0,0,19402,0,0,0,0,0,0,0,12755,0,0,0,0,0,0,0,0,0,0,0
4382,0,0,0,0,0,0,0,0,0,3653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,0,0,0,0,0,0,0,0,0,2085,0,0,0,0,0,0,0,0,0,2746,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,0,0,0,0,2269,0,0,6298,0,0,0,0,0,0,0,2201
25877,0,0,0,0,0,13132,0,0,0,7070,0,0,15917,0,0,0,7479,0,0,0,0,0,12267,0,2847,0,0,0,2442,6152,5545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8667,0,0,0,0,0
31112,0,0,0,0,0,0,0,0,2611,0,0,0,0,86222,0,0,0,0,0,0,0,0,0,0,0,0,0,3926,0,0,0
0,0,0,0,0,0,0,0,0,61827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33825,36181
0,0,0,0,0,45066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36136,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4113,0,0,0,6323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5049,0,0
0,0,0,0,0,0,0,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,1548,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12568,1598,0,7958,3940,0,0,4243,0,5135,4522,3488,0,0,0,1665,0,0,0,0,0,0
13959,24013,0,11121,27569,0,0,0,20967,32071,37800,28543,29142,0,16022,0,11216,16582,18982,0,11013,11845,12866,20904,9581,0,34060,24398,0,33140,18440,14270
7922,10368,8971,0,0,0,0,0,8891,0,4026,0,0,0,16665,14895,0,11294,13400,9224,0,5874,0,4815,0,0,15189,2389,0,0,0,4763
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,0,0,0,0,0,0,0,0,2087,7746,0,0,0,0,2081,0,0,0,0,1856,0,3246,0,1709,4230,4612,5951,0,0,2778,0
0,3535,0,2459,2704,0,0,0,0,4865,0,0,0,3773,1638,0,0,0,0,7854,6420,5144,3454,0,2122,0,3905,0,2268,14410,0,0
2360,0,0,3361,3728,0,8795,4006,0,0,0,0,0,2732,0,0,0,4513,0,0,4538,2641,0,0,0,3779,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,24946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,16094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,0,0,0,0,0,0,0,0,3256,0,3347,0,10053,0,0,7715,4172,0,13391,0,0,0,0,4753,0,4857,0,0,0,0,2234
3332,0,0,7331,3279,0,0,0,0,6402,15030,0,0,0,0,3190,0,2974,7118,0,14312,9123,6369,0,0,2861,0,15321,0,12704,0,9259
18194,0,0,4700,23287,16274,24477,6226,7275,0,18975,0,0,0,6780,0,11796,0,0,0,0,0,12198,0,0,14276,0,5674,0,15400,4726,0
0,0,0,16412,0,0,20492,0,0,0,0,0,0,0,0,0,0,0,17372,0,11158,0,6512,0,0,0,0,0,0,6784,6170,0
11021,0,0,0,0,0,7148,0,0,0,0,0,0,0,29780,0,0,0,0,0,5756,0,0,0,0,0,0,0,0,0,0,15350
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5582,0,0
9086,0,0,0,0,0,0,0,1739,0,6248,6462,0,0,0,0,0,0,0,6904,0,2446,2902,0,0,0,0,0,0,0,0,0
13016,0,0,4890,4903,0,21301,0,1751,3606,0,0,0,0,0,3060,4715,0,9244,0,11816,7427,11085,2730,0,4870,0,1018,0,0,2046,0
0,0,0,0,6351,4424,0,0,0,7523,13722,2035,11087,19333,0,8455,0,6500,2191,0,0,0,0,0,0,0,0,0,4339,3810,4336,13109
0,1179,4761,0,0,0,0,0,0,0,0,0,8079,3965,0,4051,0,2649,0,0,0,0,3638,3140,4613,0,6867,0,0,0,9105,2698
0,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7925,0,3174,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5512,0,0,0,0,0,0,0,0,0,0,0,3928,0,0,0,0,0,0,5823,0,3007,0,0,0,5210,0,3455,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3993,0,0,0,0,0,0,0,0,4619,0,0,0
0,0,0,0,0,0,0,0,0,0,1323,0,0,0,0,0,0,0,0,0,0,1329,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,0,0,1279
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23337,0,0,0,10391,0,32512,0,0,0,0,0,0,0,14614,0,5566
0,0,0,0,0,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,2965,0,2424,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2102,0,0,0,3148,0,0
8417,10306,0,0,0,11273,56114,0,0,0,0,0,0,0,3291,0,0,0,1243,6207,0,0,5895,0,0,28744,0,0,17497,13247,0,7464
0,0,8958,0,0,31280,0,0,0,0,30019,0,23691,13450,6117,0,51349,0,0,0,29451,26543,7251,0,0,1791,0,0,0,0,0,52364
0,0,1884,1674,0,0,0,0,0,12201,0,0,0,0,0,8455,10227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46657,34407,15703,63133,65482,6611,3104,37607,6749,7266,11351,6843,0,0,0,28643,0,6412,95273,0,29562,0,40867,0,59249,28413,11005,16223,0,58055,13547,17670
0,0,0,0,2227,0,10323,0,8076,0,43404,11552,11476,0,0,0,2473,0,4756,0,0,0,15193,0,0,4015,0,0,0,0,0,0
0,0,0,0,7471,0,21107,0,0,0,0,0,0,0,19792,0,847,0,0,0,2409,0,0,0,0,0,0,9804,0,0,2424,0
0,0,9808,0,0,0,0,0,0,2831,0,0,0,0,0,0,0,8398,0,0,0,9197,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2058,0,7348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11714,0,0,2425,17949,0,0,0,0
0,0,49766,15885,0,0,0,15388,0,0,60670,0,43340,0,0,0,0,6166,0,0,0,0,0,0,0,0,0,0,0,16524,0,6608
0,0,0,0,0,0,12242,0,0,1838,0,0,6732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6523,0,0,0,0,8486,0,0,0,0,0,12435,0,0,4245,0,0,0,0,0,0,0,0,9144,0,0,0,7259,0,6560,10851
0,5129,0,0,0,10625,7591,0,0,0,0,0,15427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19775,0,0,4245,0,0,14440,0,0,0,18608,3765,0,0,0,4730,0,6815,0,0,5420,22040,7377,0,0,3862,0,0,0,5706,0,4810
0,10334,0,0,0,0,1589,0,0,0,0,0,6971,0,0,0,0,0,0,0,0,0,0,0,0,3528,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3137,0,0,0,0,0,0,0,0,0,0,0,2488,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,0,1147,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528,0
4116,7581,0,0,0,0,0,0,0,2056,0,0,0,0,0,2208,0,0,0,0,0,0,1931,0,0,0,0,0,0,2662,2309,0
0,5397,0,0,0,9065,10077,0,0,0,0,0,20780,0,0,0,0,0,0,0,0,0,0,0,2252,0,0,0,0,0,0,8913
0,0,2961,0,0,1855,0,0,0,0,2620,0,4592,0,0,0,0,0,0,0,0,0,4302,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,0,0,0,0,0,1828,0,0,0,0,1690,0,0,0,0,0
2370,1955,0,0,6605,0,2918,0,9844,0,2138,11098,0,0,4601,1519,0,4723,2680,4108,14833,0,4799,3941,0,0,0,0,0,0,0,0
12306,2766,4978,4079,0,9915,10337,0,10006,3649,16870,0,2993,12301,9918,11054,10637,4180,4314,12955,19748,6611,5902,0,6889,8588,0,6706,0,3328,4545,3674
0,0,0,4842,2063,6793,0,0,0,2337,0,5540,0,6022,0,3523,0,0,2544,0,0,3471,8818,0,0,5976,0,0,0,0,0,2728
