581.T4_BD7_01_33212,600.T4_BF1_01_33358,577.T4_BD4_01_33209,592.T4_BE5_01_33349,570.T4_BC9_01_33201,571.T4_BC10_01_33202,580.T4_BD6_01_33211,598.T4_BE10_01_33354,586.T4_BD12_01_33217,588.T4_BE1_01_33345,572.T4_BC11_01_33203,602.T4_BF3_01_33360,574.T4_BD1_01_33206,573.T4_BC12_01_33204,578.T4_BD5_01_33210,590.T4_BE3_01_33347,575.T4_BD2_01_33207,589.T4_BE2_01_33346,596.T4_BE9_01_33353,593.T4_BE6_01_33350,595.T4_BE8_01_33352,599.T4_BE12_01_33356,576.T4_BD3_01_33208,603.T4_BF4_01_33361,591.T4_BE4_01_33348,585.T4_BD11_01_33216,584.T4_BD10_01_33215,601.T4_BF2_01_33359,597.T4_BE11_01_33355,583.T4_BD9_01_33214,582.T4_BD8_01_33213,594.T4_BE7_01_33351
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,192073,0,198907,0,288203,37429,105229,0,0,0,12301,0,0,0,0,9121,162468,0,0,0,0,57524,0,135617,97344,0,0,0,0,0,0
853423,0,168265,309760,362063,244695,330682,494487,231407,373285,593510,306789,120912,172440,296780,59314,695612,551677,196356,730629,294034,627407,260688,305841,569055,277304,163355,232203,476589,400975,188728,696138
0,0,0,0,0,10005,0,0,0,0,28212,108315,49207,0,44623,0,0,0,0,0,0,0,0,0,0,0,0,53734,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,98621,32323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124686,0,44818,0,48101,43355,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47668,0,0,0,0
47934,0,0,0,0,0,13043,0,13697,0,0,0,0,0,0,0,23992,0,0,0,0,30187,0,19836,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15951,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,58851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49859,0,34569
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87936,0,0,0,0,0,69174
0,0,0,231532,0,265063,0,0,223159,0,0,0,135431,136931,0,286175,0,0,0,0,217777,0,0,0,0,0,171295,167254,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69795,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,60840,0,62843,0,0,0,0,0,0,0,0,0,0,0,47506,0,0,0,56234,0,0,0
0,0,0,0,0,0,0,0,0,142191,0,0,0,0,0,0,0,0,60725,0,0,0,0,0,0,0,94847,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7819,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7499,0,0,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5064,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5278,0,0,0
0,2478,0,0,0,0,0,0,0,9411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17424,0,0,0,0,0,4884,8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4312,0,0,0
0,12470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,18963,0,9941,0,15682,0,0,0,0,0,0,0,0,0,0,0,0,0,19402,0,0,0,32924,0,0,0,48828,0
0,0,0,0,0,0,0,0,0,4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,0
8023,6968,8834,12276,5437,8636,2445,7878,11547,15711,11138,10161,11934,9546,8527,11842,7299,12854,6407,4988,8012,4233,5281,8521,10268,3161,4475,3671,13111,6409,6079,11448
3217,0,0,0,2151,0,0,0,0,0,0,0,0,0,2472,0,0,0,0,0,0,0,0,0,0,0,7698,0,0,0,1933,0
0,6864,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,19623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2151,0,0,0,0,0,0,0,2871,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7420,4300,0,11363,4623,3817,0,7849,0,16382,0,3117,9070,0,0,6769,0,0,6258,16075,0,9048,10623,5947,6431,0,0,11157,9202,0,2994,4885
0,0,0,2818,0,2907,0,0,0,5131,0,0,0,0,0,0,0,0,0,2524,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,0,0,0,1198,0,0,0,0,0,0,0,0,0,0,1880,0
0,14711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7117,4733,0,0,0,3416,18495,6929,5624,0,0,0,12384,0,0,0,0,4040,0,0,0,0,0,0,0,18680,0,7464,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5073,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7363,0,0,0,0,0,0,0,0,0,0,0,0,15545,0,0,0,2283,0,0,0,0,11694
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3490,0,0,0,0,0,0,0,0,3213,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434,0
0,0,0,0,0,0,0,0,0,3380,2045,0,5060,6722,0,6634,0,0,0,0,0,0,0,3514,2704,0,0,0,6328,0,5776,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3081,0,9685,0,0,6262,3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12957,3514,0,0,0,0,0,10574,0,16193,15182,0,0,8690,0,0,0,0,0,0,0,3314,0,0,0,0,0,1733,8895,2939
3311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352,0,0,0,0,0,0,0,0,0,0,0,0
0,17732,0,0,0,2517,0,0,0,0,0,0,0,0,0,1987,1588,5167,0,9707,0,0,0,0,2837,0,0,0,0,2419,0,1426
0,0,0,7881,16280,6393,0,0,0,0,8578,0,0,0,0,0,6905,0,0,6920,4755,0,4455,5537,2955,0,0,6071,0,0,0,0
27227,24539,0,0,0,32824,0,0,0,5131,0,0,0,0,0,0,34926,43163,8135,20289,0,0,0,0,29762,23748,15538,0,0,0,0,45225
4151,0,0,0,0,6256,2529,0,5180,32692,8232,0,6590,13167,0,16424,0,0,0,0,0,0,0,5423,4552,0,0,0,6788,3197,7576,9110
0,8574,0,0,0,0,0,0,0,0,0,7865,7946,0,0,0,0,0,4102,0,6997,6781,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7079,0,0,0,5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,46562,37377,14034,18092,0,0,26074,46063,35553,138170,50255,27341,80833,82301,0,6365,0,14415,23112,6041,8725,110530,0,0,10839,0,38014,10064,114785,15720
0,0,0,0,0,0,0,0,0,0,2355,0,0,0,0,4764,2043,4359,0,0,0,6547,10065,0,0,0,0,0,0,8469,0,0
0,0,2791,4823,0,0,0,0,0,44882,9326,16504,16989,2642,4366,25575,0,0,0,0,0,0,0,14094,0,0,0,0,3493,0,14042,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2043,0,3364,0,0,0,0,0,0,0,0,0,0,0,3608,0,0,0,0,0,0,0,0
0,0,9661,4513,0,0,0,0,0,4845,6342,0,0,0,1699,0,0,0,0,0,2389,0,0,3035,0,0,0,0,2181,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6678
12015,24545,1292,6172,4404,9254,9822,21758,10395,7390,15826,3201,0,4450,7922,0,18948,6306,15025,9067,5655,15746,7798,6855,6936,7285,11347,10684,10749,24837,5633,16900
3628,6425,3898,11137,12598,0,0,9606,0,9637,10576,10188,5234,7107,0,3671,2961,11757,0,16177,4978,3963,19811,5283,0,0,9729,13241,11189,0,7734,48126
0,0,0,0,0,53598,13527,0,0,0,0,0,0,0,0,0,0,0,3808,0,0,0,0,0,19123,18583,0,0,0,0,0,13743
0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0
0,0,0,3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1909,0,0,0,0,0,0,0,3400,0,0,3351,0,0,0,4076,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61327,11835,0,0,0,0,37393
0,0,0,0,0,0,2437,0,1696,0,0,0,0,0,0,0,0,0,0,8499,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075,0,0,0,0,0,0,2034,0
0,0,0,0,0,0,0,0,0,0,0,0,6266,0,4072,0,3578,3675,0,0,0,3840,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0
11235,0,0,0,4647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20794,0,0,0,0,0
3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,3339,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9210,0,0,0,0,0,0,0,0,0,8407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3622,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5715,0,0,0,0,2738,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5694,0,0,0,0,0,0,0,0,2435,0,0,0,0,10120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52709,0,0,0,0,0,0,0,0,0,0,0,0,0,7819,0,20203,0,0,0,0,0,0,0,0,8698,0,0,3235,0,0,5457
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6557,0,0,0,0,0,0,0,0,0,4640,0,0,0,0,0,0,0
0,0,0,0,0,40858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29699,0,0,0,0,0
5097,0,0,0,0,10964,0,0,0,0,0,0,0,0,0,0,0,4814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5274,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,3906,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5822,0,0,0,0,0,0,0,0,0,0,0,0,0,4558,0,0
0,0,0,0,0,0,0,0,0,11562,11458,0,0,0,0,0,0,0,0,4726,4380,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414,0,0,0,0,0,0,0,2681,0,0
0,0,0,0,0,0,2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2497,0,0,0,0,0,0,0,0,0,0,0,2358,0,2748,0,1744,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13377,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83921,0,0,0,0,0,0,49186,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22827,0,0,0,0,0,0,46523,59908,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26372,0,0,0
0,0,0,5629,0,0,0,0,0,18510,10900,8283,10139,2430,7994,24067,0,0,0,0,2552,0,0,17786,0,0,0,0,10999,6240,19367,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5310,2035,0,0,2394,2972,3401,0,0,0,0,0,0,0,3168,0,10899,2280,0,0,2732,6631,1907,935,2476,4741,0,0,0,7215,0,3118
0,11031,4330,2229,6875,7071,3830,18037,9510,0,5098,6217,9745,6970,7114,0,4766,3254,2351,3261,0,14814,0,6186,0,6750,8847,6914,11601,17580,2447,9213
3236,0,0,0,0,0,3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330,3980,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6874,0,0,0,0
13452,0,0,10852,19464,23823,4021,0,5309,35153,21893,0,14973,15412,12273,24806,13925,0,0,31255,25541,10849,0,0,16428,3021,10837,7853,0,14743,4224,0
0,13738,14900,0,0,16763,2971,0,9872,16401,7706,5493,11542,0,0,17285,0,9012,0,3906,0,9256,0,0,0,0,0,6755,6224,4545,6862,5433
4362,0,0,0,6028,0,0,0,5378,0,0,0,0,9206,0,0,0,0,0,0,0,5804,0,0,0,0,0,0,0,0,8509,0
0,16579,0,6534,0,0,0,7201,0,0,7169,7512,0,0,0,0,0,8105,0,0,0,0,0,4819,0,0,0,0,14880,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3580,0,6710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4619,0
0,0,0,4341,0,0,0,0,0,0,0,0,0,0,0,0,0,9575,0,4435,0,0,0,0,3116,0,0,0,0,0,0,0
0,0,2559,0,0,0,0,0,0,0,0,3455,0,0,0,0,0,0,0,0,0,0,0,1685,0,0,0,0,1962,0,0,2429
0,0,0,0,0,6536,4343,0,2369,4001,7614,7541,2984,0,7464,0,0,3738,4763,0,7905,0,0,5516,0,5124,0,5499,0,1344,6224,6779
20584,0,11991,6230,10824,6910,12739,11973,8531,4542,6822,19209,13866,12671,17881,7266,10979,4077,9539,8987,5092,7049,4047,9798,7913,11574,22710,12751,29226,45917,6306,8637
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11260,0,28292,0,0,0,0,0,0,2172
0,31036,0,0,0,0,0,0,0,7029,0,0,0,0,0,0,31612,0,0,0,0,30540,0,0,0,0,0,0,0,0,0,0
62371,81388,38787,14638,46353,16599,23514,37779,65552,199927,25320,45852,51921,33710,47783,146724,114263,49717,22244,39540,6534,44900,3379,75573,44607,12145,9465,29283,79413,64313,74293,29365
0,0,0,0,0,32789,0,4329,13229,0,0,3973,0,0,3250,0,0,5934,0,5099,34347,15877,0,0,3693,0,0,8064,0,0,0,0
0,0,0,0,0,0,5956,0,0,2502,2284,0,0,6636,18306,0,9269,6124,0,0,0,0,10612,4975,0,0,0,0,0,0,0,3041
0,0,0,0,0,0,0,4070,0,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9103,0,0,0
0,0,0,0,0,0,0,0,0,8999,0,4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4606,0
0,0,0,0,0,0,0,0,0,1457,0,0,0,0,0,2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,0,0,0,0,0,0,0,0
0,6141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503,0,0,0,0,0,0,4843,0
5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,0,0,0,0,0,0,0,0,70103,0,0,0,0,0,13929,0,0,0,0,0,0,0,0,0,0,0,5453,0,0,0,0
0,0,0,0,0,0,0,0,0,14252,0,0,0,0,0,0,0,24609,0,0,0,0,0,0,0,0,0,17295,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,0,0,0,0,0,0,0,0,2416,0,0,0,0,0,0,0,4319,0,0,0,1445,5170,0,2212,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6144,0,0,0,0,0,0,7501,0,0,0,0,0,6902,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9255,0,0,0,0,0,0,11790,0,0,3446,0,0,4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863,0
25799,53562,15279,25547,25135,12218,0,16242,26677,29309,14205,30703,24312,13088,18508,0,15531,24506,14973,21031,0,0,0,0,0,0,0,18871,16135,21381,31428,0
0,11428,0,0,0,0,0,6575,0,4343,3529,15694,0,0,0,36686,0,3701,0,0,0,8268,0,2558,0,0,0,0,9982,0,4107,17056
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5503,4803,0,0,0,0,0,0,6187,3480,0,0,0,0,2353,0,2855,0,0,0,0,0,0,0,0,2572,0,2929,0,0,0
0,0,0,0,4473,0,0,0,0,2139,0,0,0,0,0,0,0,0,0,2431,0,3013,0,3845,0,0,0,0,0,3953,0,0
0,0,0,0,2545,0,3425,0,0,0,0,0,3012,0,0,0,0,0,0,3788,3096,4119,0,0,0,0,0,5989,3813,0,0,0
3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482,0,2608,0
0,0,0,0,0,0,0,0,0,1785,0,0,0,0,0,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1626,0,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14220,0,0,0,0,0,0,0,0,1723
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,23145,0,0,0,0,0,13512,0,0,0,16308,0,0,0,0,0,0,0,0,0,23881,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2167,13390,0,2717,0,0,0,16008,3151,5048,15475,12569,0,0,0,0,0,7340,0,0,0,0,0,0,4924,0,0
13274,0,0,0,0,0,0,2090,8105,0,3416,0,0,0,0,0,0,3642,3080,2725,4976,11546,2574,0,0,0,7392,0,0,0,2460,0
0,0,5044,1590,7264,14376,0,7022,0,5058,0,0,0,0,0,0,0,0,24110,8201,3832,0,44060,0,0,0,30839,0,0,0,0,0
0,0,0,7371,0,0,0,10751,0,0,0,0,0,0,0,0,0,4305,0,8043,0,0,0,0,0,0,0,6719,0,0,0,11089
0,0,12100,0,0,8365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5186,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4184,0,0,0,0,0,0,0,0,0,0,6428
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10878,0,0,5228,2046,0,0,0,0,0,0,0,3021,0,0,0,0,0,0,2152,0
13509,0,2242,0,10116,2394,0,0,0,9297,8442,8439,17990,5536,0,9337,6241,0,4517,8237,6460,0,0,0,0,0,0,9605,6896,0,4068,0
0,15439,14471,16952,0,0,0,0,11806,23067,0,3000,0,0,0,3990,0,0,0,0,0,2620,0,12249,4800,0,0,0,2745,5286,0,9172
7223,0,0,6982,4663,0,0,0,0,0,3325,0,4215,4143,0,0,12392,4445,0,4654,0,0,4345,0,9943,0,0,0,0,3561,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4407,0,0,6053,0,3544,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748,0,0,0,0,0,0,0,0,4575,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,5404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,0,0,0,0,0,0,0,0,2087,0,0,0,0,0,0,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13327,0,0,0,0,0,0,0,0,0,4801,0,0,0,0,0,0,0,0,0,0,4148,0,0,0,0,0,4474,0,0,38513,0
0,0,0,0,0,0,0,0,0,5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8109,0,0,8416,11159,0,5825,0,9577,0,0,18464,3658,25605,0,4496,0,8840,0,13760,2537,12153,14322,0,0,13730,4810,3420,0,0,0,78678
