581.T4_BD7_01_33212,600.T4_BF1_01_33358,577.T4_BD4_01_33209,592.T4_BE5_01_33349,570.T4_BC9_01_33201,571.T4_BC10_01_33202,580.T4_BD6_01_33211,598.T4_BE10_01_33354,586.T4_BD12_01_33217,588.T4_BE1_01_33345,572.T4_BC11_01_33203,602.T4_BF3_01_33360,574.T4_BD1_01_33206,573.T4_BC12_01_33204,578.T4_BD5_01_33210,590.T4_BE3_01_33347,575.T4_BD2_01_33207,589.T4_BE2_01_33346,596.T4_BE9_01_33353,593.T4_BE6_01_33350,595.T4_BE8_01_33352,599.T4_BE12_01_33356,576.T4_BD3_01_33208,603.T4_BF4_01_33361,591.T4_BE4_01_33348,585.T4_BD11_01_33216,584.T4_BD10_01_33215,601.T4_BF2_01_33359,597.T4_BE11_01_33355,583.T4_BD9_01_33214,582.T4_BD8_01_33213,594.T4_BE7_01_33351
0,0,0,0,0,0,0,0,0,15065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5837,0,6158,12447,0,7422,0,3321,4948,22364,0,0,22185,8828,7693,16555,8465,6983,2663,0,5827,16854,5129,13236,2693,0,0,0,0,0,4292,13748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13696,0,10569,0,0,0,0,0,12015,0,0,0,0,11636,0,24539,0
0,0,0,0,0,0,0,0,0,5012,3321,0,0,0,0,0,0,0,0,0,3713,0,1403,0,0,0,2987,0,0,0,0,3366
0,0,0,0,0,0,0,0,0,16642,0,0,0,0,0,22653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,45079,0,22260,0,0,0,0,0,0,0,0,0,0,0,5896,0,0,12011,0,32592,14130,11119,0,0,0,0,77665
0,25993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22898,0,0,0,0,0,0,0,0,0,3804
0,0,0,0,0,0,0,0,0,8380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30552,0,0,0,0,30952,9012,0,0,0,0,0,0,0,0,0,8971,0,0,0,10411,0,0,0,7851,5744,0,0,0,0,0
11683,8726,0,0,0,0,0,0,0,15200,0,0,0,0,0,4960,0,0,0,0,0,10108,0,0,0,0,9265,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34847
0,73127,0,0,0,0,0,0,0,83485,0,0,0,0,0,54122,0,27881,0,0,0,0,0,59327,0,0,0,0,0,0,38403,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8119,5339,21703,0,0,0,0,25491,8238,6051,5505,0,0,7542,0,6921,5562,8570,6716,0,19336,7281,8553,0,23994,13109,0,0,6013,19231
0,0,0,0,0,0,0,0,0,0,5674,0,0,0,0,0,0,0,9763,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9818,0,0,0,9618,0,0,0,0,0,0,0,0,0,9620,0,0,0,0,0,0,0,0,0,0,20996,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7951,0,0,0,7136,0,0,0,0,0,0
7859,0,0,0,6761,0,0,0,5747,25877,15438,7005,8764,0,0,20897,0,0,0,0,0,0,0,0,0,0,12411,0,7661,7801,20655,0
0,0,0,10709,0,10453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22228,0,0,0,0,0,0,19539
0,19325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6482,0,0,0,0,3108,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0
30219,0,0,8259,22823,50456,0,47688,0,0,0,0,0,0,0,0,36295,16958,0,0,0,0,0,0,57832,0,0,52001,0,0,0,0
29841,66009,0,30342,0,0,0,0,0,0,8674,47607,0,0,0,10157,60573,0,83478,62772,17506,94736,88717,0,51541,0,0,0,0,25394,0,204191
0,0,0,0,0,0,0,0,0,8471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136846,157123,67288,56814,47953,143952,100200,128257,41524,0,34115,0,0,0,0,0,181701,69235,150933,110898,35063,263936,124568,9299,131356,12110,0,134716,74941,47391,33864,196202
2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151
95077,260473,40084,59389,34319,30356,42015,110475,47254,199885,68932,60249,51002,34427,51326,110641,73644,41709,0,73401,42374,97763,50933,65285,37535,0,0,49376,56183,42749,50457,131339
0,0,0,0,0,0,0,0,4653,0,0,0,0,0,0,0,0,0,17505,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7769,0,0,0,0,7672,0,0,0,7419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5769,0
9022,0,0,8215,9746,0,0,0,0,3573,0,8614,0,0,0,0,0,0,5177,0,0,10359,0,0,0,0,0,0,0,0,0,5249
8943,0,0,0,0,14863,0,14222,0,0,0,0,0,0,0,0,26216,0,6647,7790,0,11587,0,0,0,0,0,0,0,0,0,49449
0,0,0,0,10339,16222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8007,0,0,0,0,0,0,0
15626,0,27615,6330,19904,13110,0,16943,10459,88916,4720,46108,13905,0,0,66277,0,0,0,18524,19934,0,16740,46624,8165,0,0,0,7931,9491,57055,14486
12173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6288,0,0,0,0,0,0,2005,6167,0,0,1756,0,0,0,0,10248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46623,6313,0,0,0,0,0,6674,42177,0,4293,6824,0,0,0,0,8641,0,5400,4104,24726,7058,0,0,0,0,0,0,5771,7330,5178
0,0,0,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20286,0,0,0,0,0,0
77365,87292,16864,38061,67635,69982,27590,109523,9514,15690,31029,34313,0,0,0,0,124209,26624,95486,81187,22983,148440,97231,0,139837,0,0,66607,0,32315,0,199309
26342,0,0,8848,0,13144,0,14709,0,0,0,0,0,0,0,0,0,16719,17518,8019,0,6706,0,0,7377,0,0,0,0,0,0,13938
0,0,0,0,0,12267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7413,0,0,0,0,0,0,0,0,0,0
70943,14185,318910,71199,58691,49794,0,35346,97422,456462,108057,277448,133723,73959,97889,614491,18205,38840,0,76618,73124,55543,60362,329684,0,0,13883,0,64958,100376,439035,45192
0,0,0,0,0,0,0,0,0,11769,0,0,0,0,0,0,14504,0,0,0,0,0,0,0,0,0,0,0,0,0,7201,10463
9120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4647,0,0,0,0,0,0,0,0,0,0,0,6263,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75058,186155,8043,0,0,17584,0,96109,11448,39965,20891,8633,0,0,7366,12685,85223,74630,0,0,52715,151431,35476,0,0,0,3404,20783,0,0,0,115666
0,0,0,0,0,0,0,0,0,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18936,0,6471,34507,0,30726,27642,17478,5728,0,0,4119,0,0,2995,0,32916,16292,30995,30979,0,37830,0,9565,41224,0,0,19945,28458,0,4677,57459
5025,23319,0,0,0,0,0,0,18524,44461,0,0,18275,0,0,22801,0,9758,0,3062,0,0,0,29871,4078,0,0,0,0,0,8336,17379
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9083,0,63374,0,0,0,47361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10646,11050,6894,17099,0,0,7527,0,9438,26193,11896,5949,16651,10428,13611,12696,5665,0,0,17721,0,16880,9253,7968,1968,0,6824,0,6354,14309,11371,4036
0,0,0,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4730,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5680,0,0,0,0,0,0,0,12896,0,0,0,0,0,2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,20136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,0,0,0,0,0,10569,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5613,0,0,7110,0,0,0,0,0,0,0,0,4507,0
0,0,0,0,0,0,0,0,0,0,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11398,0,0,15068,0,14211,7001,0,0,10123,0,0,0,0,0,0,7015,9374,0,0,0,0,0,0,0,13333,0,10658,0,0,0,0
0,22602,0,0,0,5696,0,14631,0,4459,9883,0,0,0,0,0,23409,0,12148,0,9412,16070,0,0,15171,0,0,3437,0,0,0,15032
6291,59843,0,0,7054,0,4514,11433,0,24310,22520,0,16874,17184,2755,17100,5655,0,0,0,0,21144,0,0,0,0,0,0,21220,10953,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7273,0,0,0,28791,0,0,0,0,0,7150,0,0,0,7544,0,0,31156,0,0,0,11045,0,0,0,0,11919
0,0,0,0,0,0,0,0,0,13924,7315,0,0,0,0,0,8121,0,0,0,0,6642,0,0,3608,0,0,0,0,0,0,0
0,0,0,9944,0,0,0,0,0,0,5645,0,0,0,0,0,0,0,0,6397,0,0,0,0,0,0,0,0,6735,5379,0,0
0,6510,0,0,0,0,0,0,0,18289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7481,0,0,0
0,0,0,0,0,0,0,4095,0,23372,0,5564,0,0,0,11198,0,0,0,8810,0,11493,0,0,0,0,0,0,0,0,0,0
0,0,22517,25108,0,0,0,0,12123,43996,16147,44607,0,0,0,0,0,0,0,0,0,0,35591,0,0,0,0,0,0,0,0,26137
8803,11500,0,27652,28562,9728,8865,7081,39589,20709,23176,20432,24428,28184,20369,30036,11247,12053,6327,28538,11432,18018,0,18148,0,3471,8396,15310,25413,6836,18738,4827
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13278,16280,0,9250,4511,6529,2276,2995,12649,17829,8407,7697,5156,2501,10890,3623,6350,9172,2519,15317,5679,15448,5159,3871,3754,5447,15038,15288,3108,3030,6398,9873
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6705,0,0,7313,0,0,0,0,0,0,0,0,0,0,0,3448,2487,0,0,9847,0,0,0,0,0,0
0,0,0,0,2601,0,0,0,0,0,0,0,0,3877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29033,0,91102,0,29263,47714,0,0,48760,139907,54347,0,48438,33026,0,103671,10476,29828,0,0,31472,33238,80526,71389,0,0,18832,0,0,18866,0,45156
0,0,4254,27728,0,0,0,12226,0,0,1096,50701,13071,0,23616,13944,16604,0,5537,41257,12305,0,0,9290,21438,0,0,0,63856,0,105322,0
0,0,17394,0,0,0,0,0,0,106536,17742,0,21566,0,0,31039,0,9077,0,0,0,0,0,81157,0,0,0,0,9757,0,62329,18752
0,0,0,0,0,0,0,0,0,17533,0,0,0,0,0,18338,0,0,0,0,0,0,0,11123,0,0,0,0,0,0,9989,0
0,0,0,0,0,0,0,0,0,4281,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33519,0,0,0,0,0,0,0,31733,0,9095,0,6982,30263,5565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,0,0,0,0,0,0,0,0,0,4319,0,0,0,0,3441,0,0,0,0,0,0,0,0,0,0,0,0,1822,0,4260,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7883,2835,0,2598,0,0,0,0,0,0,0,3499,3959,0,0,0,0,0,0,0,0,1888,0
3816,39538,12780,5516,8715,7482,11327,14632,15684,68145,8350,12171,22118,0,8529,16350,3996,14852,0,0,5166,20328,12642,17110,0,14538,0,0,12075,7669,17256,8419
0,8713,0,0,0,0,0,0,0,5215,0,0,0,0,0,1675,0,0,0,0,0,10237,0,0,0,0,0,0,0,0,0,1477
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29017,26305,0,8549,18056,18842,17079,19388,26936,28566,16673,17932,17380,17459,16791,0,14186,20921,10619,12824,10431,32292,21162,21785,7540,30649,19776,8682,21719,15561,16651,19561
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47667,52134,19714,29295,38687,50138,37527,62758,17734,19679,27086,43638,17579,11433,19742,15518,73538,23985,53782,43321,18927,98135,56003,15143,77029,15534,17011,40265,22394,25211,17654,119613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18516,2217,0,0,0,0,14644,136687,7235,22399,15031,1882,6715,65842,0,4801,0,0,8286,0,0,70227,0,0,0,0,5762,0,37818,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2752,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8114,0,0,0,0,0,0,6741,0,6590,5301,0,0,6456,0,0,0,0,0,0,0,8737,0,0,0,0,0,0,13780,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3097
0,0,0,0,0,0,0,0,0,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10049,0,0,0,0,0,3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5153,0,0,0,0,0,0,0,8714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4897,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3958,0,0,0,0,2283,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,0,0
0,3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6070,0,0,0,8391,0,0,0,2186,0,0,0,0,0,0,0,0,0,5143,0,0,0,0,0,0,0,0
0,18426,3066,0,0,4224,0,0,0,1842,0,2121,0,0,0,0,0,2759,0,0,1573,0,0,0,0,0,0,5180,0,0,0,0
2350,21528,0,0,0,0,0,0,0,8551,0,0,7060,3402,0,0,0,0,0,0,0,4763,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10429,0,0,0,0,0,11949,0,0,0,0,0,0,0,0,0,0,0,28142,0,0,0,0,0,0,0,0,0,0
102118,0,39365,149796,63387,82455,76065,41679,49802,67992,61629,81365,21894,52660,21444,62300,89509,58827,25472,94649,71417,40626,120535,42835,89788,29537,46216,50894,88476,28659,18904,130656
41860,115796,44040,25561,45610,14318,16779,42621,71233,102054,82735,65919,45127,36261,52124,110806,27106,3953,6922,53401,22272,54589,20240,51757,15437,0,80487,42165,61604,37243,50933,30430
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33889,0,26392,0,15699,0,20677,16341,12667,0,0,0,0,22704,0,0,16373,20081,18216,23106,0,0,0,0,0,20201,0,0,21742
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4467,5277,0,0,1666,0,0,0,980,4069,0,0,0,0,0,0,2997,0,0,3762,0,2384,0,0,2002,0,0,0,5177,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22877,19508,51999,17421,14778,30861,3346,21197,29364,58082,25340,76320,43774,11468,28073,45905,18340,13221,14033,21403,17907,20790,31986,40263,20480,0,29958,6576,13896,16903,48401,35487
0,2191,0,4884,1827,0,990,0,4950,4789,0,3627,1723,2817,0,2244,3262,1840,2137,0,1104,0,0,3317,903,0,0,0,4227,2767,4176,0
0,1744,0,0,0,0,0,0,0,0,0,0,0,0,2564,0,0,0,0,0,0,1666,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13701,0,0,2600,0,11575,0,6315,11317,3867,0,0,0,0,0,2561,0,0,0,0,18410,3992,3218,0,14607,3778,0,0,3749,6268,0
9348,16550,0,4990,0,0,8596,0,12616,23897,0,0,0,0,7370,0,5497,8287,0,3073,0,15802,0,3619,0,0,10473,0,0,0,0,0
3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3425,0,0,0,0,4201,0,0,0,0,13715,4031,0,0,0,8301,5940,0,0,0,0
0,0,0,3161,0,0,0,6410,0,0,0,0,0,2053,0,0,0,0,0,0,0,0,0,0,0,8886,0,8388,0,0,5901,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262,0,0,0,0,2521,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1327,0,0,0,0,0,0,17700,0,0,0,0,0,15757,0,0,0,0,0,0,0,5073,0,0,0,0,0,0,3415,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4135,0,0,0,6528,0,2303,0,0,0,0,0,0,0,0,3391,0,5701,0,0,10442,0,0,0,0,0,0,0,0,0,10982
7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
