585.T0_RB3_01_33073,577.T0_RA8_01_33065,574.T0_RA5_01_33062,598.T0_RC3_01_33086,584.T0_RB2_01_33072,575.T0_RA6_01_33063,601.T0_RC6_01_33089,589.T0_RB6_01_33076,599.T0_RC4_01_33087,580.T0_RA10_01_33067,572.T0_RA3_01_33060,578.T0_RA9_01_33066,576.T0_RA7_01_33064,592.T0_RB9_01_33079,596.T0_RC1_01_33084,600.T0_RC5_01_33088,582.T0_RA12_01_33069,602.T0_RC7_01_33090,594.T0_RB11_01_33081,588.T0_RB5_01_33075,571.T0_RA2_01_33059,593.T0_RB10_01_33080,573.T0_RA4_01_33061,570.T0_RA1_01_33057,581.T0_RA11_01_33068,586.T0_RB4_01_33074,597.T0_RC2_01_33085,590.T0_RB7_01_33077,583.T0_RB1_01_33071,595.T0_RB12_01_33082,603.T0_RC8_01_33091,591.T0_RB8_01_33078
6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17128,0,0,0,0,0,0
0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,163176,104745,0,0,0,0,0,0,0,84600,33670,0,0,67386,0,0,0,0,0,0,0,0,0,0,21426,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10617,0,0,0,0,0,0,0,0,0,0,5360,0,0,0,0,2565,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2060,0,2575,0,1569,0,0,0,0,0,0,0,2713,0,0,1714,0,0,4387,0,3803,0,2214,1758,2048,2862,0,1929,0,0,0
0,3584,0,5369,0,3244,0,4044,4016,0,6549,4921,1920,0,2670,2394,0,0,0,0,15083,0,2496,7003,4751,0,9624,0,0,2376,0,0
0,0,0,0,0,0,0,0,0,0,0,3925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,0,2164,0
0,0,0,4525,0,0,0,1940,0,0,4008,0,0,0,0,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4593,0,0,0,0,0,0,4780,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19564,0,0,0,0,0,0,0,0,0,0,0
0,20154,6539,8808,4834,0,18853,22535,0,16941,12365,21426,4627,16232,27488,5728,8844,16673,16653,25765,16557,24381,0,0,28104,0,7406,0,4612,3717,25183,0
0,0,0,0,4308,0,0,0,0,0,0,0,0,0,0,0,4989,2678,0,0,0,0,0,0,0,0,13002,0,0,0,0,3557
0,0,0,0,0,0,0,0,0,0,0,3754,0,0,0,0,0,5172,0,0,19534,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650,0,0,0,4641,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8354,0,0,3557,0,15375,0,0,17065,0,3143,5126,0,0,0,0,5417,0,6004,0,0,5991,0,5456,0,3537,0,5862,0
0,0,0,2089,1858,0,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,0,0,1595,0,2043,2836,2010,0,3544
0,15174,8187,0,0,9445,0,0,0,8351,21475,0,4128,0,0,0,6652,0,0,6767,12516,3236,14085,0,6627,7008,0,0,0,0,5888,6769
4105,0,7762,4525,3295,7107,0,5853,5458,0,0,0,6390,5000,5617,8891,5353,5179,9700,12138,34962,11274,7710,0,11069,5529,6109,10959,5097,10118,4758,5368
2900,0,0,0,0,0,0,0,0,0,0,0,0,0,3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50606,0,76950,0,14019,0,0,0,0,14001,0,0,9632,0,0,0,0,0,0,11717,0,0,0,0,0,0,0,0,0,55142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3998,31452,10469,32043,7171,0,0,46758,22899,26497,30796,3012,14059,2303,19966,46865,18406,8633,40705,0,72840,9193,0,13433,24644,0,4409,22047,8175,19921,31483
0,0,11700,0,12254,1385,0,7113,0,0,0,0,4322,0,0,4735,0,2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15259,18723,0,0,0,0,10351,19385,1280,0,13935,0,0,0,18571,0,0,0,0,3627,6119,0,0,0,0,13051,0,0,12114,3762,3482,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30036,0,0,0,0,0,37847,20684,1207,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,0,0,0,17603,0,1792,0,0,0,2363,0,0,0,2300,0
0,5431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7533,0,0,0,0,0,0,0,0,0,0,0
0,28658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12259,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45023,2361,0,18598,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25488,0,0,0,0,0,0,0,0,0,0,0
0,0,0,17935,0,0,0,0,42456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26953,0,0,0,0,0,0,0
0,0,4856,0,0,0,0,0,0,0,0,4844,0,5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28909,0,0,10156,16126,5214,0,0,0,16626,21500,15247,7982,0,0,0,0,0,33889,19781,17561,0,6063,0,10698,0,0,0,0,0,0
0,0,6934,0,0,0,10240,7183,0,0,0,0,0,0,6892,0,0,2500,9560,2498,2299,0,0,0,6043,0,7867,9130,9018,10412,3169,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8421,0,0,0,0,0,0,0,4404,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6364,0,0,0,0,0,3450
0,6115,0,0,0,0,0,0,0,0,0,0,0,0,10136,0,0,0,2499,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010
0,0,0,4533,0,0,0,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,0,0,1426,0,0,1249,0,0,0,2607,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23933,0,0,0,0,0,0,0,0,0,0,0,16461,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1964,0,0,0,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14937,0,16271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5273,0,0,0,0,0,4870,0,0,0,0,5417,0,0,0,0,0,4397,0,0,0,0,0,0
0,5402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5215,0,0,0,3586,0,0,0
23094,0,0,22346,17591,0,0,0,11256,0,8116,0,0,0,13267,0,0,0,0,0,3167,0,7350,0,0,5559,30039,0,9153,0,0,0
0,13314,0,0,0,0,0,0,4095,2910,1748,3322,0,0,0,0,0,0,2456,4091,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6665,5732,0,0,21570,0,0,0,0,1121,0,4698,0,6800,0,0,0,7788,0,0,9114,0,0,0,12949,0,2873,0,10014,0
0,0,0,0,0,18677,10370,0,8025,0,0,6080,0,10919,0,0,0,0,0,0,0,0,0,0,0,13413,0,15546,19579,0,0,0
0,12118,0,0,0,3107,0,0,5356,0,0,12850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4173,0,0,0,0,0,0,0,0,6152,0,0,0,2239,0,0,0,0,0,0,0,0,0
0,0,0,9802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7477,4034,0,8783,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16965,0,0,0,0,0,0,0,0,0,0,0,9095,0,0,0,0,0,0,0,0,0,0,1847,0,0,0,0,0,0
0,0,0,9656,0,0,0,6961,0,13657,7029,0,5222,0,0,0,2795,0,6994,15232,0,7320,0,0,0,0,0,18336,1817,4885,0,0
0,18404,13101,4025,0,6965,0,4950,0,4786,0,6739,0,8044,0,2584,7252,3134,8599,0,15820,0,2236,0,22124,9431,4473,0,6797,0,18055,9236
0,2721,0,0,0,0,0,1671,0,2037,0,0,0,0,0,0,1331,0,3001,0,0,0,0,0,0,0,0,0,0,0,3497,0
0,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369,0,3572,0,0,0,0,0
0,0,0,0,0,0,10404,0,5234,0,4249,0,0,0,9602,0,0,0,0,0,0,10837,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674,0,0,2683,2009,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,0,0,0,0,0,0,0,5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,0,0,0,0,0,0,0,16157,0,0,0,0,0,0,0,5498,0,2716,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2269,0,0,0,0,0,0,0,0,0,0,3486
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,50319,0,16802,0,0,2207,0,0,2329,6559,0,0,1822,26989,0,0,9988,0,0,13474,0,0,0,49352,15890,0,0,0,0
0,22002,0,8496,30488,45454,0,0,0,0,0,0,0,35161,0,55252,0,33957,0,0,12699,1827,0,0,22458,0,0,0,118993,20723,0,65731
0,0,0,29497,0,0,0,0,10734,0,0,2211,20336,0,0,0,0,9612,0,0,0,0,0,0,10473,10677,0,0,2398,0,0,0
39769,46814,44996,0,7476,0,44377,28210,43798,36663,45847,7284,0,0,27366,2965,0,0,53876,14235,4474,12336,53979,0,0,34172,16881,39402,0,2881,61307,5175
0,21864,0,0,0,0,0,0,0,0,0,30488,52992,0,0,0,0,0,0,0,0,3253,69677,0,0,0,0,5865,0,42452,0,18579
0,3384,9739,0,0,0,0,0,0,3241,0,0,3808,0,0,0,0,0,10442,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530,0,0,0,0,0,0,9724,0,0,9479,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643,0,0,0,0
0,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8890,25328,0,0,0,29592,7694,0,2291,0,0,44378,0,0,0,0,0,0,0,0,0,0,0,67207
0,0,0,0,0,0,0,0,0,0,5323,0,0,0,0,0,0,0,0,0,0,0,5664,0,1569,0,0,0,0,0,0,0
0,0,0,4646,0,0,0,4341,0,0,1227,0,0,0,3590,0,0,0,0,0,1996,7998,0,0,3627,0,0,0,0,0,8420,0
0,8225,24898,10494,0,3632,0,31711,10836,22097,24296,5605,13840,0,0,3177,9314,0,0,0,0,9457,0,0,0,0,8785,0,0,2380,0,0
0,30035,0,5213,0,0,0,0,0,5686,0,0,0,0,5009,5267,0,2913,9344,0,1828,11646,3116,0,8719,1801,0,0,0,0,5860,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7247,0,0,8429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6287,0,0,0,0,0,0,0,0,0,0,0,3861,0,0,0,0,0,0,0,0,4665,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12658,0,11606,0,0,0,0,0,15792,0,0,0,0,0,0,0,0,0
0,0,15619,0,0,0,0,0,0,0,0,0,8994,0,0,0,0,0,0,0,0,0,4223,0,0,0,0,9614,1989,0,16424,9370
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13031,7096,6636,0,0,0,0,0,0,5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5388,0,0,6898,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5498,0,6554,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,0,0,1280,1093,0,0,0,0,0,0,0,0,0,0,1131,0,0,1372,0,0,0,0,0,0,0,0,2004,0,1006,0,1567
0,0,0,0,0,1532,0,0,0,0,0,0,0,2172,0,0,0,2095,0,5630,0,0,0,0,0,0,0,0,0,0,0,0
0,27706,0,14366,10171,6430,0,17606,2323,22325,8134,3515,10051,0,5060,4560,8883,0,17243,0,0,9683,0,0,21449,0,7455,0,0,0,11631,4294
0,2110,0,0,1712,0,0,0,0,0,0,4958,0,0,0,0,0,0,0,5075,0,0,0,0,1954,0,0,0,0,0,1931,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4287,0,0,0,0,0,0,0,3123,0,0,7547,0,3248,4460,3866,0,0,0,0,1840,0,7291,0,0,0,0
2409,9336,11022,0,3964,0,6559,4389,0,0,2894,0,9148,0,5783,5170,18550,9691,3355,0,14844,0,8984,0,0,9601,6837,0,12030,0,3591,6649
0,4713,0,0,0,0,0,0,6812,2881,0,0,0,0,0,0,2729,0,0,0,3097,0,8400,0,0,0,0,0,3177,0,4598,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3397,0,0,0,0,0,0,0,0,0,0,8519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14375,35228,19778,56055,53517,44845,22768,28225,0,38406,17499,23392,14802,5715,64567,38204,65080,30507,53548,55775,32454,45679,0,51426,0,14974,51017,25057,24974,46837,20411
4723,50212,62314,33260,0,23869,12012,47477,28457,44807,90092,26313,44989,34860,41796,22449,26423,19764,30848,0,0,34368,46707,5863,56686,20038,11705,0,0,7025,29672,33535
0,0,0,0,0,0,0,2920,0,0,0,3418,0,0,0,0,0,0,0,2495,6649,0,3952,0,0,5902,2426,6371,0,0,3055,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15518,0,3629,0,0,0,0,0,0,0,0,0
0,0,0,0,6784,0,0,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15050,0,0,11539,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633,0,0,0,0,0,0,2617
0,14368,0,0,0,6737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6006,0,0,0,0,0,15993,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2282,0,0,0,0,0,0,0,0,0,0,0
0,5644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,0,0,0,0,0,0,0,0,0,0,1167,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,15925,0,7427,0,0,0,0,0,0,0,0,0,2634,0,0,0,0,0,0,0,0,0
0,0,2885,0,0,0,0,0,0,0,2657,0,0,10164,0,0,0,0,20868,2052,17696,0,5076,0,0,3084,6324,0,0,3204,0,2411
0,0,19118,10855,0,0,15328,0,0,0,1857,0,0,0,0,0,7204,0,3736,0,0,0,0,0,4158,0,14163,0,0,3304,0,0
11955,5444,14331,0,0,11290,18347,0,3048,0,12302,0,0,7255,4067,0,21085,12623,0,30232,20069,0,5012,0,20408,35361,4853,0,41312,0,55439,16483
9070,12684,18320,10261,0,0,0,11339,0,0,0,0,0,0,12317,10767,0,0,0,0,0,14079,0,0,0,0,0,0,0,0,0,0
23686,11301,0,0,0,0,0,0,0,0,0,0,0,3981,0,8418,13265,2817,10745,0,0,12555,0,0,0,0,0,0,0,11292,0,0
0,0,16684,15620,29956,11660,0,16064,0,10022,0,22904,2541,0,0,3847,0,26227,0,13304,14344,0,0,0,0,0,16523,0,3942,0,14940,24862
0,0,0,0,11544,18326,0,5106,11016,0,0,7528,0,0,17293,0,20553,0,7163,0,5728,19503,8369,0,0,0,18384,0,19657,2690,4635,0
0,0,0,0,19046,0,0,0,1820,0,0,2586,0,0,0,0,0,0,0,8332,0,0,10594,0,12893,0,0,0,0,7994,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11237,0,0,7264,0,0,0,0,0,4315,0,0,3258,0,0,0,0,0,0,0,0,0
0,23220,25203,0,16443,0,11132,0,0,0,0,0,0,0,0,0,0,2374,0,0,0,0,0,0,0,0,3645,16612,0,0,4748,0
0,0,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7055,0,0,0,0,8933,0,0,6714,19254,0,0,0,0,0,0,0,11397,0,0,0,0,0,0,0,3404,0
0,0,0,2508,2625,7184,0,0,9803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4438,0,0,34499,0,0,0,0,0,0,0,0,0,0,0,10885,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,26613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1602,0,0,0,0,0,0,0,0,0,0,0,29876,0,0,14572,0,6369,55349,0,0,0,16374,4560,0,0,0,0,0,0
0,0,0,0,15185,0,0,0,13851,0,0,0,0,0,0,11417,5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21597
0,0,0,0,0,0,0,0,0,0,0,0,4622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12481,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1870,0,0,0,3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4735,0,0,0,0
0,0,0,0,0,1876,0,0,0,5400,0,0,0,0,0,0,1710,0,0,0,0,0,0,0,0,0,0,0,2264,0,0,0
0,17764,11789,0,10736,0,19057,13744,0,0,10823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14658,2555,0,0,0
0,0,0,0,0,0,0,13151,0,0,0,0,0,0,0,16028,0,0,0,0,0,3936,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6961,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3923,0,0,0,0,0,0,0,0,0,0,0,4913,0,0,0,0
0,0,0,0,0,0,0,0,18167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028,0,0,37596,0,0,0,0,0,0,0,17496,0,0,12001,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,12360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14547,0,0,0,0,8824,0,0,0,0,0,0,0,0,24655,0,0,0,0,20627,16750,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,0,0,0,0,0,0,0,3413,2804
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,37891,0,0,0,0,0,0,0,0,0,0,0,25987,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5595,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534,0,0,0,0,0,3083,0,3819,0,0,21482,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8853
