Sample,α-Hyodeoxycholic acid methyl ester ,α-Hyodeoxycholic acid methyl ester .1,α-Hyodeoxycholic acid methyl ester .2,α-Hyodeoxycholic acid methyl ester .3,α-Hyodeoxycholic acid methyl ester .4,α-Hyodeoxycholic acid methyl ester .5,α-Hyodeoxycholic acid methyl ester .6,α-Hyodeoxycholic acid methyl ester .7,β-Hyodeoxycholic acid,β-Hyodeoxycholic acid.1,β-Hyodeoxycholic acid.2,β-Hyodeoxycholic acid.3,β-Hyodeoxycholic acid.4,β-Hyodeoxycholic acid.5,β-Hyodeoxycholic acid.6,β-Hyodeoxycholic acid.7,β-Hyodeoxycholic acid.8,β-Hyodeoxycholic acid.9,β-Hyodeoxycholic acid.10,β-Hyodeoxycholic acid.11,β-Hyodeoxycholic acid.12,β-Hyodeoxycholic acid.13,β-Hyodeoxycholic acid.14,β-Hyodeoxycholic acid.15,β-Hyodeoxycholic acid.16,β-Hyodeoxycholic acid.17,β-Hyodeoxycholic acid.18,β-Hyodeoxycholic acid.19,β-Hyodeoxycholic acid.20,β-Muricholic acid,β-Muricholic acid.1,β-Muricholic acid.2,β-Muricholic acid.3,β-Muricholic acid.4,β-Muricholic acid.5,β-Muricholic acid.6,β-Muricholic acid.7,β-Muricholic acid.8,β-Muricholic acid.9,β-Muricholic acid.10,β-Muricholic acid.11,β-Muricholic acid.12,β-Muricholic acid.13,β-Muricholic acid.14,γ-Muricholic acid,γ-Muricholic acid.1,γ-Muricholic acid.2,γ-Muricholic acid.3,γ-Muricholic acid.4,γ-Muricholic acid.5,γ-Muricholic acid.6,γ-Muricholic acid.7,γ-Muricholic acid.8,γ-Muricholic acid.9,γ-Muricholic acid.10,γ-Muricholic acid.11,γ-Muricholic acid.12,γ-Muricholic acid.13,γ-Muricholic acid.14,γ-Muricholic acid.15,γ-Muricholic acid.16,3β-Hydroxy-5-cholenoic acid,3β-Hydroxy-5-cholenoic acid.1,3β-Hydroxy-5-cholenoic acid.2,3β-Hydroxy-5-cholenoic acid.3,Chenodeoxycholic acid,Cholic acid,Cholic acid.1,Cholic acid.2,Cholic acid.3,Cholic acid.4,Cholic acid.5,Cholic acid.6,Cholic acid.7,Cholic acid.8,Cholic acid.9,Cholic acid.10,Cholic acid.11,Cholic acid methyl ester,Cholic acid methyl ester.1,Cholic acid methyl ester.2,Deoxycholic acid,Deoxycholic acid.1,Deoxycholic acid.2,12-Ketodeoxycholic acid (NIST14),12-Ketodeoxycholic acid (NIST14).1,12-Ketodeoxycholic acid (NIST14).2,12-Ketodeoxycholic acid (NIST14).3,12-Ketodeoxycholic acid (NIST14).4,12-Ketodeoxycholic acid (NIST14).5,3β-Hydroxy-5-cholenoic acid (NIST14),3β-Hydroxy-5-cholenoic acid (NIST14).1,3β-Hydroxy-5-cholenoic acid (NIST14).2,3β-Hydroxy-5-cholenoic acid (NIST14).3,3β-Hydroxy-5-cholenoic acid (NIST14).4,3β-Hydroxy-5-cholenoic acid (NIST14).5,3β-Hydroxy-5-cholenoic acid (NIST14).6,3β-Hydroxy-5-cholenoic acid (NIST14).7,Cholic acid (NIST14),Cholic acid (NIST14).1,Cholic acid (NIST14).2,Cholic acid (NIST14).3,Cholic acid (NIST14).4,Cholic acid (NIST14).5,Cholic acid (NIST14).6,Cholic acid (NIST14).7,Cholic acid (NIST14).8,Cholic acid (NIST14).9,Cholic acid (NIST14).10,Cholic acid (NIST14).11,Cholic acid (NIST14).12,Cholic acid (NIST14).13,Cholic acid (NIST14).14,Cholic acid (NIST14).15,Cholic acid (NIST14).16,Cholic acid (NIST14).17,Cholic acid (NIST14).18,Cholic acid (NIST14).19,Cholic acid (NIST14).20,Cholic acid (NIST14).21,Deoxycholic acid (NIST14),Deoxycholic acid (NIST14).1,Deoxycholic acid (NIST14).2,Deoxycholic acid (NIST14).3,Deoxycholic acid (NIST14).4,Deoxycholic acid (NIST14).5,Deoxycholic acid (NIST14).6,Deoxycholic acid (NIST14).7,Deoxycholic acid (NIST14).8,Deoxycholic acid (NIST14).9,Deoxycholic acid (NIST14).10,Deoxycholic acid (NIST14).11,Deoxycholic acid (NIST14).12,Lithocholic acid (NIST14),Tauroursodeoxycholic acid (NIST14),Tauroursodeoxycholic acid (NIST14).1,Tauroursodeoxycholic acid (NIST14).2,Ursodeoxycholic acid (NIST14),Taurocholic acid,Taurocholic acid.1,Taurocholic acid.2,Taurocholic acid.3,Taurocholic acid.4,Tauroursodeoxycholic acid,Ursocholic acid,Ursocholic acid.1,Ursocholic acid.2,Ursocholic acid.3,Ursocholic acid.4,Ursocholic acid.5,Ursocholic acid.6,Ursocholic acid.7,Ursodeoxycholic acid,Ursodeoxycholic acid.1,Ursodeoxycholic acid.2,Ursodeoxycholic acid.3,s_Pseudobutyrivibrio_ruminis,s_Parabacteroides_goldsteinii,s_Lactobacillus_reuteri,s_Lactobacillus_murinus,s_Lactobacillus_johnsonii,s_Lactobacillus_gasseri,s_Lactobacillus_animalis,s_Lachnospiraceae_bacterium_14-2,s_Akkermansia_muciniphila,s_Agathobacter_ruminis,s_Vibrio_sp._2521-89,s_Thermocrinis_minervae,s_Paenibacillus_sp._IHB_B_3084,s_Corynebacterium_uterequi,s_Borrelia_anserina,s_Bacteroides_vulgatus,s_Lactobacillus_amylolyticus,s_Lactobacillus_acidophilus,s_Candidatus_Arthromitus_sp._SFB-mouse-NL,s_Candidatus_Arthromitus_sp._SFB-mouse,s_Acetobacter_sp._SLV-7,s_Roseburia_inulinivorans,s_Faecalibaculum_rodentium,s_Entomoplasma_freundtii,s_Chlamydia_caviae,s_Bifidobacterium_pseudolongum
T5_570,0,0,170150,0,0,0,0,0,0,0,88809,0,0,0,0,68062,0,0,66496,0,0,0,0,0,0,0,0,14060,0,0,0,0,0,0,0,0,0,0,15856,0,0,0,16205,0,0,0,0,0,402370,0,112175,0,0,0,0,0,0,46584,0,0,0,0,0,5460,0,0,0,6249,0,0,0,0,0,0,118081,0,0,0,5280,0,0,0,0,0,47386,0,464774,0,95579,0,0,475567,0,10489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36906,0,0,24090,3276,0,0,0,0,33943,0,20334,0,397109,0,0,161410,0,0,0,0,5286,4507,15014,0,0,0,0,3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,2199,221,1148,978,58,67,8181,13,86,111,819,573,185,63900,274,353,263,399,31,261,24010,109,103,99410
T5_571,0,0,0,0,0,0,0,0,0,0,147257,0,0,0,0,32568,0,0,79972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930,0,0,0,0,0,0,0,0,0,0,0,0,5880,0,548299,0,108148,0,0,62473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53471,16585,12398,10377,0,0,0,19660,0,412652,0,0,0,0,932729,0,0,181850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0,0,113278,21873,0,0,0,525989,0,0,157303,0,0,91229,0,14739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,21,14421,476,1834,1072,119,110,4851,32,128,126,1058,705,182,43849,323,420,1026,1381,47,332,34980,114,154,217502
T5_572,0,0,0,0,0,0,0,0,0,0,0,0,0,8782,0,0,0,0,57709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207516,41328,0,39485,0,48894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137665,0,0,0,0,0,0,52457,0,0,132827,0,307968,0,0,0,0,376167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14979,17555,0,262019,0,0,0,0,0,0,0,0,0,12070,0,0,0,45457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7114,0,0,0,153,115,15827,200,1983,1216,63,122,13613,25,90,156,1418,936,147,54755,414,498,981,1129,80,319,152101,91,112,182809
T5_573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27764,0,0,0,0,0,61015,0,0,0,0,0,0,0,0,0,0,117574,0,0,0,0,0,37372,0,0,0,0,0,0,0,0,0,255058,0,59758,0,58452,0,26121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41792,0,0,0,0,0,20559,0,8438,0,0,0,23157,0,242794,0,0,0,0,214591,0,0,86772,0,23286,0,7630,0,0,0,0,0,0,0,0,0,5973,0,0,0,0,0,0,0,0,0,0,0,44786,11920,0,78737,0,279259,6192,0,0,0,0,0,0,4048,0,0,0,0,0,0,0,0,0,0,82123,0,0,0,0,0,0,0,0,0,0,0,24,51,61204,251,7940,3590,62,49,20925,14,75,116,847,835,158,118387,935,1337,1044,1397,34,161,134977,66,83,159523
T5_574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,0,0,24708,0,0,0,0,33106,0,0,0,0,0,35430,0,0,0,0,0,3144,0,0,0,0,0,21318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157834,0,0,0,18689,0,0,0,0,0,33365,0,66218,0,111751,0,0,238205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35520,3556,121896,0,0,62564,7346,0,0,0,0,0,0,8364,0,0,0,0,0,0,0,0,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,4736,288,1338,903,85,56,4154,5,73,85,832,1021,119,120711,262,333,743,1018,33,172,28361,47,88,213613
T5_575,0,31465,0,0,0,0,0,10307,0,0,0,0,0,0,0,0,0,0,30509,0,0,31600,0,0,0,0,0,0,0,0,0,0,26414,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,0,0,0,85512,0,48196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141839,0,0,0,39125,0,7093,0,0,0,22510,0,187495,0,0,0,0,208948,0,0,62663,0,0,0,0,0,0,0,0,0,0,7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43391,18412,148882,95391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,14042,350,2367,1420,98,35,4185,8,84,92,698,778,145,78536,392,444,415,581,20,143,71805,79,70,338702
T5_576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2879,0,0,15647,0,0,0,0,0,0,0,0,0,0,0,0,0,117255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194147,0,23086,0,25282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28567,2224,0,0,0,0,0,0,215895,0,0,0,0,0,0,0,25640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10244,0,0,0,109536,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,3876,0,0,0,0,0,0,0,0,0,0,0,27155,0,21,42,7895,385,1258,1017,141,91,3007,9,59,188,875,702,138,146952,285,414,1616,2194,53,255,20502,60,37,12033
T5_577,0,0,0,0,0,0,0,11108,0,0,10853,0,0,0,0,0,0,0,26550,0,0,0,0,0,0,0,0,0,0,0,0,0,214638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53187,0,26624,0,50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,0,0,43393,8787,2748,0,0,0,18677,0,254243,0,0,0,0,226107,0,0,20380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6367,0,118710,82163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19889,0,0,0,0,0,0,0,0,0,26857,0,40,17,2017,131,862,640,41,401,2637,46,99,137,1178,648,86,51957,262,315,1652,2163,89,385,6743,87,98,2935
