Sample,β-Hyodeoxycholic acid.7,γ-Muricholic acid.13,Chenodeoxycholic acid,Cholic acid.7,Cholic acid methyl ester,Cholic acid methyl ester.2,12-Ketodeoxycholic acid (NIST14).2,3β-Hydroxy-5-cholenoic acid (NIST14).1,3β-Hydroxy-5-cholenoic acid (NIST14).4,Cholic acid (NIST14).14,Cholic acid (NIST14).17,Cholic acid (NIST14).19,Lithocholic acid (NIST14),Tauroursodeoxycholic acid (NIST14).1,Taurocholic acid.1,Ursocholic acid.3,s_Pseudobutyrivibrio_ruminis,s_Parabacteroides_goldsteinii,s_Lactobacillus_reuteri,s_Lactobacillus_murinus,s_Lactobacillus_johnsonii,s_Lactobacillus_gasseri,s_Lactobacillus_animalis,s_Akkermansia_muciniphila,s_Paenibacillus_sp._IHB_B_3084,s_Corynebacterium_uterequi,s_Borrelia_anserina,s_Candidatus_Arthromitus_sp._SFB-mouse-NL,s_Candidatus_Arthromitus_sp._SFB-mouse,s_Entomoplasma_freundtii,s_Bifidobacterium_pseudolongum
T5_570,68062,46584,0,0,5280,0,464774,475567,0,36906,24090,0,5286,15014,0,0,26,39,2199,221,1148,978,58,8181,819,573,185,263,399,109,99410
T5_571,32568,0,0,0,16585,10377,412652,932729,181850,0,0,2145,14739,0,0,0,59,21,14421,476,1834,1072,119,4851,1058,705,182,1026,1381,114,217502
T5_572,0,0,0,0,0,0,307968,376167,0,0,0,0,12070,0,0,0,153,115,15827,200,1983,1216,63,13613,1418,936,147,981,1129,91,182809
T5_573,27764,0,0,0,20559,8438,242794,214591,86772,0,0,0,4048,0,0,0,24,51,61204,251,7940,3590,62,20925,847,835,158,1044,1397,66,159523
T5_574,0,0,0,0,18689,0,66218,238205,0,0,0,0,8364,0,0,0,33,39,4736,288,1338,903,85,4154,832,1021,119,743,1018,47,213613
T5_575,0,0,0,0,39125,7093,187495,208948,62663,0,0,0,0,0,0,0,20,34,14042,350,2367,1420,98,4185,698,778,145,415,581,79,338702
T5_576,2879,0,0,0,28567,0,215895,0,25640,0,0,0,0,0,0,0,21,42,7895,385,1258,1017,141,3007,875,702,138,1616,2194,60,12033
T5_577,0,0,0,0,43393,2748,254243,226107,20380,0,0,0,0,0,0,0,40,17,2017,131,862,640,41,2637,1178,648,86,1652,2163,87,2935
