Sample,β-Hyodeoxycholic acid.7,γ-Muricholic acid.13,Chenodeoxycholic acid,Cholic acid.7,Cholic acid methyl ester,Cholic acid methyl ester.2,12-Ketodeoxycholic acid (NIST14).2,3β-Hydroxy-5-cholenoic acid (NIST14).1,3β-Hydroxy-5-cholenoic acid (NIST14).4,Cholic acid (NIST14).14,Cholic acid (NIST14).17,Cholic acid (NIST14).19,Lithocholic acid (NIST14),Tauroursodeoxycholic acid (NIST14).1,Taurocholic acid.1,Ursocholic acid.3,s_Pseudobutyrivibrio_ruminis,s_Parabacteroides_goldsteinii,s_Lactobacillus_reuteri,s_Lactobacillus_murinus,s_Lactobacillus_johnsonii,s_Lactobacillus_gasseri,s_Lactobacillus_animalis,s_Akkermansia_muciniphila,s_Paenibacillus_sp._IHB_B_3084,s_Corynebacterium_uterequi,s_Borrelia_anserina,s_Candidatus_Arthromitus_sp._SFB-mouse-NL,s_Candidatus_Arthromitus_sp._SFB-mouse,s_Entomoplasma_freundtii,s_Bifidobacterium_pseudolongum
T5_578,101711,0,26887,0,94434,12782,455667,99467,0,0,15375,0,21212,0,0,0,13,93,5335,194,1306,930,66,3975,991,745,163,406,567,66,195005
T5_580,14031,0,3476,0,0,0,482999,401534,0,0,0,0,5546,0,0,0,115,97,112840,318,14540,4536,103,88167,1176,781,130,7,39,93,116132
T5_581,101495,0,19533,0,0,0,614008,741010,0,0,0,0,17213,24271,0,0,20,111,55887,576,5008,1925,213,24424,1129,699,130,20,51,61,29967
T5_582,0,0,0,0,178946,0,325966,318386,0,0,0,0,0,0,0,0,11,197,51127,338,3590,2065,87,44874,1427,720,201,779,936,135,56102
T5_583,0,0,0,0,35559,3447,295384,129176,90568,0,0,0,0,0,0,0,4,118,3723,124,1468,1115,43,99117,752,1021,175,739,867,122,17936
T5_584,0,0,0,51332,14499,2712,301893,131467,69872,0,37494,0,6435,0,0,137207,222,94,43792,299,3015,1607,91,6903,1766,687,179,7,18,121,128506
T5_585,0,0,0,0,0,0,311264,169875,0,0,9676,0,0,0,0,0,1214,35,36821,44,2936,1686,8,3526,7187,327,678,7,114,568,9123
T5_586,47177,0,0,35289,14758,0,312413,300681,31453,0,0,0,6585,0,0,0,12,56,75536,394,4134,1553,129,64129,638,859,89,656,893,56,285975
