Sample,β-Hyodeoxycholic acid.7,γ-Muricholic acid.13,Chenodeoxycholic acid,Cholic acid.7,Cholic acid methyl ester,Cholic acid methyl ester.2,12-Ketodeoxycholic acid (NIST14).2,3β-Hydroxy-5-cholenoic acid (NIST14).1,3β-Hydroxy-5-cholenoic acid (NIST14).4,Cholic acid (NIST14).14,Cholic acid (NIST14).17,Cholic acid (NIST14).19,Lithocholic acid (NIST14),Tauroursodeoxycholic acid (NIST14).1,Taurocholic acid.1,Ursocholic acid.3,Pseudobutyrivibrio_ruminis,Parabacteroides_goldsteinii,Lactobacillus_reuteri,Lactobacillus_murinus,Lactobacillus_johnsonii,Lactobacillus_gasseri,Lactobacillus_animalis,Akkermansia_muciniphila,Paenibacillus_sp._IHB_B_3084,Corynebacterium_uterequi,Borrelia_anserina,Candidatus_Arthromitus_sp._SFB-mouse-NL,Candidatus_Arthromitus_sp._SFB-mouse,Entomoplasma_freundtii,Bifidobacterium_pseudolongum
596_T2,-0.5571767268643839,-0.5571767268643839,-0.5571767268643839,-0.5571767268643839,-0.5571767268643839,-0.5571767268643839,5.145283135154126,5.2053352772452,-0.5571767268643839,-0.5571767268643839,3.08700587253873,1.3727139017885985,1.3152363220328604,-0.5571767268643839,2.23496866678763,-0.5571767268643839,-4.0488262237116395,-3.4509892229560197,3.3666498640830094,-2.685521380816448,1.6996978265879932,0.8674983909133749,-4.741973404271585,1.031730803275508,-0.8841186353165886,-0.464045455435107,-2.7831598503803647,-1.133515517468223,-0.7889829603552156,-3.4763070309403084,4.703086889888347
597_T2,-0.5654161608234674,-0.5654161608234674,-0.5654161608234674,1.7353964941893354,-0.5654161608234674,-0.5654161608234674,3.901141457769937,5.5414784507016615,2.4574414544157173,-0.5654161608234674,2.6359558809910664,-0.0779682732907121,1.4391158101000743,-0.5158645072320196,1.0632770577817299,4.700920355104987,-3.9892362767954896,-4.067707892236983,1.9139639646531164,-3.8486543261743,1.2957855472713034,0.6699216834142945,-4.915005752624188,0.10132756258670561,-1.2465719896705405,-1.5059031914549195,-2.8475404019910666,-0.9803829152788008,-0.7568669938243735,-3.6028193636580195,4.291293130192275
598_T2,-0.14650992759399006,2.694799301749348,1.9010283443013094,-0.14650992759399006,-0.14650992759399006,-0.14650992759399006,4.478076412931127,5.726482158497851,3.3316651431443796,5.572113656567861,2.3663566189430494,-0.14650992759399006,1.663482773714696,1.208632831539604,1.0587465504988032,2.430920961620582,-5.499451252313466,-3.4009615156629343,2.6094729036618736,-5.119961630608562,-0.31723564325466747,-0.9359046640949655,-5.984959068095166,3.188068768997037,-1.767291289841066,-0.6207369266594114,-3.3370127910626612,-5.0198781720515795,-5.425343280159743,-3.874745867748577,3.8061853133552512
599_T2,3.3244223971273033,1.580450488859519,0.5490927462499826,4.300361695400949,-0.8059018045730797,-0.8059018045730797,3.5827961235648162,5.07021244117712,2.310222226036104,4.185260230256933,2.076107129949359,-1.0395825658537445,0.20198543910553468,0.22006009756889267,1.4854318487034819,2.626042074801859,-1.6369051938360402,-5.0900623144289066,1.264133798200338,-6.2940351187548425,-0.8305564834309438,-1.2377893134065348,-0.8059018045730797,1.746062689601903,0.07714928670944587,-2.9707992785624002,-2.279154727886989,-6.2940351187548425,-4.37222252127859,-2.2495229302806186,2.1125802668801157
600_T2,3.5469032827092657,-0.6122422010916022,1.246636771944929,-0.6122422010916022,-0.6122422010916022,-0.6122422010916022,3.6496438475343966,4.807415897546953,3.5681926303858296,4.385853597467751,2.551173946523814,-0.509992849992126,0.49481836770608556,0.2250701661667751,1.7173067611448776,4.690303546135343,-7.031791487254143,-4.4217216945121365,2.4247368618444094,-2.44886691021337,-0.07486516426555578,-0.7164334857318071,-3.9590981725640226,2.8013272476151037,-2.527547219856011,-2.6522679827983797,-4.210412600844929,-2.259413382282144,-2.005282844001597,-4.615877708953093,3.77315738291014
601_T2,3.118846548057377,-0.6801752959963059,-0.6801752959963059,-0.6801752959963059,-0.6801752959963059,-0.6801752959963059,-0.6801752959963059,5.195308330742569,3.6220584596553476,2.1249430850900897,3.0682604790143957,-0.6801752959963059,1.4213511711038809,-0.6801752959963059,-0.6801752959963059,4.504075776686073,-3.6364857244766684,-4.249590197363077,3.2840932285988624,-3.3805523503394683,1.450596075112771,0.8045711243661371,-4.833538085958032,3.2064532170027262,-1.1779658298618632,-2.0064285248398326,-3.0134481101037496,-2.306431081679654,-1.9882278201929866,-3.1574087990252595,4.071096692377132
602_T2,3.227330523763089,-0.5847840928921011,-0.5847840928921011,-0.5847840928921011,-0.5847840928921011,-0.5847840928921011,4.087729169079861,5.221627627759932,1.9590581538179137,4.080512649407943,1.8872270902670074,-0.5847840928921011,1.0395325618857099,-0.29741445569996827,0.5586921414177022,3.7654390930084984,-5.6940677229688665,-4.165598873068434,3.4906755997596113,-3.0791079449326686,0.5420844050180413,-0.47101284092137696,-4.490094918642931,3.527311496122533,-2.1611925173315116,-2.2370502712090206,-3.724627076503359,-1.951121047584654,-1.6403522726355035,-4.227730654175439,4.260854641718479
603_T2,3.1315088173401073,-0.6164024837745687,1.4334856836332497,1.970778843514239,-0.6164024837745687,-0.6164024837745687,3.785015598045853,4.911516384354599,-0.6164024837745687,3.5937431430098172,2.0493264909117563,-1.0784344010279083,1.3934049789912697,2.0892116433291017,0.0409874687356373,2.7600442102731164,-5.753459831650356,-4.179953928442319,2.9154036550568185,-3.9815029897184795,0.45725835793570635,-0.3350092521009813,-5.542150737983149,4.7503175932436275,-2.2623142133252605,-2.1081635334980016,-3.719138725250988,-2.1650509079000537,-1.8473365483493973,-4.367165470530465,4.5232876065007
