,570_T2,571_T2,572_T2,573_T2,574_T2,575_T2,576_T2,577_T2,578_T2,580_T2,581_T2,582_T2,583_T2,584_T2,585_T2,586_T2,588_T2,589_T2,590_T2,591_T2,592_T2,593_T2,594_T2,595_T2,596_T2,597_T2,598_T2,599_T2,600_T2,601_T2,602_T2,603_T2,570_T5,571_T5,572_T5,573_T5,574_T5,575_T5,576_T5,577_T5,578_T5,580_T5,581_T5,582_T5,583_T5,584_T5,585_T5,586_T5,588_T5,589_T5,590_T5,591_T5,592_T5,593_T5,594_T5,595_T5,596_T5,597_T5,598_T5,599_T5,600_T5,601_T5,602_T5,603_T5
s_Streptomyces_coelicolor,-1.061030621,-1.274719102,-0.984587975,-1.016380834,-0.825323237,-1.140499834,-1.329138283,-1.424965596,-1.289405173,-1.464525295,-1.204307348,-1.118073437,-0.9808816,-1.24244514,-1.10807318,-1.051935623,-1.078731417,-1.153154965,-1.358413613,-0.807035612,-1.445664593,-1.319197059,-1.054216893,-1.144314405,-1.155357241,-1.073831233,-1.222803496,-1.837514103,-1.048808491,-1.29187887,-1.28932524,-0.983938681,-1.075297109,-1.333184888,-0.911968776,-0.801755692,-0.903890707,-1.036428299,-0.918209365,-1.124204062,-0.932872327,-1.049796613,-0.917516522,-0.959761674,-0.93158908,-1.439998146,-1.476156216,-0.994537745,-0.759604103,-1.065378985,-1.129507292,-1.033320232,-0.866315097,-0.775289597,-1.307555579,-1.147496301,-1.264108015,-1.126180582,-1.090160144,-1.086418034,-1.17488712,-1.159250168,-1.102452609,-1.133429857
s_Streptococcus_sp._NPS_308,-1.588558094,-0.791001797,-1.159529424,-1.171988178,-1.479249705,-1.560780028,-1.432935076,-1.226363154,-0.295463507,-1.374238449,-1.505061502,-1.0109288,-1.366833894,-0.756127935,-1.239409182,-1.308069338,-1.328543215,-1.188452747,-0.374156177,-0.981977062,-1.228600088,-1.289997904,-1.248372908,-1.349854252,-1.032503568,-0.889945954,-1.421405938,-1.39167654,-1.332055966,-0.91328678,-1.321073938,-1.541130225,-1.522486061,-0.962811099,-0.849726467,-1.070254945,-0.852970617,-1.040729381,-1.340842277,-1.465953355,-1.42435031,-1.306388099,-1.255460429,-1.172854889,-1.214381167,-1.545358662,-1.563931826,-1.558007103,-1.549538569,-1.1480707,-0.739149967,-0.886266814,-1.202787334,-1.119166228,-1.153404899,0.023642432,-1.437061821,-1.270876958,-1.348300537,-1.207778891,-1.048254469,-1.427514155,-1.17803529,-1.079068648
s_Candidatus_Methylopumilus_turicensis,-1.111997065,-1.365967774,-1.17434451,-1.3143044,-1.384939025,-1.216872813,-1.448683433,-0.511709768,-0.959163486,-0.699240587,-0.215393977,-1.421755851,-1.263649658,-1.336177617,-1.453819053,-1.218989708,-0.879018117,-1.188452747,-1.239410321,-1.28447422,-1.392554768,-1.059685863,-1.192803056,-1.160843707,-1.611084184,-1.146856368,-1.43667341,-0.30270288,-1.124969852,-0.952974528,-1.59381443,-1.218064649,-1.13983563,-0.966787248,-1.152852862,-1.2072208,-1.438631883,-1.345803196,-1.09968022,-1.150872309,-1.279653933,-0.863098682,-1.067997473,-1.380494254,-1.407492431,-1.004227689,-0.320385513,-1.297724004,-1.220059368,-0.877780371,-1.278481084,-1.205789493,-1.060471112,-1.288851201,-1.046260262,-0.687498314,-0.979371452,-1.168514945,-1.441558031,-0.937998028,-1.343305771,-0.978712733,-1.446617191,-1.100459838
s_uncultured_bacterium_BD_contig00244,-0.932948833,-1.807093062,-1.327252182,-0.753009351,-0.854310774,-1.5682707,-1.172977552,-2.180633134,-1.95196893,-1.889871774,-3.022384126,-1.72024884,-0.9565495,-1.816640377,-2.979875357,-1.21332397,-1.089313526,-1.0385884,-1.808830109,-1.712581805,-0.734498907,-0.69504275,-0.358132853,-1.080800999,-0.696857437,-1.32313561,-0.385314006,-2.231805911,-0.883294052,-1.618175778,-0.970871509,-1.102328697,-1.25377989,-1.154702107,-1.583935135,-0.911543254,-0.985489351,-0.85267715,-0.786807899,-1.488426211,-1.020883205,-0.779367789,-1.009889842,-1.86600207,-0.781648933,-0.542341494,-2.494079593,-1.224112187,-1.048516945,-0.895479948,-1.258599713,-1.154202124,-0.781757709,-0.494805499,-0.454322983,-1.655376414,-0.653703261,-0.891702545,-0.641547705,-0.694375946,-1.269197799,-1.562045048,-0.864854641,-1.337209041
s_Halomonas_sp._hl-4,-1.267237663,-1.487739646,-1.152203384,-1.131982844,-1.457509718,-1.0879818,-1.315152041,-1.148712219,-1.422049648,-0.975993589,-0.77319981,-1.329382531,-1.188142105,-1.42056501,-1.775902552,-1.158365086,-0.923078107,-1.194458771,-1.474823965,-1.136740674,-1.309863052,-0.867885562,-0.828723164,-0.997214283,-1.168515326,-1.10724723,-1.051934433,-0.914504421,-1.247259429,-1.431924943,-1.340618534,-1.281376928,-1.265340712,-1.333184888,-1.152852862,-1.123655722,-1.330091714,-1.240442681,-1.007156851,-1.088024405,-1.099926412,-0.988552988,-0.93606993,-1.454996781,-0.992213702,-0.822735663,-0.866207979,-1.047181479,-1.024184845,-0.964791748,-1.146959742,-0.865124378,-1.081090399,-0.787660889,-0.69012022,-1.254825321,-0.936074647,-1.046536518,-0.876586044,-0.709940462,-1.220931058,-0.784556719,-1.125709471,-1.28386306
s_Brucella_sp._10RB9215,-1.13848868,-1.473453689,-1.12342442,-1.112564758,-1.034282154,-1.282470095,-1.059218666,-1.310555245,-1.264864064,-1.338899082,-1.250827364,-1.112138702,-1.331242949,-1.499036625,-1.468417853,-1.27147989,-1.084008474,-1.080699886,-1.325978338,-1.675124242,-0.975660964,-1.130721636,-0.847681078,-1.117358595,-1.032503568,-1.088015868,-0.888107458,-1.008030479,-0.900388486,-1.418937748,-1.14414323,-1.043956691,-1.28887121,-1.316090454,-1.272583318,-1.027195455,-1.065532059,-0.978078416,-1.104795321,-1.394494391,-0.977823715,-0.736139054,-1.080900878,-1.365226782,-1.274700957,-0.955674463,-1.107785232,-1.10275133,-1.073455894,-1.054852572,-1.018281657,-1.159804379,-0.725457664,-0.750996905,-1.089983073,-1.347675475,-0.816410143,-1.013592363,-0.752177333,-0.82625399,-0.874782527,-1.102091755,-0.959862751,-1.173321186
s_Yersinia_pseudotuberculosis,-0.938428299,-0.805442481,-1.243870573,-0.982042696,-1.501472841,-0.788738905,-1.048523377,-0.713056139,-1.052689544,-0.565709194,-0.220236601,-0.963922758,-0.946980049,-0.836980032,-0.749860957,-1.320569501,-1.219810015,-0.935808531,-0.889097033,-0.911025326,-1.50175406,-1.227259563,-1.480485129,-1.278626742,-1.25132123,-1.188099326,-1.452177597,-0.442828085,-1.377312558,-1.159057956,-1.314643048,-1.532691357,-1.312968761,-1.245216115,-1.17249986,-1.467751883,-1.407281353,-1.381521279,-1.002516472,-1.000590106,-1.279653933,-1.362346752,-1.180984336,-0.926646065,-1.413427167,-1.337719297,-0.408840934,-1.290803561,-1.267972723,-1.351298942,-1.290602444,-0.886266814,-1.368772471,-1.657337306,-1.449055141,-0.844446198,-1.717775225,-1.224084796,-1.464372708,-1.532705136,-1.423348479,-1.015080378,-1.525309459,-0.922652961
s_Campylobacter_sp._NCTC_13003,-1.330250631,-0.721770006,-1.048303789,-0.92067375,-1.114911888,-0.921285561,-1.222370307,-1.520275776,-0.986314475,-1.271759779,-1.178664918,-0.995013345,-1.188142105,-1.09130651,-0.938655028,-1.484198924,-1.121748802,-0.88591156,-0.855310036,-1.119718987,-1.096288952,-1.082808281,-0.942991258,-1.183316562,-1.055896448,-1.097585319,-1.198262387,-1.70117766,-1.29726985,-0.901681234,-1.387765312,-1.028611121,-1.080116396,-1.126264172,-1.233868806,-1.094547637,-1.290871001,-1.174260774,-1.173788192,-1.178271283,-0.886352312,-1.266382764,-0.809585783,-0.969914045,-1.229123449,-1.232358782,-1.292435078,-1.297724004,-0.959045542,-0.864708289,-1.208685322,-1.028381951,-1.025379792,-1.041349206,-0.870197107,-1.054602554,-1.235120478,-1.152428808,-1.269312126,-1.253991734,-1.070527104,-1.455884852,-1.277901286,-1.264569857
s_uncultured_bacterium_35i19,-0.570280954,-2.510190574,-1.507836119,-1.016380834,-0.722251052,-1.915325046,-0.69397836,-0.874045515,-2.080350097,-2.265661114,-1.730400444,-1.479863482,-1.263649658,-1.021409071,-2.037267317,0.340350368,-1.172463895,-2.299113374,-1.726138393,-1.759465391,-1.34760338,-1.0886734,-1.410891837,-0.924454929,-1.923115286,-1.622939043,-1.168409424,-2.476002871,0.071782705,-1.252876712,-1.496964604,-1.294535013,-1.584521452,-2.333357104,-1.418725218,-1.404330057,-1.128901673,-1.635436489,-0.381342791,-1.465953355,-0.940225302,-1.775032108,-1.055258447,-1.264422083,-0.632029298,-0.786071679,-2.323454076,-0.291186395,-0.340699575,-0.960018469,-1.666035265,-1.048283105,-1.425930885,-1.101973828,-1.54117043,-0.775017692,-1.024628044,-0.843693326,-1.138950308,-0.928194028,-0.252614316,-0.573247625,-1.485189466,-2.161932579
s_uncultured_bacterium_3b03,-0.695697614,-1.445479837,-1.318594119,-0.644967868,-0.643001681,-1.415194711,-0.244710629,-0.758691434,-2.014100711,-1.645273288,-1.666548972,-0.753099691,-0.838766464,-1.151931132,-1.468417853,-0.8135246,-0.499755382,-1.587947688,-1.774928558,-1.383772441,-0.70806565,-0.790749834,-1.32248088,-0.937700155,-0.887477796,-1.341373198,-0.66230079,-1.466338069,-1.117801362,-1.634049127,-0.586846732,-0.945838835,-1.694336318,-1.461802266,-1.444433575,-1.567835342,-1.24260426,-1.675282397,-0.707913956,-1.550946568,-1.730159767,-1.313214064,-1.017987053,-1.683680513,-0.874430666,-0.818594871,-2.035772003,-1.052601546,-1.179939374,-1.244530967,-1.654270423,-1.143090898,-1.6200869,-0.949447843,-1.046260262,-0.912039489,-1.020009098,-0.671843069,-1.074411787,-0.795882892,-1.084132757,-0.552628338,-1.121795572,-1.492501925
s_Oceanisphaera_sp._AMac2203,-1.469606152,-0.798196073,-1.276393764,-1.419664916,-1.169827646,-1.060457127,-1.402163418,-1.432570195,-0.761337743,-1.121326576,-0.879967785,-0.914161248,-0.961368786,-1.186164304,-1.062952745,-1.283528229,-1.05789733,-0.777017472,-1.4686701,-1.046515583,-1.283751908,-1.326632037,-1.2271707,-1.070596829,-1.381774118,-1.372528365,-1.398933082,-1.138764667,-1.340944913,-1.037412847,-1.066181688,-0.900168798,-1.13983563,-1.121602159,-1.263849638,-1.288410955,-1.052459977,-1.393716552,-1.241996442,-1.347347613,-1.06588057,-0.954486434,-0.917516522,-1.066245154,-1.171415131,-1.137048602,-1.137285896,-1.237099382,-1.00513665,-1.044435811,-1.294675769,-0.820127012,-1.301633168,-0.847507805,-1.141570442,-1.403245326,-1.190420299,-0.942133399,-0.938279613,-1.399173744,-0.904859983,-1.02438277,-0.914400377,-0.795362723
s_Klebsiella_variicola,-1.2297801,-1.175189507,-1.068238004,-1.240616685,-0.927514178,-1.016202118,-1.315152041,-1.232593703,-1.038090745,-1.161217905,-1.099596394,-1.329382531,-1.276807742,-1.151931132,-1.324826933,-1.419660403,-1.132798638,-1.250200754,-1.128698297,-1.269659134,-1.018220578,-1.187519235,-1.00823178,-1.30394455,-0.933521735,-1.102404605,-1.267255258,-1.190352036,-1.38661495,-1.247427107,-1.301904022,-1.118857999,-1.014672487,-1.198935362,-0.83546089,-1.046538418,-1.296380657,-1.062516735,-0.926756426,-1.048218155,-1.30590216,-1.120670953,-1.076581217,-0.97674001,-1.487535139,-1.189538785,-1.451258664,-1.179940969,-1.214228447,-1.225721635,-1.037032206,-1.013711761,-1.060471112,-0.834378514,-1.01467869,-0.802840197,-0.910968726,-0.916600097,-1.122421006,-1.169799643,-1.121346353,-0.795647406,-1.16164148,-1.196851683
s_Vibrio_hyugaensis,-1.073530784,-1.292314864,-1.212371906,-1.020757208,-0.808325661,-1.216872813,-0.846886031,-1.297132225,-1.373597264,-1.590213511,-1.626139434,-1.166863602,-1.101130728,-1.377481424,-1.305898923,-1.339617696,-1.01254951,-1.231272744,-1.057088765,-1.330283756,-0.844499802,-0.872613704,-0.672562434,-1.1388648,-0.917937004,-1.32313561,-0.883672861,-1.276294466,-0.953498311,-1.393458662,-1.036622886,-1.023547819,-1.356589384,-1.392373759,-1.221290024,-1.090457652,-1.162158895,-1.019406612,-1.007156851,-1.347347613,-1.130698071,-1.299608412,-1.055258447,-1.088973405,-1.108045517,-0.847947083,-1.443095353,-1.347556378,-1.191238929,-0.801794464,-1.062592703,-1.110479313,-1.129099618,-0.860811771,-0.736105334,-1.444067321,-1.086700473,-1.173935013,-1.167121185,-1.109540451,-1.030786776,-0.864905846,-1.06117095,-1.042701003
s_Borreliella_burgdorferi,-1.200792563,-0.937416646,-0.936385873,-1.038456786,-1.307977984,-1.08334142,-1.497473597,-1.264342402,-0.902749397,-1.05121701,-1.015513277,-0.728608671,-1.057645616,-0.785686737,-0.673962474,-0.772702605,-1.308475652,-0.838386418,-0.583534536,-0.911025326,-1.144438295,-1.724662167,-1.625667139,-1.223901843,-1.161914642,-0.933865188,-1.168409424,-1.328938199,-1.022491182,-0.875114206,-1.246505242,-1.314602576,-1.294841377,-0.879112081,-1.045937136,-1.318716304,-1.285391535,-1.339972276,-0.622052666,-1.314982329,-1.053406396,-1.543230494,-1.166732314,-0.84235282,-1.234086238,-1.46334551,-1.224841787,-1.41550704,-0.981825571,-1.225721635,-1.1434448,-0.999253678,-1.31470525,-1.637728834,-1.417556474,-0.977044319,-1.825195473,-1.351918168,-1.369062529,-1.463712265,-1.496470744,-1.175423028,-1.490823283,-1.11132951
s_Streptomyces_ansochromogenes,-0.762537633,-1.304219767,-1.335985862,-1.208355822,-0.836817617,-1.299564529,-1.092008489,-1.387786593,-1.246845559,-1.258856375,-1.5872996,-1.1986123,-1.041814151,-1.211354553,-0.816552331,-0.947055992,-1.275899482,-1.401171781,-1.386270568,-0.880668863,-1.398318472,-1.304490911,-1.353733423,-0.960173011,-1.085928735,-1.055226045,-1.43667341,-1.413495587,-1.110683894,-1.055191093,-1.166002024,-0.878092846,-1.231051639,-1.429645154,-0.846857025,-0.928755383,-1.201572863,-1.261720079,-0.905524206,-0.915907018,-1.074283981,-1.279540849,-1.017987053,-1.029476307,-0.820363445,-1.511742051,-1.582450874,-0.557110286,-1.009864791,-1.076017383,-1.078906279,-1.089314502,-1.308147849,-1.079500972,-1.078871847,-1.353095542,-1.571592714,-0.990708069,-1.033589792,-1.020095391,-1.005144345,-1.17000296,-1.072261636,-1.208827874
s_Bacteroides_stercoris,-0.597257542,-1.431780992,-1.259999955,-0.801128599,-0.501171485,-1.352674354,-0.864430341,-2.118112777,-1.550527972,-2.437511371,-2.630342038,-1.390007153,-0.918809172,-1.383523738,-1.903735924,-0.900535977,-1.00274551,-1.18248258,-1.606593243,-1.525184095,-0.821510284,-1.23403925,-0.610285504,-0.747998491,-0.648460896,-1.220187641,-0.691079754,-2.355858559,-0.558185574,-1.3809585,-0.580673873,-0.732085024,-1.060977055,-1.145132656,-1.939755012,-0.874688161,-0.732826305,-0.638141973,-1.494992957,-1.882591764,-1.139666741,-0.954486434,-1.19544242,-1.833212247,-1.004001658,-1.323925975,-2.997183171,-0.738108216,-1.357776618,-1.296490706,-1.290602444,-1.407113997,-0.821132874,-1.359802937,-1.273422573,-1.655376414,-0.761551782,-0.828189139,-1.033589792,-1.227323487,-0.971946276,-1.406752164,-0.582473603,-1.116808976
s_Psychrobacter_sp._DAB_AL43B,-1.145222712,-0.99286795,-0.89040076,-1.047425456,-1.298761329,-1.165315003,-1.114481345,-1.251521713,-1.087605809,-1.000444684,-0.903721871,-1.10623898,-1.041814151,-0.883667146,-1.082755372,-0.716150436,-1.149605757,-1.070004596,-0.96030148,-0.996792147,-0.881729144,-1.100507858,-1.133769525,-1.040594578,-1.188582889,-1.121917419,-1.01594083,-1.190352036,-1.314511656,-1.055191093,-1.086384396,-1.268389733,-1.08982521,-0.843265949,-1.200670736,-1.202644133,-1.138291413,-1.267110928,-1.302621064,-1.20644216,-1.249039298,-1.196954258,-1.358532615,-1.156325587,-1.094973436,-1.323925975,-1.067893903,-1.192363489,-1.280318559,-1.108628968,-1.306996254,-1.337641624,-1.275990738,-1.374618023,-1.233943762,-0.821828109,-1.184970694,-1.276882982,-1.202008444,-1.532705136,-1.184937456,-1.278370997,-1.165714805,-1.270959655
s_Bartonella_quintana,-1.469606152,-1.133946548,-1.009589277,-1.177103279,-1.262721393,-1.046973776,-1.287753066,-0.86968821,-1.06750463,-1.020445351,-0.861362597,-1.258430795,-1.296875305,-1.017198538,-1.048353945,-0.955751699,-1.022450581,-1.113489708,-1.187141893,-1.132458012,-1.386824093,-1.275711947,-0.986008643,-1.278626742,-1.00964543,-1.287628922,-1.622076634,-0.757805969,-1.176641862,-1.019945154,-1.138752381,-1.321382263,-1.25377989,-0.923895683,-1.17249986,-1.202644133,-1.307491882,-0.990298528,-0.935377169,-0.599787011,-1.053406396,-0.863098682,-1.225001222,-1.198172697,-1.602917213,-1.081785923,-0.808542337,-1.756677797,-1.305477119,-1.159631523,-1.254670435,-1.148631079,-1.030318073,-1.130794266,-1.129874402,-0.958559505,-1.306156251,-1.212721038,-1.536116613,-1.214251405,-1.195089827,-0.952279476,-1.233251012,-1.095068989
s_Calyptogena_okutanii_thioautotrophic_gill_symbiont,-1.125155149,-1.128908754,-0.936385873,-1.088810672,-1.43623232,-1.029274199,-1.38712554,-0.778338431,-1.139700921,-0.717725401,-0.476068848,-1.173133215,-1.200337378,-0.940393127,-1.177066051,-0.817319671,-1.282330372,-1.206580131,-0.822627388,-0.917898205,-1.144438295,-1.326632037,-1.299666202,-0.951123176,-1.381774118,-1.281831804,-1.168409424,-0.440046442,-0.98426997,-0.882633039,-1.117474983,-1.193821037,-0.742954266,-0.857450584,-1.255191575,-1.193553161,-1.518143945,-1.294509902,-1.686446997,-1.776108284,-1.139666741,-1.24057488,-1.381655032,-1.211076102,-0.976709515,-1.323925975,-0.391648533,-1.400002853,-1.104227552,-1.207259572,-1.332102175,-1.37177463,-1.354979149,-1.536259374,-1.506684254,-0.884451533,-1.41629983,-1.483595992,-1.536116613,-1.368402085,-1.205346327,-1.26046007,-1.643092495,-1.468785399
s_Heliobacillus_mobilis,-1.330250631,-1.104093585,-1.344796491,-1.098244704,-1.741613969,-1.185620269,-1.274330046,-0.923272456,-0.881871812,-1.115755531,-1.123266138,-0.782451903,-1.411285657,-1.132882937,-0.549190261,-1.202087897,-1.225889061,-1.018179529,-1.182522947,-1.050444861,-1.315168104,-1.254658538,-0.997058479,-1.200508963,-1.222950532,-1.073831233,-1.241612828,-1.167095174,-1.405483435,-1.024283556,-1.59381443,-1.281376928,-1.104567492,-1.067290169,-1.285828545,-1.090457652,-1.133585522,-1.169346759,-1.201645147,-0.776516754,-1.176368107,-1.166921971,-1.093972959,-0.92339403,-1.116856147,-1.044842408,-1.258067435,-1.549038433,-1.114698852,-1.065378985,-0.782218824,-1.053320899,-1.301633168,-1.068451136,-0.989101848,-1.202055285,-1.240851152,-1.419057471,-1.314627322,-1.240568713,-1.373338059,-1.153916822,-1.259801245,-1.11132951
s_uncultured_Chloroflexi_bacterium,-1.760408351,-1.280550023,-1.137710377,-1.156798013,-1.055635278,-1.180505169,-1.070029583,-1.310555245,-0.881871812,-1.035712823,-0.861362597,-0.812691788,-0.817624027,-0.964016273,-1.11838255,-1.670974832,-1.178261012,-0.973727766,-1.220086048,-1.154057124,-1.018220578,-0.911265858,-0.778369278,-1.177650825,-0.756449534,-1.214767573,-1.65024751,-0.883732763,-1.454273599,-1.164045498,-1.171542204,-1.124429044,-1.492854263,-1.455287585,-1.312857217,-1.184544091,-0.930357281,-0.982135217,-1.2538309,-1.289823769,-1.316597449,-0.988552988,-1.166732314,-1.345226115,-1.520111309,-1.142746623,-0.870784646,-1.186132939,-1.261856496,-1.125342449,-1.323663306,-1.132101777,-0.862122219,-1.085072017,-1.153404899,-1.462085826,-1.158159437,-1.19591392,-1.301469238,-1.430922442,-1.039482483,-1.097053961,-0.843927121,-0.791386575
s_Stenotrophomonas_sp._WZN-1,-0.859231257,-1.207277822,-1.327252182,-1.24609615,-1.055635278,-1.125901035,-1.092008489,-1.201822045,-1.082542507,-1.410872582,-1.420978385,-1.265303674,-0.9808816,-1.274533454,-1.155326065,-1.051935623,-1.121748802,-1.276008638,-1.506174495,-1.356670511,-1.0142758,-1.0886734,-0.991518299,-1.14979387,-0.965439338,-1.10724723,-0.933569833,-1.458616023,-0.990539583,-1.199672676,-1.107003683,-1.147028876,-1.181726572,-1.26113157,-1.354821416,-0.877983057,-1.043839234,-1.121490738,-1.236131323,-1.129481119,-1.045175897,-1.190875212,-1.190599795,-1.100534228,-0.899036477,-1.060508525,-1.493105774,-0.88763995,-1.104227552,-0.964791748,-1.005973809,-1.089314502,-1.015575792,-1.136659386,-0.969101181,-1.321007228,-1.020009098,-1.218386775,-1.04870343,-1.086418034,-1.28581868,-1.515161462,-0.963190541,-1.239411298
s_Methylobacterium_phyllosphaerae,-1.030447198,-1.328463378,-1.380836428,-1.203078765,-0.89635901,-1.121081748,-1.659992527,-1.503746474,-1.346929017,-1.298077088,-1.420978385,-1.569208582,-1.02622942,-1.290972181,-1.233578262,-1.277485914,-1.213767701,-1.309234286,-1.592607001,-1.226486962,-1.353113036,-1.319197059,-1.159577409,-1.194745258,-1.222950532,-1.136806032,-1.369733928,-1.489868566,-1.280320292,-1.280579314,-0.957327283,-0.918187303,-1.343930987,-1.116961779,-1.088800841,-0.989597042,-1.227019529,-1.130880478,-0.832617435,-1.108537945,-0.858764355,-0.993515777,-1.435722253,-1.259866266,-0.965237114,-0.9992649,-1.573148481,-0.920429773,-0.954551153,-0.931847592,-0.938000825,-1.043270563,-0.732783705,-0.735123556,-0.856833879,-1.391881567,-1.043320177,-1.04176324,-1.013787165,-1.11540557,-0.885955828,-1.448716363,-0.91758003,-0.9363206
s_Thermotoga_maritima,-1.423936115,-1.201857754,-1.088577688,-1.452890564,-1.646303789,-1.130743659,-1.315152041,-0.607323945,-1.223315061,-0.546660999,-0.349615739,-1.238091111,-1.473806014,-1.353670775,-0.883904513,-1.308069338,-1.225889061,-1.218850224,-1.294562141,-1.221803113,-1.386824093,-1.297218152,-1.345828244,-1.600210366,-1.25132123,-1.220187641,-1.585708989,-0.288279553,-1.505566893,-0.981723941,-1.321073938,-1.747466658,-1.150145,-1.145132656,-0.933607951,-1.239857729,-1.330091714,-1.393716552,-1.011818864,-1.195078401,-1.377558148,-1.234225652,-1.148040181,-1.202455359,-1.455986781,-1.07642398,-0.278928799,-1.347556378,-1.237758945,-1.225721635,-1.052930792,-1.013711761,-1.327950477,-1.057522065,-1.051622205,-1.369534269,-1.235120478,-1.075664791,-1.282051152,-0.866708945,-1.258268729,-0.717035518,-1.47958721,-0.978481411
s_Pseudomonas_synxantha,-1.200792563,-1.118908671,-1.130541887,-0.801128599,-1.041349321,-0.913442384,-1.497473597,-1.114810668,-1.102951379,-1.155420787,-1.350910822,-0.923917423,-1.200337378,-1.191151845,-0.904609186,-1.32687867,-1.155271494,-1.107949528,-1.325978338,-1.078390791,-1.176331659,-1.071180243,-0.828723164,-1.030790578,-0.9493532,-1.214767573,-1.180243881,-1.38450805,-1.368095903,-1.194504705,-1.380892433,-1.102328697,-0.99230019,-1.277304429,-1.077911441,-1.189038481,-1.318727955,-1.209352094,-1.472520101,-0.8864312,-1.135172351,-0.998503319,-0.843145979,-0.920152536,-1.285117718,-1.055259169,-1.218327106,-1.243656783,-1.063405558,-0.960018469,-1.059361683,-1.121232105,-0.935908389,-1.068451136,-1.051622205,-1.414739705,-1.235120478,-1.276882982,-1.238156958,-1.058247157,-1.4827719,-1.386412479,-1.502187042,-1.156029689
s_Yersinia_aleksiciae,-1.363311493,-0.773239341,-1.022328303,-1.279618842,-1.130296807,-1.051448057,-1.602834113,-1.04507733,-0.932730229,-1.104705695,-1.237313645,-0.904499337,-1.381432693,-1.104974149,-1.019780573,-1.462220018,-1.225889061,-1.086090734,-0.990266268,-0.981977062,-1.223733898,-1.071180243,-1.030960031,-1.463451429,-1.222950532,-1.305224683,-1.204341433,-0.896804844,-1.616792528,-1.09638685,-1.496964604,-1.307868544,-1.197899431,-1.003302461,-0.826998216,-1.278509884,-1.167001519,-1.300080947,-0.984167333,-0.915907018,-1.061705199,-1.196954258,-1.08523928,-0.994011597,-1.378335847,-0.900360825,-1.173875344,-1.377188176,-1.202667625,-1.238221797,-1.098840493,-0.894850558,-1.065586212,-1.309613192,-1.286936292,-1.156385248,-1.444079394,-1.126180582,-1.238156958,-1.345929229,-1.135666407,-1.327763752,-1.165714805,-0.865494547
s_Vibrio_rotiferianus,-0.966285254,-1.257427605,-1.427793411,-1.187412649,-0.836817617,-1.064992282,-1.048523377,-0.810599293,-1.229145982,-1.227308017,-1.0483031,-0.989763989,-0.923449551,-1.395719011,-1.305898923,-1.259574988,-0.973897356,-1.446634155,-1.107099185,-1.325088939,-1.046278531,-0.849193429,-1.013865598,-1.177650825,-0.987298131,-1.270337424,-1.073099244,-0.99343168,-1.075837163,-0.948934118,-1.28309469,-1.294535013,-1.395555352,-1.080594135,-1.099810126,-1.404330057,-1.014238765,-1.412292938,-1.157439054,-1.443974449,-1.327408365,-1.246964678,-1.143421235,-1.168696879,-1.244086322,-0.979656428,-0.880001301,-1.167670876,-1.449068038,-1.086770175,-1.193815159,-1.033320232,-1.162436038,-1.009767634,-1.089983073,-0.958559505,-1.312310116,-1.19591392,-1.155757426,-1.041717855,-1.169899578,-0.918088112,-1.098628512,-1.310180369
s_Arsenophonus_symbiont_of_Lipoptena_fortisetosa,-1.620646409,-0.766221768,-0.692286956,-1.393857032,-1.659375871,-0.806130648,-1.548766892,-0.984757539,-0.417566204,-1.161217905,-0.843097249,-1.049080566,-1.32427428,-0.589571858,-0.654224991,-1.066463724,-1.05789733,-0.7080246,-0.583534536,-0.847986216,-1.336674309,-2.065588754,-2.606496392,-1.558010012,-1.458407344,-0.751543631,-1.35544797,-1.269904668,-1.110683894,-0.519563489,-1.353863761,-1.102328697,-0.919773746,-1.041201733,-1.141247316,-1.371360038,-1.216763029,-1.457028831,-1.152048206,-0.959582082,-1.167065715,-1.785961179,-1.324821557,-0.778563082,-1.065120473,-2.017073156,-0.791447904,-1.522605175,-1.243729112,-1.478812262,-1.085506963,-1.458786007,-1.684625421,-1.878008668,-1.777559208,-0.53975278,-2.017879817,-1.544683684,-1.75719618,-2.031696302,-1.669183442,-1.4631051,-1.656337722,-0.865494547
s_Rhizobium_sp._S41,-0.960651436,-0.975476207,-1.447211497,-1.279618842,-0.940253204,-1.106761695,-1.070029583,-1.87695072,-1.289405173,-1.161217905,-1.74145028,-1.366840094,-1.32427428,-1.274533454,-1.498270816,-1.419660403,-1.155271494,-1.153154965,-0.97143332,-1.653305195,-0.990928436,-1.311816951,-1.172735493,-1.336520721,-1.325982758,-1.172433209,-0.831937187,-1.522129428,-0.990539583,-1.124824785,-1.415739165,-1.013497483,-0.996734787,-0.995071962,-1.16459468,-1.202644133,-1.206610657,-0.954077264,-1.146686263,-1.527041047,-1.167065715,-1.227916483,-1.324821557,-1.355176446,-1.540178873,-0.979656428,-1.573148481,-0.820799932,-1.093864765,-0.834855326,-1.270481041,-1.266414114,-1.179530472,-0.994343163,-1.11831358,-1.655376414,-0.775888945,-0.955148767,-0.482582379,-0.554110521,-0.595468705,-1.015080378,-1.203141211,-1.296935142
