,570_T2,571_T2,572_T2,573_T2,574_T2,575_T2,576_T2,577_T2,578_T2,580_T2,581_T2,582_T2,583_T2,584_T2,585_T2,586_T2,588_T2,589_T2,590_T2,591_T2,592_T2,593_T2,594_T2,595_T2,596_T2,597_T2,598_T2,599_T2,600_T2,601_T2,602_T2,603_T2,570_T5,571_T5,572_T5,573_T5,574_T5,575_T5,576_T5,577_T5,578_T5,580_T5,581_T5,582_T5,583_T5,584_T5,585_T5,586_T5,588_T5,589_T5,590_T5,591_T5,592_T5,593_T5,594_T5,595_T5,596_T5,597_T5,598_T5,599_T5,600_T5,601_T5,602_T5,603_T5
s_Bacteroides_caecimuris,7.032752314,6.168560085,6.457079916,6.966300856,7.200379995,6.185581934,7.427874415,6.902222047,5.856070132,6.101740887,6.054100229,6.576631031,6.770191073,6.53850656,6.077822642,6.796425818,7.154510279,6.212624967,5.808929467,6.119686796,6.972904935,7.009597481,6.780794658,6.982672085,6.788488072,6.300082263,6.875512689,5.833532625,6.62036925,6.099630941,6.931911743,6.599197668,6.062615528,6.223555475,6.354258302,6.119495265,6.397997051,6.246530492,7.017143532,6.179979121,6.157714147,6.495120119,6.813659271,6.124402656,6.831355633,6.996195213,5.706023472,6.474253558,6.407980296,6.567178501,6.252091553,6.574879793,6.365193824,6.88114256,6.822646635,6.70185858,6.714694879,6.932468048,6.508483152,6.88275587,6.622794382,7.131584416,6.62449158,6.089820999
s_uncultured_bacterium,6.551103557,6.053191306,6.158478504,6.332445522,6.681212026,6.044961451,6.543563745,5.920399244,6.122995179,5.791816398,5.604294661,5.968545044,6.456626438,6.1171096,5.731139676,6.386368718,6.521734105,6.094670529,6.000585256,5.978660139,6.466430035,6.472943874,6.714077603,6.441463322,6.442881543,6.105054399,6.55742951,5.767732838,6.514274407,6.012904511,6.411874941,6.364954935,6.160436329,6.184170407,6.095792341,6.41541622,6.441712583,6.46514217,6.28822159,6.08859098,6.37875216,6.314553721,6.200285149,5.933618043,6.364228298,6.519213306,5.672592439,6.422768499,6.403199502,6.180174183,6.113857271,6.348523761,6.483299344,6.488671663,6.39223965,6.045021971,6.482200277,6.4391296,6.522757149,6.570429882,6.373824274,6.338247675,6.474790947,6.135120359
s_Parabacteroides_sp._YL27,6.300660447,5.555307166,6.259767399,6.524848107,6.924304599,6.188938009,6.463129225,4.976851088,5.963044878,5.449728507,4.353022017,5.670227768,6.437133625,5.718077347,4.472043606,6.107259076,6.341674136,6.217687013,5.462160444,5.598294871,6.641318013,6.465803157,7.221360235,6.718933404,6.708022598,6.128190031,6.613500004,5.004437435,6.459678927,5.789485884,6.397098164,6.681648679,5.994536137,5.910430782,5.895425362,6.386807167,6.310998024,6.480541924,6.340289686,5.679569867,6.139549573,6.627125899,6.357497931,5.653518591,6.272144644,6.477992077,4.727552362,6.198369485,6.452249423,6.471419427,6.008442058,6.126645113,6.617425457,6.880310601,6.749128765,5.584935884,6.541023774,6.481779814,6.608596155,6.612080303,6.270848727,5.934016761,6.646012374,6.144473992
s_Muribaculum_intestinale,6.300206684,5.548003813,6.247047364,6.515641817,6.918751492,6.192305292,6.462227383,4.973276329,5.951315758,5.449634627,4.348123556,5.655966759,6.434139279,5.720909151,4.453515338,6.107124469,6.337032891,6.216748022,5.453864988,5.591261421,6.635294957,6.465069624,7.214922096,6.708328622,6.70259372,6.127724686,6.615165022,4.999444913,6.45253511,5.779434004,6.392223591,6.682567418,5.987310526,5.903882408,5.886930248,6.374802734,6.304085244,6.471169907,6.337991772,5.684184399,6.138719694,6.620248882,6.344031242,5.642177277,6.273505534,6.476671922,4.714864961,6.196964952,6.452864511,6.474537015,6.003153307,6.12221132,6.614613115,6.877254149,6.749289441,5.593002138,6.535871893,6.473109179,6.605568973,6.606367962,6.269794185,5.933012334,6.642790666,6.139034486
s_Bifidobacterium_pseudolongum,5.989910384,5.119542267,5.638008794,5.703834054,6.683022106,5.437204703,3.688887475,1.045314402,6.768713762,4.91210791,4.953318028,6.116185337,6.127044025,5.732831051,5.365485078,6.590853648,5.927816011,5.846815852,5.759428925,5.480668041,5.4152087,6.197619035,5.670244592,5.698438858,5.657160404,5.815697922,5.566378062,4.565371562,6.354942998,5.809567744,6.480795068,6.798145933,5.094172802,5.797723138,5.414268224,5.388227529,5.777043558,6.245409191,3.017613275,1.613234598,5.638436356,5.365662069,3.784533467,4.281432929,3.257173999,5.456198278,2.863274268,6.29612237,4.554092548,5.642459577,4.70966471,4.797211198,5.647058384,6.071004388,5.771734117,5.71171458,6.751347544,6.594871713,7.263319505,6.872011007,5.891174478,5.448800973,6.306774337,5.506438674
s_Lachnoclostridium_sp._YL32,4.894034075,6.119430898,5.47478503,5.523981003,4.528834214,5.676606444,5.027482744,6.108213478,6.03875482,6.037965329,6.3482946,5.983676078,4.709328063,5.638095797,6.266063792,4.83122605,5.540302653,5.61501928,5.607698689,5.558570052,4.660845239,5.038054495,4.277449912,4.091284278,4.91193299,5.431959845,4.715797384,6.480649742,4.642856418,5.66317737,4.748605344,4.787457073,5.428760729,6.012988453,6.123703541,5.173072769,5.295565871,5.077092449,5.657572478,6.488343488,5.247796326,5.146218652,5.686198119,5.740107642,4.86037035,5.253230197,6.294733644,5.022557061,5.104844417,5.459891145,5.725332544,5.840171531,4.509818842,4.902165733,4.637955921,5.943380363,5.269766319,4.707007775,5.137254489,4.995618212,4.924489685,5.676836776,4.914610598,5.622130928
s_Parabacteroides_sp._CT06,6.219927478,4.478204158,5.081104687,5.489220443,5.676721189,4.712153299,5.827719277,5.402712884,4.766039704,4.325362634,4.836333807,5.062115734,5.310705784,5.324767525,4.603592669,6.245308461,5.301177002,4.819521469,5.318337631,5.390112299,5.542480187,5.193835209,5.173922769,5.676035977,5.278181626,5.265475941,5.666231055,4.425648712,5.83010826,5.202639703,5.29944648,5.311264624,5.271923691,4.832196744,5.331301074,5.281063488,5.17447016,5.132526769,6.038972147,5.432656528,5.62701267,4.903077548,5.468725091,5.64777537,5.694193288,5.183801442,4.497845821,5.574015421,5.910998514,5.774612826,4.863608141,5.346256762,5.369166072,5.26580395,5.40553562,5.709538412,5.818820786,6.014030198,5.787850231,5.480672231,5.881391607,5.651187034,5.314073056,4.577718348
s_Parabacteroides_distasonis,6.124812718,4.275848947,4.917454885,5.347399885,5.497816344,4.528434055,5.689326561,5.282933471,4.620751633,4.154762318,4.736034772,4.944603738,5.16266957,5.201694484,4.472604431,6.155133337,5.136571177,4.630510134,5.212015218,5.3073087,5.356191305,4.999530786,4.931436685,5.548148932,5.104286706,5.142371837,5.514575982,4.298804431,5.677704649,5.080267023,5.103606853,5.141445533,5.149108985,4.65756101,5.217754124,5.124689077,5.008815288,4.947464738,5.939599976,5.328234988,5.51641111,4.685943419,5.331613769,5.562682617,5.567633892,4.987746678,4.364021195,5.415780514,5.791360252,5.665828513,4.676304898,5.206685374,5.206400219,5.081272594,5.217922007,5.632646821,5.677252694,5.899445236,5.672440903,5.344204263,5.750978178,5.540493813,5.134366753,4.332341171
s_Alistipes_shahii,5.70133261,5.124668769,4.927028033,5.271575123,5.598174159,4.704833264,5.493335237,4.60027802,4.570903153,4.864114278,3.720590845,4.894899215,5.500363546,4.942875067,5.264195914,5.468919135,5.220401636,4.658141774,4.759163045,4.834039312,5.220273869,5.604978227,5.512256957,5.296396796,5.361676646,4.946177426,5.317823099,3.963279521,5.473441158,4.833935272,5.558733112,5.225442187,4.752686507,5.62668289,5.401922694,4.910148655,5.179554194,5.095161998,5.392660105,5.016009384,4.958873067,5.036930266,5.023621755,5.015289446,5.368805381,5.332712508,3.737911427,5.50145572,5.046008678,5.043456991,4.466039848,4.943156316,5.118340608,5.06834985,5.454362745,4.772978281,4.839318738,5.423788848,5.076546284,5.285974949,5.061590097,5.353297376,5.027948953,4.607924644
s_Bacteroides_xylanisolvens,5.600617588,4.67196395,4.925422118,5.368968196,5.628103767,4.588835715,5.952509068,5.648631495,4.338908314,4.676698978,4.691454085,5.002145485,5.281117608,5.169856979,4.529624279,5.492156062,5.6378761,4.554531248,4.313000805,4.666543988,5.464977424,5.569632098,5.000332914,5.60963986,5.173419526,4.737731363,5.28226542,4.332519651,5.259787702,4.753314923,5.475245058,5.052842599,4.464834574,4.63141335,4.922484224,4.450485714,4.84105997,4.608487664,5.531830727,4.572553798,4.582990533,4.853339901,5.344844788,4.585468379,5.403210915,5.518026056,4.044430371,4.963383276,4.855824262,4.915193121,4.640607078,5.125304068,4.757338298,5.413218546,5.184431699,5.230704487,5.139105776,5.307700374,4.912236493,5.432333053,5.063505862,5.727620079,5.004203283,4.413404733
s_Alistipes_finegoldii,5.585319561,4.982213118,4.775948168,5.114304404,5.451696121,4.491800679,5.377569078,4.4747657,4.41555673,4.757816599,3.607824213,4.689496888,5.358556349,4.759347468,5.116881211,5.311316262,5.110699214,4.553148414,4.590926007,4.726012238,5.113899137,5.495256393,5.366754757,5.175204928,5.176842153,4.787436397,5.156897856,3.784513837,5.297903315,4.581134805,5.40618779,5.086148597,4.640797085,5.46860944,5.290913349,4.734855927,5.016426463,4.928363941,5.28372299,4.882810015,4.814243272,4.851829598,4.912898603,4.750230437,5.220924567,5.202207801,3.649656794,5.336069462,4.920958843,4.915353577,4.313958417,4.771874379,5.036421551,4.967411422,5.27451765,4.652708634,4.690143215,5.298570868,4.950056774,5.163557209,4.918637503,5.258242022,4.884576831,4.443407628
s_Bacteroides_vulgatus,5.253855534,3.851906062,4.469915037,5.232742602,5.27338006,4.254552721,5.606725274,4.806767752,3.982415159,3.604824507,3.583833534,4.327097643,4.758499398,4.800150189,3.8276175,6.536777462,4.859568279,4.017788725,4.141048862,4.073308185,4.660669659,4.702724844,4.947066934,4.669930304,4.701099567,4.094382796,4.757433663,3.401196382,6.245627684,4.873610602,4.759980648,4.572833151,4.652239451,4.196267006,4.208695021,5.089998335,5.20627685,4.783845645,5.520066402,4.486943599,5.308830571,4.500671089,4.730266037,4.698816791,5.498877273,5.253096728,3.50554921,6.055647041,5.851831662,4.972024601,4.65287954,4.713041109,4.981179612,5.178624153,4.757972296,5.030401912,4.788659125,5.105157257,4.776787436,5.188236368,6.027841089,5.461842127,4.668427371,4.18013382
s_Faecalibaculum_rodentium,4.815747798,4.357638143,6.130311948,5.549511284,5.128394938,4.794796293,2.862861126,1.721013644,4.488843092,3.050134198,2.914307395,4.881896503,4.37025253,5.040765579,3.344722526,5.591140213,3.118945289,3.105364188,5.461998565,4.716965287,5.078849514,4.934247064,4.928740986,4.498657866,5.47630864,4.930890124,5.249830756,4.102361423,4.907633187,3.942687544,5.192079593,5.719755588,3.6733905,3.970291562,5.230371106,5.22114381,3.757892553,4.694242638,3.550482842,2.445032075,2.304296691,5.644439702,4.522271684,5.130298132,4.169867725,3.114849933,2.031745317,3.34292057,4.564071661,5.390393438,4.888420601,4.664752906,4.463883574,4.424157983,5.017151789,5.35880352,5.395630753,4.679391273,6.980254753,6.296644642,5.361732011,4.773817387,5.268543402,4.49603835
s_Bacteroides_fragilis,5.332528973,4.506383235,4.753595927,5.052044754,5.497488189,4.600490268,5.466409935,4.680115068,4.578364097,4.154733757,3.784533726,4.49364161,5.175251658,4.773609319,4.082287712,5.11634658,5.328808417,4.68955137,4.523928773,4.538483356,5.290834949,5.19835385,5.376109611,5.29928677,5.187776277,4.659190927,5.313212746,3.979195692,5.175380233,4.501100093,5.140938445,5.006530225,4.723110579,4.72129493,4.637606952,4.944838234,5.004790284,4.991550264,5.110335718,4.620501455,5.020903666,4.92786255,4.964750501,4.523245375,5.211475628,5.260335495,3.899666706,5.062030067,5.200106984,4.880166273,4.659372965,4.924720628,5.268358131,5.315584391,5.179261329,4.804631597,5.107222244,5.242370921,5.145784833,5.367863668,5.062245389,5.240989511,5.065087979,4.660383949
s_Flavonifractor_plautii,4.182259782,5.125712167,5.088001315,4.570916889,3.94259728,5.290412796,4.244514118,5.455130363,5.126372649,5.211327714,5.499780687,5.069701664,4.296252383,5.152236376,5.602456176,4.544293763,4.705126153,4.700309093,5.072474979,5.425533671,4.079643461,4.368957765,3.443171548,3.782860082,4.25002507,4.92545476,4.065589006,5.296301816,4.103172033,5.085215203,4.224506651,4.30738829,5.133911824,4.91519142,5.205380456,5.016874265,4.519084846,4.543188151,4.70754256,5.676510929,4.990138842,4.535301103,5.192180306,5.44699607,4.76366448,4.542813689,5.376921011,4.844328336,4.826455297,4.7481828,5.411927065,5.128565724,4.243468177,4.241338632,4.017789071,5.094236159,4.523601019,4.296072415,4.526707149,4.408945285,4.778771713,4.950116243,4.353032229,4.930978777
s_Barnesiella_viscericola,5.038647511,4.291870801,4.75208388,5.007521312,5.318752029,4.577172654,5.026064235,3.779457255,4.38233737,4.092424365,3.069468595,4.14183717,5.040918625,4.401401073,3.401489346,4.878893034,4.867019807,4.812250429,4.194439483,4.285577837,5.186448968,5.066734062,5.475159007,5.173126427,5.195049286,4.708606205,5.246273471,3.614969994,5.105398294,4.353186491,5.056727701,5.179927836,4.715089341,4.573147394,4.565441188,5.05599396,5.028136712,5.072628517,4.921665051,4.237557477,4.857815699,5.152770866,4.852090411,4.260939892,5.028212154,5.192743197,3.431977839,5.017847456,5.099066786,5.083823903,4.660833747,4.73228979,5.220211318,5.373931533,5.385217201,4.399304549,5.191959575,5.141983017,5.278181314,5.225213063,5.08498111,4.707975051,5.207423871,4.732357449
s_Bacteroides_dorei,5.161681199,4.238733087,4.489677802,4.870111283,5.342229192,4.315512344,5.660716093,5.021871925,4.317355513,3.918089796,3.575143495,4.347522348,4.948052261,4.666567,3.794995939,5.369780449,5.255790778,4.405813327,4.257117955,4.302066118,4.912545234,4.908934006,5.159060909,5.123383734,4.948633265,4.490815082,4.967677358,3.734597206,5.218316154,4.387478949,4.938186744,4.798616091,4.693519557,4.644448821,4.444848272,4.85845083,5.159972596,4.911091087,5.126019203,4.639567126,4.994922674,4.850489994,4.764423747,4.615166604,5.11468738,5.449984751,3.927542675,5.174396866,5.289624455,4.705666471,4.411389811,4.775505876,5.061036609,5.238144947,4.800456673,4.884984912,4.98820381,5.048058788,4.905791675,5.251691323,5.150286923,5.262337318,4.999462924,4.461468417
s_Bacteroides_thetaiotaomicron,5.28094863,4.465279427,4.632654392,5.119098986,5.455628894,4.487086013,5.606081442,4.766001609,4.277966879,4.135674027,4.037405309,4.758093821,5.005855039,4.692560439,4.377532024,4.907345888,5.431730537,4.469881279,4.290966826,4.43565811,5.151340539,5.076423098,5.096887443,5.044880603,5.08300568,4.567942643,5.171659351,4.061243614,4.866818384,4.289778771,5.12297526,4.817930345,4.490088677,4.628871564,4.438816271,4.594412411,4.766903334,4.686862221,5.04926764,4.54928197,4.647520766,4.678644241,4.946438381,4.424717944,4.971225047,5.052731079,3.929582567,4.880940228,4.82655215,4.643382257,4.471755687,4.713910488,4.803522359,4.969196832,4.922146365,4.879960899,4.903137136,5.205984851,4.76513916,5.075379831,4.917835791,5.286172518,4.900099667,4.451304816
s_Bacteroides_ovatus,5.008429628,4.161361243,4.382195376,4.893516008,5.140750239,4.168253088,5.389041021,4.861667137,3.833263973,4.118408425,4.046332871,4.563641943,4.69713667,4.502950595,4.1588329,4.834048209,5.083463647,4.173036189,3.817611942,4.122251253,4.992193718,4.977925903,4.636420742,4.998545273,4.749185051,4.279427695,4.856646333,3.825641426,4.677105053,4.121844974,4.925157851,4.568475109,4.069706567,4.219596476,4.195421303,4.078122863,4.367174337,4.217977541,4.886733327,4.006908491,4.03464897,4.418663181,4.776017538,4.096333999,4.761895454,4.877652398,3.689925437,4.547570089,4.381670953,4.503127063,4.195121766,4.438700805,4.356626526,4.777781177,4.741375012,4.691149644,4.655038812,4.882836273,4.431766274,4.788737391,4.65612988,5.093230553,4.578634937,4.058346906
s_Akkermansia_muciniphila,1.85992456,1.559519708,1.646056642,1.842946302,2.866551726,2.405844227,2.474703331,1.718402676,1.581101844,3.224653075,3.377341617,4.911265908,3.841106755,3.881894709,1.608826637,5.291293998,2.111961501,2.367408442,5.177855853,4.231318925,2.932338808,2.135833599,2.097261426,2.12402791,1.985804318,1.625732355,4.948261518,4.198853985,5.383112863,4.944924268,5.747251922,7.025175919,2.596734483,1.994699961,2.81685155,3.356984033,1.836949317,1.85179523,1.630903304,1.506169053,1.745435905,5.090167337,3.580002946,4.058120029,4.966665103,2.532178782,1.912639654,4.801114655,2.612135332,5.879131618,5.346186639,4.191068126,5.182456662,3.976390914,1.97611915,1.617040178,4.122193295,3.540674316,5.662938154,5.031037045,6.459450116,3.699981708,4.600384336,4.212453195
s_Bacteroides_caccae,5.094934586,4.317460329,4.392717412,5.016275945,5.24345943,4.283802137,5.503468396,4.425101202,3.836700846,3.992476888,3.962332194,4.766557949,4.665939486,4.355040709,4.34716027,4.664475112,5.174722831,4.318484043,3.926740574,4.208095733,4.948736616,4.618182777,4.577901077,4.733696859,4.939848865,4.459595369,5.003242051,3.851401856,4.534311808,4.011821709,4.971199852,4.588621338,4.20237593,4.410002486,3.909027736,4.084884652,4.414869263,4.211882498,4.671967506,4.075861962,4.035872025,4.341027965,4.714248554,4.236090346,4.610553548,4.402542422,3.618263968,4.571062735,4.293510851,4.446042286,4.227030016,4.082952767,4.075747405,4.186723551,4.648461682,4.778367214,4.510991426,5.020603466,4.332432951,4.433212639,4.715029081,4.946282859,4.614940523,4.126187332
s_Faecalibacterium_prausnitzii,3.879413213,4.829684727,4.476782129,4.231722867,3.725782902,4.680484534,3.954994449,4.85785325,4.796804742,4.750681049,4.932914684,4.717659319,3.859107556,4.539726855,4.956558421,4.011389426,4.33612845,4.349235081,4.548907568,4.694008416,3.778549463,3.900878447,3.513862075,3.552981562,3.945226289,4.406044489,3.813947425,4.857047955,3.811778807,4.546083462,3.862954282,3.914842568,4.513373039,4.587113862,4.827588113,4.315633642,4.147232197,4.113359185,4.376783332,5.148255777,4.382190495,4.11474873,4.569657374,4.722224942,4.062911851,4.068517807,4.839323346,4.195537465,4.197391649,4.278169689,4.792701744,4.610270695,3.780819288,3.871069729,3.751561189,4.584827762,4.069718434,3.878669444,4.093642649,3.988291388,4.129064345,4.454677805,4.00223816,4.498662577
s_Lactobacillus_reuteri,4.673395516,4.096648784,1.773623193,3.693464043,4.467866721,1.757468271,4.349205996,4.441652677,4.637056977,4.609897149,4.887912973,3.712285825,4.71966082,5.426986157,4.006567866,5.436713858,4.209907687,2.536013465,4.975919468,4.358050141,3.691487651,4.313632954,3.661073054,5.085876566,4.320723378,3.438368757,4.369665653,3.716925094,5.006522477,5.02256428,5.710616026,5.190261981,1.282922802,3.08420057,2.967543674,4.430251963,1.968070489,3.062341365,2.596190047,1.238138404,2.039700041,5.33690548,4.407768486,4.1885742,1.684893928,4.379673834,4.258543905,4.964827339,2.888799237,3.833644668,4.633555527,3.564296747,4.546418298,3.89065949,3.844410474,4.100668248,5.407202406,5.047357219,2.821227739,4.564827266,4.737331277,3.242434908,4.614751524,4.59654295
s_Acutalibacter_muris,3.798541011,4.665115496,4.448702646,4.375677399,3.419901356,4.879273448,3.76969704,4.933244231,4.635614275,4.754576628,5.041170003,4.601711268,3.454031886,4.549749777,4.977838704,3.99077584,4.23659831,4.254016807,4.480389529,4.619517514,3.433088741,3.765514461,3.061179036,3.196434758,3.85148,4.649201383,3.572473597,4.918006263,3.695079615,4.679817709,3.660807821,3.579853126,4.338471517,4.596618222,4.977891359,4.349040348,4.004530029,4.168874534,4.133363661,5.163126087,4.137321158,3.964236411,4.481311383,4.699720542,3.803512276,3.867431424,4.964267491,3.973100827,4.148536593,4.216696076,4.909898484,4.784291745,3.566101062,3.647149112,3.463717384,4.54510293,3.972552948,3.623695377,4.026406931,3.820421657,4.059211674,4.298444835,3.767025134,4.3952452
s_Ruminiclostridium_sp._KB18,3.813834752,4.660851621,4.451503315,4.383617799,3.406627737,4.882033416,3.755236036,4.912624123,4.635182718,4.746232882,5.031515672,4.610091884,3.455490931,4.547418455,4.958439374,4.004402045,4.226718348,4.249183871,4.48497153,4.59818275,3.417992888,3.757642036,3.070637856,3.19465356,3.877043808,4.652787099,3.596977043,4.904080461,3.684872171,4.690180795,3.652986602,3.575136734,4.353816543,4.590855753,4.96676874,4.342711663,3.99093721,4.198185677,4.129106594,5.170673439,4.139757045,3.955984815,4.481078612,4.690918322,3.799695354,3.86602026,4.961676103,3.952802698,4.157652723,4.231084813,4.910969837,4.794051637,3.566650252,3.619513674,3.451586699,4.547798932,3.982606412,3.612333156,4.00508211,3.798070777,4.057904572,4.265487807,3.764403746,4.390240908
s_Prevotella_dentalis,4.627165171,3.879546611,4.178892032,4.442740018,4.781171866,4.00033205,4.639461206,3.438013038,3.849566885,3.484681248,2.76794295,3.739891562,4.501316042,4.078534538,3.138588881,4.504743927,4.30969122,4.217025908,3.815218518,3.887760842,4.645796107,4.53498303,4.850840373,4.69373462,4.64691909,4.185227861,4.724144352,3.121551887,4.663493148,3.982401919,4.649134022,4.601308048,4.210173669,4.085797692,3.967096213,4.491963965,4.563539473,4.556989904,4.339551929,3.688408101,4.392582619,4.449440222,4.239487147,3.775609449,4.576786598,4.552427477,3.084596585,4.591327069,4.495794207,4.396028577,4.078995149,4.240034683,4.683578101,4.722802012,4.745954149,4.012423237,4.620000563,4.676501165,4.701659049,4.663720807,4.593058806,4.236223024,4.651675713,4.224341549
s_uncultured_bacterium_BAC25G1,3.864466188,3.270799825,4.134070952,4.180208422,4.776415965,4.329688429,4.585886214,3.349243882,2.972574608,4.105230726,2.430883601,2.79096894,3.744105676,3.070823558,2.410565299,3.243975212,4.088427679,4.305421554,3.329045277,2.910143312,4.379405432,4.306850742,4.651152557,4.114119734,4.248467689,3.788815888,4.490109016,3.253336744,4.490544734,3.449687919,4.005862234,4.461332937,4.288046941,3.830253709,4.327104895,4.065002169,3.992918265,4.2222511,4.395394816,3.42617642,4.043608762,4.923503963,4.423109968,2.871438297,3.533431221,5.091249451,3.335071202,4.561834812,4.834517245,5.31831532,3.909061763,3.77470997,4.536532609,5.178092114,4.72624648,3.726213732,4.976660772,4.757992975,5.513152576,5.393196988,5.222225852,4.834257744,4.29785754,3.768362764
s_Lachnoclostridium_phocaeense,3.612552558,4.700642651,4.171660779,4.030896552,3.138587172,4.363375996,3.717552736,4.680182687,4.519855823,4.600284841,4.80498436,4.819038629,3.466568324,4.173117106,4.846807175,3.59125263,4.040648135,4.293706976,4.562059402,4.300274437,3.299794406,3.488702309,2.966607759,3.107920907,3.588949514,4.179105643,3.389175754,4.890832227,3.41041064,4.321145549,3.449993336,3.414099853,4.166602519,4.500516139,4.588365335,3.823396994,3.933870796,3.849003794,4.316873594,4.77203846,4.033832769,3.730211053,4.245629452,4.439421273,3.532246236,3.718172588,4.876663483,3.730168924,3.713867485,4.25066395,4.440763563,4.472333235,3.192024863,3.362954187,3.437195373,4.630813359,3.73230903,3.563549793,3.775541126,3.480189508,3.851359022,4.219562292,3.646137655,4.257476876
s_uncultured_bacterium_BAC10G6,4.490555784,3.575356127,3.983423291,4.258028547,4.460834789,3.688558724,4.111815031,2.905967086,3.513648089,3.246280959,2.273129313,3.397875139,4.481404383,3.675074057,2.498538872,4.277456386,4.085964327,3.949175646,3.569675843,3.693973613,4.338514839,4.174047267,4.787228135,4.534178285,4.393642546,3.939117502,4.420270244,2.730455799,4.479694242,3.670846555,4.283422723,4.445683694,3.879649279,3.676492093,3.779519376,4.269703281,4.23779467,4.212829554,3.919860878,3.240368501,4.177878985,4.289435375,4.013831498,3.659882383,4.519701803,4.347488962,2.523200244,4.294247152,4.400002429,4.050076997,3.760685725,3.824571532,4.4946022,4.491871175,4.484737919,3.718982453,4.286888861,4.477886515,4.277767188,4.229346247,4.192373117,3.740742313,4.33955036,3.86000055
s_Prevotella_intermedia,4.257880681,3.553641146,3.858772485,4.144730274,4.510647681,3.710342531,4.388769313,3.261435403,3.550124928,3.229563896,2.663913035,3.541539839,4.204906761,3.806668352,2.901681314,4.163444225,4.088847645,3.910902377,3.511484904,3.580876447,4.332700489,4.25109635,4.58097179,4.403655415,4.325091032,3.8606427,4.350035185,2.943401759,4.290906705,3.611837456,4.303176451,4.332966984,3.944844142,3.814576862,3.719756984,4.169733912,4.236375347,4.249016875,4.153420945,3.521350128,4.114020715,4.208822031,4.028946197,3.504945988,4.305028869,4.253604484,3.01512042,4.256526736,4.221573244,4.149211648,3.782944032,3.954211944,4.410297835,4.507602025,4.482277163,3.792691208,4.347752651,4.425553205,4.330819576,4.395339312,4.262931286,4.023734367,4.379845219,3.952233444
s_Intestinimonas_butyriciproducens,3.324174188,4.241612403,4.225538869,3.718476027,3.073006441,4.412155707,3.427482765,4.655366244,4.191492516,4.398613633,4.681652373,4.235391394,3.410766091,4.278994725,4.707862075,3.679401161,3.882197504,3.837670766,4.202711706,4.511129769,3.197851798,3.550159093,2.665933204,3.01422709,3.407628367,4.049853253,3.221527022,4.53346372,3.252279202,4.224409603,3.375115711,3.487866534,4.311158803,4.036998613,4.282532922,4.149149076,3.667892463,3.663349518,3.911533138,4.8590426,4.134787062,3.68861545,4.306291208,4.573042077,3.89014423,3.71941076,4.602025548,3.914187862,4.014452153,3.909126406,4.568131783,4.273255023,3.452348795,3.439505962,3.173326081,4.22449911,3.723840497,3.455609602,3.699621744,3.554836083,3.893702568,4.146950482,3.496337112,4.065900187
s_Bacteroides_salanitronis,4.281452213,3.470920561,3.812324276,4.123288857,4.517038355,3.618400775,4.392557897,3.497610941,3.573051909,3.382386082,2.688175333,3.492617197,4.22141844,3.784374272,2.996052451,4.055611132,4.287072424,3.830689177,3.467699903,3.521339524,4.29562773,4.403104237,4.568334259,4.296754018,4.239309575,3.733340389,4.319823144,3.034418612,4.208478526,3.510370861,4.210656647,4.149229229,3.866963254,3.794500947,3.796541537,4.130956631,4.174775138,4.163561464,4.231558626,3.72415995,4.108920831,4.159286812,4.069508906,3.509392072,4.271407077,4.40804006,3.03691711,4.142587112,4.232458803,4.096591237,3.751878088,3.997408852,4.391945913,4.494510228,4.399785371,3.780174125,4.289603681,4.371391028,4.295765864,4.501429696,4.149512138,4.207225497,4.253048714,3.827616071
s_[Clostridium]_bolteae,3.39807207,4.388120246,3.913205758,4.049635458,2.89547008,4.285507756,3.552916455,4.526997896,4.369925539,4.458086978,4.728919134,4.517651103,3.190545628,4.066473726,4.726287613,3.389357245,3.950708414,4.089356354,4.311126213,4.187859164,3.160535366,3.346963695,2.747203121,2.926345689,3.429410137,3.975663568,3.179360627,4.689441275,3.197589315,4.06051768,3.375469068,3.169925762,3.999095151,4.235181551,4.389249577,3.720697469,3.625212068,3.556999393,3.965688024,4.72683319,3.806886385,3.647568858,4.169376043,4.256984039,3.348136081,3.654884023,4.60454587,3.510670432,3.604645526,4.297774478,4.266257007,4.34408737,2.969244222,3.300509743,3.374254094,4.900325577,3.584700152,3.255910818,3.521391752,3.404463006,3.510802583,4.02693993,3.465361791,4.030717446
s_Bacteroides_cellulosilyticus,4.289944016,3.457698237,3.676577397,3.962068046,4.562599757,3.506997096,4.422271149,3.725080239,3.691176372,3.122929847,2.661875682,3.449679171,4.235151221,3.89894137,3.161946972,3.952333295,4.573443771,3.58618225,3.60876343,3.513616216,4.162318693,4.238317168,4.43214094,4.175625426,4.122757418,3.645631292,4.219883061,3.016357863,4.02640699,3.302207389,4.068292343,3.849449538,3.666788161,3.758306223,3.787315434,3.952519702,4.027195124,3.991959779,4.162004917,3.862677652,4.080518629,3.84631349,3.94235288,3.498493098,4.153598765,4.418769824,2.908178677,3.988928368,4.202078652,3.709690238,3.552495771,4.143304859,4.3032852,4.34334208,3.922103681,3.758826765,4.06926416,4.209462519,4.06181548,4.550613952,3.88688479,4.333194901,4.011379943,3.616976694
