,baseMean,log2FoldChange,Abs,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,Order,Family,Genus,confidence
960be8366f0574b960d18efa5b51f1a0,5.16451426705762,1.43106210024315,1.43106210024315,2.93809112553764,0.487072061109501,0.626207264835602,0.996455610681228,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus,0.8310776
b8893c29973bee2022caee67a51656f5,9.86252169127218,-1.43060733608676,1.43060733608676,2.57755466122282,-0.555025023371594,0.578877544688577,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.9020794
591ce37645e00a81740c7ebc1b1f5cb8,237.257694478803,1.42316880850365,1.42316880850365,1.55215598591018,0.916898057555154,0.359196061941992,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__,0.7803657
9b3375f969c6930226c273f796d1d231,40.599179787262,-1.38982400815733,1.38982400815733,2.09847756163438,-0.66230110512827,0.507778268728953,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira,0.7653772
18fbe7e4d6151e45082cf9213cb50ca9,22.1368942793878,-1.38506374578811,1.38506374578811,2.04894604813756,-0.675988392689546,0.499048014629444,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.9999852
73a412ea3d0c5350a33a98d34155acb4,76.4733690455226,-1.37847137682344,1.37847137682344,1.87474314560001,-0.73528546033556,0.462165661251632,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999998
088d98e657435b43a78f5154f4d4f353,25.1153883067385,-1.36834849361121,1.36834849361121,2.08430696928163,-0.656500464556248,0.511502168751834,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.922777
677076069aa21be705e7f9cb6c5e0579,199.922241597209,1.33100694490787,1.33100694490787,0.899064048040044,1.48043618005798,0.138756880597021,0.996455610681228,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Allobaculum,1
5a23a57447e89929f308254243c0be7d,2.81223248930548,-1.31587018697777,1.31587018697777,2.9745531399137,-0.442375753628644,0.658217321447371,0.996455610681228,k__Bacteria, p__Tenericutes, c__Mollicutes, o__RF39, f__, g__,0.9999972
1e13613ca465745db0658b91fad8e5ea,219.1068155425,1.30255983762015,1.30255983762015,1.83978837073664,0.707994385842657,0.478948743881342,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.9999998
6ea7bdb7d3293b48398394731ed84de2,26.3707443780731,1.26431210322597,1.26431210322597,2.87991965849273,0.439009504830309,0.660654649254929,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus,0.9682413
246d75fddaaf609d9e2ee0292360b064,1855.34698153592,-1.25973492060627,1.25973492060627,1.08380960351507,-1.16232123845427,0.245105002711453,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Clostridium,0.7352246
3a34da1ef8f5de3168ca1f642111adb4,108.35303625773,-1.24266979323019,1.24266979323019,1.80948631341022,-0.686752800516193,0.492238517761795,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,1
3412eb59af1e9c6bcd96d45c01e941b4,16.5088340570884,-1.24187513508657,1.24187513508657,1.28993354455011,-0.962743499720135,0.335676261019671,0.996455610681228,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__, g__,1
b9baf0846f02a440dd9ec7467ba08e4e,66.4671374821033,-1.22582292306069,1.22582292306069,1.88053955395791,-0.651846391893613,0.514500270601581,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira,0.9980518
6249bd8882df4a41fab65c3932d984a4,138.877058877186,-1.20914362327329,1.20914362327329,1.33307251031286,-0.907035149190431,0.364388210092669,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira,0.9899617
2df06c54f46d49fcdd8a9c5336193b19,113.196958636028,-1.1872847028338,1.1872847028338,0.741668532778369,-1.60082927933602,0.109414736703113,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__,0.9077482
5a1cbfd80223a2900dd7de2137d3abba,39.8854376366685,1.18315265019692,1.18315265019692,0.927904033466905,1.27508083543547,0.202280631884335,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__AF12,0.9999999
833bc9dbc2bcefcdd26cf58205e1d427,8.76771325355253,-1.13480644226815,1.13480644226815,2.0408010171353,-0.556059328048106,0.578170297855875,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.9982427
118108e102c809deccf452084c5b5748,215.429233025657,1.12997691994355,1.12997691994355,0.627975782062296,1.79939569680962,0.071956109800112,0.984066247133234,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Bifidobacteriales, f__Bifidobacteriaceae, g__Bifidobacterium,0.9996922
93baa8b438e977436b62b151379fb0e4,15.4077494016437,-1.11328109491963,1.11328109491963,2.56455447863047,-0.434103117791496,0.664213561548451,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Clostridium,0.9291074
33541adbf68c557a010e5b9a4a061144,86.3981895932262,1.09685675468661,1.09685675468661,2.56606721673168,0.427446618519855,0.669054058356227,0.996455610681228,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Allobaculum,0.9999999
36c7395784ef4aee8b64edeb937ba621,218.041356959198,-1.08444762250408,1.08444762250408,1.68414328520428,-0.643916483847477,0.519629592095974,0.996455610681228,k__Bacteria, p__Deferribacteres, c__Deferribacteres, o__Deferribacterales, f__Deferribacteraceae, g__Mucispirillum,1
ec80a1891cfa84607cf8a35946fad94e,73.4829670802663,-1.07496093868697,1.07496093868697,1.73856494932737,-0.618303583713028,0.536375240020382,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__,0.9674034
5f8cbcddb49bdba260c959e8ce281035,41.8233490484685,-1.06770550771155,1.06770550771155,1.88489224869205,-0.566454399954395,0.571084923084187,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__,0.8693975
c324caeb0754925f72cabb5aabfc2994,30.285140810864,-1.03239246580753,1.03239246580753,1.62895146867695,-0.633777301325036,0.526226168658593,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__,0.9736561
1f60cf63894a72e2d9b7e25264848df9,71.0165014342101,-1.03184833409558,1.03184833409558,1.05462033534058,-0.978407394128572,0.327872872615421,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus,0.9186461
fc52772ee8b2f7282968b41dfb276e78,109.835240229382,0.924940638230629,0.924940638230629,1.23478786865718,0.749068452734715,0.453815948211849,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira,0.9997993
5a18dfbc825b73bc102e9db37e6b1e33,16.4085255639027,-0.914814414015604,0.914814414015604,1.23512309448879,-0.740666592744947,0.458895619911468,0.996455610681228,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__YS2, f__, g__,1
3e3c812fe6a574d495c314f848dba08f,15.1004311715302,-0.910920021862877,0.910920021862877,2.8736133456245,-0.316994637865908,0.75124767096813,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira,0.9658721
add6feb7ab50d5292ffdc30d3d8cbcb7,113.617662959297,-0.892086658626302,0.892086658626302,1.11039086480214,-0.80339877326464,0.421744283851112,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.9916766
048dc38c4a9a224153a8666a4cbb07d1,8.2498861920081,0.889419001689627,0.889419001689627,2.6321227425916,0.337909394306552,0.735431467921584,0.996455610681228,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__,0.825434
72dd9669fadde468973b64f4ac75d836,100.446637827295,0.874817163569594,0.874817163569594,1.47404888371122,0.593479071987803,0.552860584730016,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.9862407
83d51edab438aa08f5a4ac383bcccdca,65.2106998065739,0.827304394862638,0.827304394862638,2.63442166678182,0.314036437406493,0.753493364558329,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus],0.9959905
203f2e54a253f4f3ac6d67b49d88178f,86.2970049532005,-0.818664131609292,0.818664131609292,1.74760289016696,-0.468449746916521,0.639463000044746,0.996455610681228,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus,0.8766819
4ea69d06f616277af82c80f0146d0786,229.223403745494,0.812487656079806,0.812487656079806,0.552495168393885,1.47057875355132,0.141405073282914,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999999
f928badee096dda7b52c11f480b71f1b,39.6335358141451,-0.773515582751341,0.773515582751341,2.37707490199273,-0.325406482607213,0.744873449862015,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__,0.9997185
b9c08a80084a5817a32ad811704367c4,767.454249474173,0.766606294922632,0.766606294922632,0.814334647604666,0.941389755646005,0.346505161477611,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9997594
d3387612b080ee68341de8caf841d96b,18.9955647937707,0.764810830629164,0.764810830629164,2.56038572353537,0.298709223223256,0.765161919073091,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.9999711
73aa97f3b058b466b033a316de6ce38c,64.7519877836522,-0.753540844125776,0.753540844125776,1.36106844228309,-0.553639200437097,0.57982579258812,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides,0.9999882
e19798f8cfd40879dd24a317312bde7b,332.058023887036,0.685291606118069,0.685291606118069,0.649714651573871,1.05475781476994,0.291536102583927,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella,0.9999863
f901b3059aaee1d17e782c63cb0088b4,81.8042922103145,0.651932151924656,0.651932151924656,1.8934210069174,0.344314417946614,0.730609842493918,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__,0.8742046
0dc8ff6ef37c4d1cfa0798861e3f58c8,165.739912781131,0.636078588564765,0.636078588564765,1.37417749154814,0.462879498810713,0.643450743259565,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__,0.9242374
bc3d4362a4202a212746fb992ef35d51,608.756334981716,0.602689767143095,0.602689767143095,0.80123706189667,0.752199062929542,0.451931357090044,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999924
f72e816ab95edefeb88a3c1c60300aad,34.6762904406111,0.594734677754102,0.594734677754102,2.4032387584378,0.247472156341512,0.804542837477065,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.9997635
1c3c9d6517e77758bd0159dcc8fff029,85.9206773009336,-0.587088863901754,0.587088863901754,1.87770621773247,-0.312662789502143,0.754536868778065,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__,0.787222
9f23815a5dbdd2e02f55dec92a674bf8,72.732287890375,-0.58031304667477,0.58031304667477,0.741140914036835,-0.782999610038973,0.433627341045092,0.996455610681228,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Desulfovibrio,0.9999985
33a9575abe0f4d7e545807b49883144a,27.8796994342196,-0.574170007747856,0.574170007747856,2.33727506524736,-0.24565786726822,0.805947089877515,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira,0.9539173
439e4f84c2a2e0c0f39e67ceabe0632a,401.766200399059,0.553789209573348,0.553789209573348,0.434399026422062,1.27483989578578,0.202365916421983,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999999
2dba09cb8ca324253d1b60c9e3981d72,85.5262938589015,-0.547129515753995,0.547129515753995,2.29820511110422,-0.23806818334466,0.811828211364821,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,1
620eac36793683fa6c6b25fd6f3092a7,27.3434941135073,0.546295750359848,0.546295750359848,1.66824658071932,0.327467028359977,0.743314676995203,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.8136249
873c1280be0a6a5fa414a0ec645ef9c2,109.237695272537,0.543180195395848,0.543180195395848,1.2484146977918,0.435095963189657,0.663492773450424,0.996455610681228,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__Akkermansia,1
4c7ad9177b8f808b98713da6557b7bf1,672.896432813824,-0.541596015758289,0.541596015758289,0.541926811272226,-0.999389593747612,0.317605998906465,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999998
40ce0b5652461edd363e325f756fdfb9,93.955314341747,-0.529158644100347,0.529158644100347,0.765023796315765,-0.691689129996599,0.48913257474082,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__,0.9999404
08f9ee9ab61ac07023b6e9a1638081c6,31.7235493049569,-0.526768407207426,0.526768407207426,2.33770019623425,-0.225336169306905,0.821717764077216,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__,0.9185454
776bd5b68e8441f5adadc9f9323023d4,21.0393497813761,-0.521338926913186,0.521338926913186,1.41180574223879,-0.369271006141726,0.711925734484926,0.996455610681228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Dehalobacteriaceae, g__Dehalobacterium,0.9999933
fda15647e16223e912cd5922cb49be9e,169.552566515182,0.498381662582486,0.498381662582486,0.493019769057504,1.01087561566797,0.312075966153649,0.996455610681228,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999914
