"OTUID","Kingdom","Phylum","Class","Order","Family","Genus","confidence"
"3e3c812fe6a574d495c314f848dba08f","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__Oscillospira",0.96587209694095
"78294016c5c6f7fa870eb7c560b342a8","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae"," g__",0.916652023183069
"cfa254e6f89c8a920b595d0a3c1903b5","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__Ruminococcus",0.999000689337696
"cb34fc9f52c23e9b0d7569a51f88aa4b","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__"," g__",0.990717856715215
"5f8cbcddb49bdba260c959e8ce281035","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae"," g__",0.869397542927372
"a3dcb19f8e0a941607e4a9ee79d731cd","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999999477191631
"034db5f6931e0f3bbc3b3fc7ece070ef","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Porphyromonadaceae"," g__Parabacteroides",0.992316820435824
"9a382f15c0c2cc6377403c712f668034","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales",NA,NA,0.998446002754057
"776bd5b68e8441f5adadc9f9323023d4","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Dehalobacteriaceae"," g__Dehalobacterium",0.99999327680006
"d3387612b080ee68341de8caf841d96b","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales",NA,NA,0.999971145094459
"b7a58e4ed24530569a7b51da3f47e5f8","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__Clostridium",0.751924352296297
"66e8f1d4cc50aeaf934e9c61a4592209","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999681830615365
"e55a23799f1d2e1c4a6bd09dfeef818a","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae"," g__Coprococcus",0.880980268141472
"3e074de067ed0ac2f1f18e9d78aa5e5a","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__"," g__",0.808528769247158
"78bd4f10a55dea9609f3a8df20c20cba","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Porphyromonadaceae"," g__Parabacteroides",0.997421866365771
"960be8366f0574b960d18efa5b51f1a0","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Enterococcaceae"," g__Enterococcus",0.831077620555947
"4e933712b85bcbfbf13b99881e591140","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__"," g__",0.870595211809416
"d1824d652b46dd547a8893772c2e460e","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__Clostridium",0.924952321716085
"048dc38c4a9a224153a8666a4cbb07d1","k__Bacteria"," p__Actinobacteria"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__",0.82543404165916
"ea50100bdb928864bf57323a91b085e7","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__",0.999410163426537
"f04a9cacfbff7f4e852eaefc7d7517fa","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__",0.977025354364595
"833bc9dbc2bcefcdd26cf58205e1d427","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales",NA,NA,0.99824273107181
"c2324ae27caa7b6227cd290adb9b7dd7","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Rikenellaceae"," g__Alistipes",0.996684101546093
"73c0a862e965920b132e83a4ef28af02","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__"," g__",0.883895265355501
