,baseMean,log2FoldChange,Abs,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,Order,Family,Genus,confidence
e6b01b0ad4ed8bce1f814c169cbc3a0f,22.6273902460876,-23.6233031321735,23.6233031321735,2.97524206579778,-7.93996004686062,2.02246389261463E-15,3.07414511677424E-13,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus,0.9041309
7c08724b21752e0ddb401a5a9a78554e,30.1447858091514,23.0001621164273,23.0001621164273,2.97495973882941,7.73125155820676,1.06494344402779E-14,8.09357017461122E-13,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999994
a94ae003db4efaa9f3379eeef09d600a,5.85401031860169,20.7196525587473,20.7196525587473,2.97826534286806,6.95695318362546,3.47710441007965E-12,1.76173290110702E-10,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,1
a768ef445da67c4bbf1c83a6aef3d643,16.9213337867816,7.44925342352791,7.44925342352791,2.97558468919807,2.50345871538125,0.012298602794055,0.372392816140328,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999578
f0238022104202ef0f46df5eee21eaf6,13.7294318384409,7.14715359802253,7.14715359802253,2.87171353904684,2.48881147121477,0.012817091211073,0.372392816140328,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999999
51e8edf671ca50b4fbc43f4c3ec9f50c,13.3061799037267,7.10167702432997,7.10167702432997,2.97597284266184,2.38633798081905,0.01701710378929,0.372392816140328,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,1
1552406084b0c0c1f3c2e5dd59265a9b,13.2239086134962,7.09320659014694,7.09320659014694,2.97598351594174,2.3834831584752,0.017149669164357,0.372392816140328,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999999
fcb584478e8e461079485a33b813844f,19.5673452199742,-6.61304983686022,6.61304983686022,2.96542084083429,-2.23005441446878,0.025743830637257,0.489132782107876,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella,0.9999222
49d0d7e93b41e4ce4b94977c249ae7ef,8.4740133526162,6.45077114701962,6.45077114701962,2.97700565547572,2.16686560039094,0.03024510360453,0.510806194209832,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999994
c9573ca9f79a60bebe180aa0e6b690cc,6.52083638262188,6.0727401194341,6.0727401194341,2.9778567627627,2.03929893316969,0.04142020206156,0.620781298098869,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.999948
f3cd6871041f059c8b3608e62a69b19b,5.63391280361377,5.86308541883087,5.86308541883087,2.97843378568985,1.96851293018518,0.049009049849911,0.620781298098869,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999994
e2ef7cb559b4796a5ecbf979b2c6c47c,6.90855269858211,5.78480442430848,5.78480442430848,2.91332839068184,1.98563417801129,0.04707395854592,0.620781298098869,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__,0.9999455
add6feb7ab50d5292ffdc30d3d8cbcb7,4.66371919046703,-5.73937011721729,5.73937011721729,2.97940389789856,-1.92634846227643,0.054060878015912,0.632096419878353,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__,0.9936778
