"OTUID","Kingdom","Phylum","Class","Order","Family","Genus","confidence"
"d08ea27f7d751d71aef662d24ca84d62","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999941780517564
"12a99a655ea1b8de195d606164510143","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Lactobacillaceae"," g__Lactobacillus",0.90695677941997
"add6feb7ab50d5292ffdc30d3d8cbcb7","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__"," g__",0.993677815656712
"3e5c8bf7fcc6ac8b3583d8ea5c5ed52b","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999956540766459
"2fcfa1edfa38d4a8f337248ce5667dc5","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999950067659838
"a2c4afd5213886bde2df4b720b55f0b1","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999999063274755
"f6ab9905c1ae9135e96bfbf1df42f1a3","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999948021326841
"578d787ea76ac5f3e84a3dbf6ec1e94f","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Lactobacillaceae"," g__Lactobacillus",0.879581809263534
"42264f85b88d55214c083f2afc749190","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999938945083659
"51e8edf671ca50b4fbc43f4c3ec9f50c","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999999995243272
"7fdcb69d17695ed0f869fde7ea0a45e4","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999999995020048
"c7378e96ee51ba53a0f9238c791bb6f1","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Prevotellaceae"," g__Prevotella",0.999933100899956
"bd76b3bf06c313c1ff0c28a27411f377","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999965457630709
"1d50ba1b3f738ce7d2054ef0c39dc0d5","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999998633818317
"53cff25bf22ec0f1bf93f5d87888eb3a","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Bifidobacteriales"," f__Bifidobacteriaceae"," g__Bifidobacterium",0.999476182655082
"c5a61c5fb97d83ce12aeea183f56628f","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Bacteroidaceae"," g__Bacteroides",0.951106332998793
"c3e4bcdf3c0c098f667e70290a45333c","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999941503838423
"b96beaf149285190892f2b812436d6e1","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999955070040171
"4b97cbe0d243e108b5870789059ed0d7","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999999996134605
"6e70fa72e2dfa67e83ae0b2ccfb64afa","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999955019225831
"f98d979df04d330a67fb4e5b98ca104d","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Prevotellaceae"," g__Prevotella",0.999961167958742
"689c12390c09b9a29cf4fb872b49edd9","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__"," g__",0.990494824589566
"fb4ab06d1dfa87af3bbfa3cdfa43065e","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999999987062211
"5b11801bb8adfc9ff5e1a1960d96bc16","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999970570455669
"4b28010a343b8f259cd4e8f4c91672c8","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999783794548754
"c00da10f7b1c5103b343824f9ff5937b","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Bifidobacteriales"," f__Bifidobacteriaceae"," g__Bifidobacterium",0.999628220751265
"f969f77024f652bdd33ca8aa4d348a91","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999920754331671
"7db509e298401edfc42514f0e35a48bd","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999947240806411
"31104eba47b7c647b4712e33dfeb786b","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999999889400889
"e2ef7cb559b4796a5ecbf979b2c6c47c","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__",0.999945523217038
