,baseMean,log2FoldChange,Absolute,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,New,Order,Family,Genus,Species,Rank1
denovo487024,3.77834061930322,-4.3096817553893,4.3096817553893,1.2774194511612,-3.37374051371436,0.000741542339553,0.641936303034961,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo283443,1.90909296150879,-4.16089248350462,4.16089248350462,1.39109511634799,-2.99109128815586,0.002779823785033,0.853873233602399,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo416795,1.45932946508639,3.82092497817617,3.82092497817617,1.38797564836944,2.75287609164101,0.005907425017251,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo88186,3.88941764199715,-3.80199123794834,3.80199123794834,1.1620671036709,-3.27174844373279,0.001068846319554,0.641936303034961,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo558536,6.95736221908431,3.79403563891839,3.79403563891839,1.18047228131381,3.21399807430955,0.001309005511898,0.641936303034961,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo443667,1.17271075097939,3.5083857683363,3.5083857683363,1.38074347325463,2.54093959978423,0.011055501635759,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo443468,2.62409737580954,-3.42403438967002,3.42403438967002,1.25350349868536,-2.73157146610365,0.006303306866453,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo24936,2.49831710409385,3.41396283479781,3.41396283479781,1.34400274157594,2.54014573719894,0.011080628577466,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo478740,1.71861829632278,-3.30801126513678,3.30801126513678,1.25777722380565,-2.63004545043975,0.008537345343075,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo185528,1.32287444087586,3.30707389698458,3.30707389698458,1.41608246199612,2.3353681623335,0.019524196145291,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo353230,21.4039398854381,-3.28704798205131,3.28704798205131,1.2060678275127,-2.72542547530704,0.006421867212873,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo308772,1.25656079448341,3.18408740468592,3.18408740468592,1.35357537986267,2.35235322099975,0.018655050661976,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo43926,2.75402521517754,3.16190995343677,3.16190995343677,1.17491581490878,2.69118000908198,0.007119976562472,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo250190,0.732253627482783,-3.1377979504294,3.1377979504294,1.54431541057486,-2.03183749183813,0.042170110298326,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo81639,2.0583621936112,3.10126255918523,3.10126255918523,1.11561846500376,2.77985947388813,0.005438242624685,0.998284128402948,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo412257,2.69678497426351,3.08233335968048,3.08233335968048,1.38932182591592,2.21858845242602,0.026514735872772,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo560431,0.85178242889561,3.05238172370931,3.05238172370931,1.20058931173139,2.54240287988855,0.011009319242353,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Clostridiaceae,G_Clostridium",Clostridiales,Clostridiaceae,Clostridium,NA,NA
denovo132219,0.770500848994126,3.01515616582316,3.01515616582316,1.54003111759232,1.95785405332396,0.050247140630377,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo369807,3.61065604683379,2.99775968075701,2.99775968075701,1.24934173698701,2.39947133118805,0.016418765455646,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo262585,1.01098516806363,2.92114237853245,2.92114237853245,1.14719569486062,2.54633310743671,0.010886125219976,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo422446,2.79437320492679,-2.91708834842302,2.91708834842302,1.46494202370917,-1.99126538880841,0.046451718440772,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo564490,0.723686580876384,2.90174031322203,2.90174031322203,1.26238680125057,2.29861426810504,0.021526852619238,0.998284128402948,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo12320,0.722216281771878,2.84398671386426,2.84398671386426,2.90898925165733,0.977654596779264,0.32824518468505,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo150598,27.0425210068667,-2.82826806934147,2.82826806934147,0.847250464927278,-3.33817234267819,0.000843314254427,0.641936303034961,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,NA,NA
denovo255803,7.92276564191485,2.82737917044889,2.82737917044889,0.992612886428618,2.84842077823681,0.004393679069396,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo304092,0.916232246544922,2.81607399847026,2.81607399847026,1.26588874112613,2.2245825458287,0.026109275435148,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo239422,31.0561872816367,-2.80827252380864,2.80827252380864,1.32123196451003,-2.12549544610062,0.03354529365441,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo486687,3.70110300457754,-2.79738029270525,2.79738029270525,0.935445316037469,-2.99042631861679,0.002785883307023,0.853873233602399,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo473602,6.02841122519026,-2.75665525316954,2.75665525316954,1.17928049238716,-2.33757386047264,0.019409365256724,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo88206,0.913161046992734,2.71819057466821,2.71819057466821,1.37654131092289,1.97465237919072,0.048307610542034,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo179995,0.789956688787545,-2.71282342219755,2.71282342219755,1.42504898370363,-1.9036702971059,0.056953137180834,0.998284128402948,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_NA,G_NA",Bacteroidales,NA,NA,NA,NA
denovo351949,7.08788002060881,2.69519106386581,2.69519106386581,1.27219741336095,2.11853210481346,0.034130028916265,0.998284128402948,Bacteria,Firmicutes,Bacilli,"O_Turicibacterales,F_Turicibacteraceae,G_Turicibacter",Turicibacterales,Turicibacteraceae,Turicibacter,NA,NA
denovo239401,2.04492250549313,-2.6890438877909,2.6890438877909,1.21025877315713,-2.22187514557416,0.026291744516081,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo422918,0.626975575167804,2.68367524980737,2.68367524980737,1.81261778932261,1.48055219672663,0.138725941798768,0.998284128402948,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo114707,1.88660106181925,2.68108000583337,2.68108000583337,2.05585122903894,1.30412160567023,0.192192123374014,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo282794,1.10940420835947,2.6671641333156,2.6671641333156,1.1341262086986,2.35173485354522,0.018686089399139,0.998284128402948,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo555060,349.139422596095,2.64399349850071,2.64399349850071,1.02171284221526,2.58780489904389,0.009658967124966,0.998284128402948,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo229009,0.508394020627999,-2.61913938590368,2.61913938590368,1.88111168739147,-1.3923359274513,0.163820696862194,0.998284128402948,Bacteria,Tenericutes,Mollicutes,"O_RF39,F_NA,G_NA",RF39,NA,NA,NA,NA
