,baseMean,log2FoldChange,Absolute,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,New,Order,Family,Genus,Species,Rank1
denovo247345,97.4182588129444,0.617895537837542,0.617895537837542,0.465486037712161,1.32742013245868,0.184369743606408,0.482026920031211,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo217664,18.6591007854405,0.615859860093399,0.615859860093399,0.972225184696784,0.633453925888037,0.526437259435596,0.780649252724622,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo376041,18.6214859516837,0.61535936512854,0.61535936512854,0.977074557570088,0.629797757357322,0.528826913136034,0.780649252724622,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo187150,140.471990101576,0.609881982561797,0.609881982561797,0.937255890345317,0.650710215688371,0.515233567451543,0.776428362062395,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo533959,40.9868617040377,0.607587248290314,0.607587248290314,0.653101701179316,0.930310313375673,0.352210439481892,0.648592522128711,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo417965,9.64675658955846,-0.601342608218665,0.601342608218665,0.790128514887409,-0.761069366423706,0.446615636443352,0.719849701856686,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo487383,2499.30720817279,0.594786564083549,0.594786564083549,0.520890244499044,1.14186543204619,0.253509959295987,0.569687250742438,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_[Paraprevotellaceae],G_CF231",Bacteroidales,[Paraprevotellaceae],CF231,NA,NA
denovo101287,13.5277377692592,-0.556215987619006,0.556215987619006,0.688785171216944,-0.807531884921804,0.4193601121942,0.705379862485045,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo578239,21.242296424807,-0.553329317785538,0.553329317785538,1.28080545926444,-0.432016676524249,0.66572929270548,0.854812168740173,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo49754,27.2792982831305,-0.550552181574774,0.550552181574774,0.809472188607459,-0.680137241678301,0.496417565478221,0.758609941611085,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo175851,11.8465352395346,0.549098947943642,0.549098947943642,0.555479043477566,0.988514246200935,0.322900860888934,0.633464191920077,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo320902,527.026899685732,-0.546478303232533,0.546478303232533,0.730923928021092,-0.747654143314301,0.454668797581803,0.719849701856686,Bacteria,Firmicutes,Bacilli,"O_Lactobacillales,F_Lactobacillaceae,G_Lactobacillus",Lactobacillales,Lactobacillaceae,Lactobacillus,NA,NA
denovo12325,7.53453840179376,0.543644217750166,0.543644217750166,1.1249060475362,0.483279664947015,0.628897176709085,0.84764402078181,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo206486,10.499200454842,-0.54014411149698,0.54014411149698,0.592407814228431,-0.911777492672813,0.361885860879088,0.649596174443387,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo358325,13.6949591519708,0.532554126410356,0.532554126410356,0.66893029636346,0.79612798120448,0.425957651980233,0.705593973127561,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo391951,59.5248909901053,0.515138500673301,0.515138500673301,0.510132525272106,1.00981308807652,0.312584848408076,0.633464191920077,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_NA",Bacteroidales,Rikenellaceae,NA,NA,NA
denovo48459,92.1714971601871,-0.502898931574459,0.502898931574459,0.588160285940839,-0.855037212806721,0.392530546881159,0.673134217240901,Bacteria,Proteobacteria,Deltaproteobacteria,"O_Desulfovibrionales,F_Desulfovibrionaceae,G_Desulfovibrio",Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,NA
denovo150598,50.7712528586994,0.499773399097898,0.499773399097898,0.855490989806937,0.584194813332498,0.559089250681786,0.798173469723339,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,NA,NA
denovo557919,23.2922607099627,-0.497807515119064,0.497807515119064,0.661106008026776,-0.752991969631142,0.451454739632809,0.719849701856686,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo422039,62.7787866077574,0.489816119841492,0.489816119841492,0.510264394352812,0.959926119208739,0.337092399618372,0.648592522128711,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo329043,12.4011367150811,0.470772922300262,0.470772922300262,1.04136545952016,0.452072726242703,0.651216591038199,0.852504385399741,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,flavefaciens,NA
denovo389382,16.807038092332,0.467155476481883,0.467155476481883,0.887036869248359,0.52664719210345,0.59843861361137,0.827892193386113,Bacteria,Proteobacteria,Betaproteobacteria,"O_Burkholderiales,F_Alcaligenaceae,G_Sutterella",Burkholderiales,Alcaligenaceae,Sutterella,NA,NA
denovo163446,87.6664335451179,0.463772550298333,0.463772550298333,0.612449146823571,0.757242544468647,0.448904565823078,0.719849701856686,Bacteria,Proteobacteria,Betaproteobacteria,"O_Burkholderiales,F_Alcaligenaceae,G_Sutterella",Burkholderiales,Alcaligenaceae,Sutterella,NA,NA
denovo102391,13.5310521726195,-0.453793640723366,0.453793640723366,0.883792937494528,-0.513461492473372,0.607628540528081,0.834527805661984,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo155111,334.059156494996,0.451893570155878,0.451893570155878,0.444462729264391,1.01671870418423,0.309287265257675,0.633464191920077,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo306366,92.5063819268779,0.443681451369293,0.443681451369293,0.476516376113104,0.931093816729568,0.351805036812157,0.648592522128711,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo379803,106.088871998405,-0.443372097453352,0.443372097453352,0.95283432716414,-0.46531919013973,0.641702894277504,0.852504385399741,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo539772,80.6185865491423,0.441937641592744,0.441937641592744,0.518421094597642,0.852468478227611,0.393954127140988,0.673134217240901,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_NA",Bacteroidales,Rikenellaceae,NA,NA,NA
denovo484746,30.6988729387449,-0.438861594399375,0.438861594399375,0.797298243796937,-0.550435922584508,0.582020415483062,0.822351193861519,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo573775,12.0413730785383,-0.435536056458536,0.435536056458536,0.705624967141277,-0.617234475450945,0.537080079093034,0.782190450759653,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo511939,29.9303762943113,0.429662668473378,0.429662668473378,0.574674527942862,0.747662629160585,0.454663677800373,0.719849701856686,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo488767,189.854668461173,0.427912161442792,0.427912161442792,0.36032432802311,1.18757499331365,0.235000894728327,0.537855953962834,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo367795,15.7855562513391,-0.42321889913137,0.42321889913137,0.60379793807128,-0.700928029802923,0.483347930823805,0.749189292776898,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo408582,109.118477105067,-0.42141178272659,0.42141178272659,0.543800172910131,-0.774938669973966,0.438375900528107,0.719849701856686,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo523237,41.5175672655206,-0.41774952517425,0.41774952517425,0.794404290097254,-0.525865142449202,0.598981909500552,0.827892193386113,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo365307,10.001932953963,-0.414331450030362,0.414331450030362,0.931963778705349,-0.444578919800871,0.656624084272139,0.852504385399741,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo78499,12.3679218684964,0.413593284150552,0.413593284150552,0.515729962357212,0.801957059582439,0.422577797802101,0.705379862485045,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo582152,18.659818862448,-0.407775697314917,0.407775697314917,0.824818181670787,-0.494382527418236,0.62103605133623,0.847577504024918,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo487681,32.4956441121545,0.406570575615411,0.406570575615411,0.594499778745829,0.683886840922164,0.494046624087019,0.758609941611085,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_[Ruminococcus]",Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus,NA
denovo180181,77.1030534978546,0.401394277400531,0.401394277400531,1.06698164918525,0.376196045833626,0.70677115484586,0.871416707963361,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo19478,8.98880475397041,-0.39959203513876,0.39959203513876,0.82408637372767,-0.484890962741256,0.627753693321536,0.84764402078181,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo379438,24.0432218381411,-0.387429000787029,0.387429000787029,0.59518818538494,-0.650935301305516,0.515088252369414,0.776428362062395,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo593998,126.600969333408,0.384304355053433,0.384304355053433,0.65643202444599,0.585444251257813,0.558249041630628,0.798173469723339,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo470134,10.5631444692601,0.377634145510896,0.377634145510896,1.00010395089677,0.377594894183028,0.705731558228206,0.871416707963361,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo523744,19.6049029807019,0.37135843796941,0.37135843796941,1.29219141396078,0.287386554311745,0.773816355284735,0.908387012169294,Bacteria,Firmicutes,Erysipelotrichi,"O_Erysipelotrichales,F_Erysipelotrichaceae,G_Allobaculum",Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA,NA
denovo401200,11.4300374251657,-0.369005908644369,0.369005908644369,1.00085120796563,-0.368692075013254,0.712357256473658,0.873341947202169,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo193692,12.2946228525097,-0.36526962839435,0.36526962839435,0.800648743040801,-0.45621707592656,0.648233887346501,0.852504385399741,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo436809,311.818218416318,0.353603139821264,0.353603139821264,0.476233345092191,0.742499750312134,0.457784603024068,0.719849701856686,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Prevotellaceae,G_Prevotella",Bacteroidales,Prevotellaceae,Prevotella,NA,NA
denovo87239,13.1455929508679,-0.349022352095699,0.349022352095699,0.487090097059317,-0.716545777060206,0.473654411973325,0.739446096390011,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo317476,23.1783990202266,-0.334803685919915,0.334803685919915,1.22864475448533,-0.272498364313745,0.785238848794166,0.908387012169294,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo307226,7.94986567669853,-0.333705239971744,0.333705239971744,0.724739387260284,-0.460448605164461,0.64519425365685,0.852504385399741,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo87569,75.7273859617937,0.329721593055012,0.329721593055012,0.811602072697498,0.406260166338814,0.684551450307579,0.868699793665174,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo544721,15.7286538060173,-0.317792481941935,0.317792481941935,0.579777953803696,-0.548127916656753,0.583604073063014,0.822351193861519,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_NA,G_NA",Bacteroidales,NA,NA,NA,NA
denovo406602,39.7365783369625,0.306104914404048,0.306104914404048,0.851424916407115,0.359520738124231,0.719205566666608,0.874755532208833,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo584895,8.43145188571859,0.301903767830841,0.301903767830841,0.503123388220734,0.600059100608514,0.548466848644905,0.793448707706296,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo189190,22.9181822233199,-0.293270621024379,0.293270621024379,0.66082855008663,-0.443792298298754,0.657192757168455,0.852504385399741,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo525448,36.2373247259072,-0.274102341962633,0.274102341962633,0.841432789718882,-0.325756668045001,0.744608465768922,0.887802401493714,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo181070,29.3612829375378,0.271235362479589,0.271235362479589,0.650473022778821,0.41698172403964,0.676691775590703,0.86377714884225,Bacteria,Proteobacteria,Alphaproteobacteria,"O_RF32,F_NA,G_NA",RF32,NA,NA,NA,NA
denovo209869,17.8360510976777,-0.266413665560949,0.266413665560949,0.811953946012847,-0.328114256811228,0.742825274815712,0.887802401493714,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo38373,12.4234031024613,-0.246781272958993,0.246781272958993,0.741176230410201,-0.332958968236762,0.739165256204608,0.887802401493714,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo214147,9.25315478846606,0.244975148365963,0.244975148365963,0.628749655847197,0.389622715635329,0.696815552396274,0.869017096953974,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo478754,17.1586384229905,-0.244209553510395,0.244209553510395,1.24957797632407,-0.195433624901741,0.845053495226199,0.950137867689561,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_[Odoribacteraceae],G_Odoribacter",Bacteroidales,[Odoribacteraceae],Odoribacter,NA,NA
denovo349219,16.5055526384076,0.240090506561585,0.240090506561585,0.607911677412392,0.394943073940516,0.692884900196158,0.869017096953974,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo159918,14.4609717026262,0.215888849546017,0.215888849546017,0.798932205082724,0.270221738681398,0.786989669529158,0.908387012169294,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo353430,32.4982628167405,-0.199264736002105,0.199264736002105,0.559170212777858,-0.356357923667274,0.721572535785166,0.874755532208833,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo474098,13.6972079384442,0.186323273305328,0.186323273305328,1.21439248866059,0.153429204351249,0.878059815793194,0.957482311694086,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo317364,12.7226519262045,0.17926694049052,0.17926694049052,1.1601274435629,0.154523489195263,0.877196991940899,0.957482311694086,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo488023,34.6651307276668,-0.169229000378648,0.169229000378648,0.587742688971223,-0.287930421856653,0.773399999283394,0.908387012169294,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo62644,26.256916884815,-0.166634868973796,0.166634868973796,0.425069832180204,-0.392017631830322,0.69504518608734,0.869017096953974,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo552610,19.6737701319797,-0.162597659490637,0.162597659490637,0.745861735672009,-0.217999733347548,0.827429319187647,0.940063676773399,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo500582,21.9235105575816,-0.160881765745819,0.160881765745819,0.992489875527713,-0.16209915054325,0.871227775118555,0.957482311694086,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo409198,32.4720767561819,0.157656802973744,0.157656802973744,0.645244949054781,0.244336361260472,0.806970324478514,0.926521483660516,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo470360,169.838077923811,0.143568332261962,0.143568332261962,0.514063252061101,0.279281453568865,0.780028838165679,0.908387012169294,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo433965,39.9551571961185,-0.139713854004149,0.139713854004149,0.962692742676832,-0.145128188684237,0.884609662543268,0.959801483859445,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo450346,107.528211775341,-0.133016149340459,0.133016149340459,0.469545006361488,-0.283287326110021,0.776956591836346,0.908387012169294,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo303675,7.6322227625476,-0.131621378826571,0.131621378826571,0.647775226406458,-0.203189892822457,0.838986612420301,0.948229660912527,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo362736,13.1240538988135,-0.129850048197504,0.129850048197504,0.730234082426588,-0.17781975851635,0.85886452959038,0.957482311694086,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo327915,15.7953329777295,0.105165728143044,0.105165728143044,0.45401363755403,0.231635614977599,0.81682104296914,0.932895612233176,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo307202,12.7504357993276,-0.101287286428696,0.101287286428696,0.623073420468924,-0.16256075624678,0.870864287875011,0.957482311694086,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo271540,8.61667487982763,-0.094564434777334,0.094564434777334,1.31571713327572,-0.071872921911337,0.942703039488066,0.99472731924934,Bacteria,Tenericutes,Mollicutes,"O_RF39,F_NA,G_NA",RF39,NA,NA,NA,NA
denovo506625,78.5235259575517,-0.09442564815134,0.09442564815134,1.07758503207806,-0.08762709701827,0.930173064709229,0.9943229312409,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo403339,7.4384333470114,-0.094387765405127,0.094387765405127,0.774159840186111,-0.121922838806048,0.902960127812402,0.974837550921847,Bacteria,Firmicutes,Bacilli,"O_Lactobacillales,F_Lactobacillaceae,G_Lactobacillus",Lactobacillales,Lactobacillaceae,Lactobacillus,NA,NA
denovo335938,29.603951982745,0.078848323346796,0.078848323346796,0.506714492757959,0.155607002510701,0.876342804979175,0.957482311694086,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo181414,9.59600467057381,-0.070682427173511,0.070682427173511,0.982981292980281,-0.071906177338543,0.942676573972883,0.99472731924934,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo330446,21.748015552459,0.063171088467247,0.063171088467247,0.559643899891979,0.112877293006213,0.910127838814734,0.977711589221768,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo411661,81.1336467538133,0.041608524734378,0.041608524734378,0.736072310000638,0.056527767950329,0.954921375260146,0.995829708661269,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo105484,10.1422926920972,-0.041138073593226,0.041138073593226,0.887100944679075,-0.046373610399105,0.963012469728445,0.995829708661269,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo561563,8.6755293641085,-0.038702343500044,0.038702343500044,0.975278750063354,-0.039683365906957,0.968345563313842,0.995829708661269,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo534513,57.0408840130174,0.036890444134338,0.036890444134338,0.528045975021202,0.069862182233008,0.944303353757438,0.99472731924934,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo111830,88.7094487830089,0.024228325560781,0.024228325560781,0.544422613260122,0.044502790609112,0.964503627598189,0.995829708661269,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo292809,452.379906866395,0.019794311671918,0.019794311671918,0.515441142137353,0.038402661436449,0.969366639029513,0.995829708661269,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo234457,12.4357633121153,-0.013022413953876,0.013022413953876,0.640309790186409,-0.020337677407814,0.983773999770831,0.995829708661269,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Dehalobacteriaceae,G_Dehalobacterium",Clostridiales,Dehalobacteriaceae,Dehalobacterium,NA,NA
denovo127628,71.5209712736953,-0.009481988132336,0.009481988132336,0.485898530960653,-0.019514337928929,0.984430799208118,0.995829708661269,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo584291,22.496307382708,-0.007147971311992,0.007147971311992,0.831014546968644,-0.008601499622438,0.993137080878031,0.995829708661269,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo591195,49.7891188019986,-0.00610537562515,0.00610537562515,0.918390806335785,-0.006647905862113,0.994695777620689,0.995829708661269,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo339174,9.58197466791759,0.006039976553286,0.006039976553286,0.754821291412913,0.008001862986641,0.993615505198371,0.995829708661269,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo230059,51.2810409874904,-0.002569374661778,0.002569374661778,0.491585568720508,-0.005226708889087,0.995829708661269,0.995829708661269,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
