,baseMean,log2FoldChange,Absolute,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,New,Order,Family,Genus,Species,Rank1
denovo111830,224.099157835519,0.112269289783569,0.112269289783569,0.382930962280387,0.293184152869217,0.769381396326717,0.984239983694192,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo358138,2.47819549805467,0.111205077343168,0.111205077343168,0.878786245984999,0.126543943821654,0.899301366463338,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo416744,98.5775643563242,0.111163176557841,0.111163176557841,0.840193837155632,0.132306584078467,0.894741799818445,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo355954,3.23360542074437,-0.109651584475202,0.109651584475202,0.711619182854594,-0.154087448901173,0.877540784416746,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo528043,13.3889966505458,-0.109510151133936,0.109510151133936,0.553728544127146,-0.1977686581185,0.843226069003621,0.987583053021662,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo80409,3.54079405647058,-0.108339071411464,0.108339071411464,1.06552432891019,-0.10167676933503,0.919013241950679,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo83592,7.04328680567724,0.107188945487453,0.107188945487453,0.668908140675156,0.160244641931347,0.872688364557329,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo213086,5.6929685358116,-0.106527139017752,0.106527139017752,0.544997719991944,-0.195463458121122,0.845030142094428,0.987583053021662,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,acidifaciens,NA
denovo3067,5.12093322670272,-0.105906924261442,0.105906924261442,0.614264588022211,-0.172412550432766,0.863113206106465,0.989781697105025,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo269862,2.15736841958925,-0.102732936189323,0.102732936189323,0.844121456019651,-0.12170397453673,0.903133465415392,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo136434,15.1703748806941,-0.099950715887605,0.099950715887605,0.928905004982707,-0.107600578478384,0.91431253809732,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo396158,6.20194978125953,0.098803385887504,0.098803385887504,0.592591591708141,0.166730995292566,0.867581716176958,0.991521961345095,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo460472,466.828784128916,0.097543408751381,0.097543408751381,0.398596324577442,0.24471728096035,0.806675346545562,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,acidifaciens,NA
denovo189220,483.270440526194,0.092364924361203,0.092364924361203,0.519725667410422,0.177718612246763,0.858943967474801,0.989405298872877,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,NA,NA
denovo343621,23.426189576743,-0.090960553984084,0.090960553984084,0.94049006033886,-0.096716124731091,0.922951834180255,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_NA",Bacteroidales,Rikenellaceae,NA,NA,NA
denovo233462,4.32095116933267,-0.090220239919613,0.090220239919613,0.7589052976356,-0.118882079490942,0.905368779560977,0.992125912967538,NA,NA,NA,"O_NA,F_NA,G_NA",NA,NA,NA,NA,Unassigned
denovo189190,25.3697848241574,-0.086386781332584,0.086386781332584,0.851058184968984,-0.101505141315024,0.919149476461565,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo379803,151.832632457979,0.084239290302926,0.084239290302926,0.862556644585511,0.097662328418333,0.922200430074243,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo230059,178.514022954188,0.082596069007766,0.082596069007766,0.69422253894914,0.118976357542054,0.90529408666596,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo306366,229.03367512561,-0.082567959211893,0.082567959211893,0.37900613540994,-0.217853885459098,0.827542958194558,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo488839,12.4661282246676,0.08251087794343,0.08251087794343,0.774544164740294,0.10652830619555,0.915163198087433,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo26704,2.52947894496123,-0.08246895655974,0.08246895655974,0.82414966486443,-0.100065510034887,0.920292316865866,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo226607,4.76076125963275,0.081214508870012,0.081214508870012,0.819104542861964,0.099150358251277,0.92101888893444,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo171454,4.87470528795892,0.079563598170989,0.079563598170989,0.719302913576022,0.110612089384481,0.911923960376537,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo91002,2.71205725519768,-0.079021465937139,0.079021465937139,0.659082599758753,-0.11989614953583,0.904565414698976,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo241314,3.13889077063831,-0.078038145103275,0.078038145103275,0.703251790396602,-0.11096757401679,0.911642060074748,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo315753,2.89322001220706,0.077600277583641,0.077600277583641,0.80720344322482,0.096134720726195,0.923413575850228,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo586296,5.38997756895054,-0.077585490269534,0.077585490269534,0.675141799489668,-0.114917326002003,0.908510651912398,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo586913,2.91341642694268,0.076207625560056,0.076207625560056,1.08797605305818,0.070045315194065,0.944157591876954,0.992125912967538,NA,NA,NA,"O_NA,F_NA,G_NA",NA,NA,NA,NA,Unassigned
denovo379438,22.0619542740908,0.06991792432825,0.06991792432825,0.804004411008895,0.086962115345256,0.930701625559215,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo67265,3.53722077854438,0.069211651615254,0.069211651615254,0.61792777011076,0.112006054692846,0.910818605832026,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Porphyromonadaceae,G_Parabacteroides",Bacteroidales,Porphyromonadaceae,Parabacteroides,distasonis,NA
denovo543143,2.18235947191068,0.069194416957997,0.069194416957997,0.698118269540693,0.099115608310209,0.921046479471374,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_NA",Bacteroidales,Rikenellaceae,NA,NA,NA
denovo511939,68.1932676698037,0.068818033091568,0.068818033091568,0.560475642879412,0.122785055810845,0.902277308443551,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo35377,11.262114053307,-0.068107320399498,0.068107320399498,0.761373360278889,-0.089453248501564,0.928721706859661,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo90179,14.9794589937511,0.065325070225903,0.065325070225903,0.5578104335143,0.11710980344047,0.906773041173489,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Porphyromonadaceae,G_Parabacteroides",Bacteroidales,Porphyromonadaceae,Parabacteroides,NA,NA
denovo531781,4.65541374542829,0.064812298403177,0.064812298403177,0.561421206940409,0.115443267197521,0.908093785925202,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo332834,4.66792784495221,0.060391969411351,0.060391969411351,0.612410744523724,0.098613504010806,0.921445147635725,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo85506,4.34246248584264,0.059865261309001,0.059865261309001,0.598785332114874,0.099977835291256,0.920361922140642,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo305011,2.27024400031053,-0.057643820183446,0.057643820183446,0.731715897676789,-0.078778963756925,0.937208436526058,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo381619,8.15961006784373,-0.056307744409569,0.056307744409569,0.725183929269784,-0.077646155874232,0.938109526104198,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo533959,52.7374492681038,-0.055882989415083,0.055882989415083,0.934222455568644,-0.059817647372935,0.952300870173399,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo477065,2.28254910546078,0.05286542968804,0.05286542968804,0.764754387167103,0.069127331042677,0.944888266033737,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo587315,2.98559923590839,-0.051945331514729,0.051945331514729,0.806109658755022,-0.06443953493245,0.948620251101415,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_[Paraprevotellaceae],G_CF231",Bacteroidales,[Paraprevotellaceae],CF231,NA,NA
denovo87569,94.123915023569,0.048338148520814,0.048338148520814,0.861348229574568,0.056119170924271,0.955246871815122,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo539859,4.22538844024634,0.047219932599383,0.047219932599383,0.805373065164563,0.058631129648884,0.95324591545054,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo541046,4.35128145649851,0.045741232323177,0.045741232323177,0.545322399029512,0.083879247220692,0.933152439722257,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo62192,8.7501991467778,-0.045622826934956,0.045622826934956,0.94238133081144,-0.048412277963606,0.961387674379414,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo253450,2.423459241689,0.044856104741601,0.044856104741601,0.782997233761193,0.057287692481531,0.954316024229452,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo536022,7.60046121430259,-0.044554286198908,0.044554286198908,0.620133926072072,-0.071846232443877,0.942724279691162,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,NA,NA
denovo154790,5.63643722802277,0.044411112560174,0.044411112560174,0.578112383100506,0.076820898251635,0.938766025463425,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo11841,15.0898317777583,-0.042727372182163,0.042727372182163,0.700526880140266,-0.060993194399061,0.951364629048905,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo495756,4.44399601213372,0.042368546232862,0.042368546232862,0.576769786029001,0.073458331658746,0.941441400971474,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,acidifaciens,NA
denovo450346,534.678107666667,-0.039798771816836,0.039798771816836,0.534324043573206,-0.074484336416322,0.940625004272661,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo368802,8.93319444294547,0.039484300650463,0.039484300650463,0.586103655760563,0.067367436224615,0.946289192404245,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo464277,4.55198617706272,-0.038565668446498,0.038565668446498,0.600911748518621,-0.064178589520958,0.948828025330035,0.992125912967538,NA,NA,NA,"O_NA,F_NA,G_NA",NA,NA,NA,NA,Unassigned
denovo196393,8.96231423519357,-0.03852728021823,0.03852728021823,0.601119801598788,-0.064092515528118,0.948896561337988,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo488767,209.720611558615,0.037745435933732,0.037745435933732,0.348662471843868,0.108257810868254,0.913791187918812,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo259485,2.45426666708871,-0.037608216734595,0.037608216734595,0.79390276322686,-0.047371313562047,0.962217291805331,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo591321,2.98356072141012,0.036563658008514,0.036563658008514,0.673500835361529,0.054288957175364,0.95670494747707,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo350270,3.04986866015623,0.0339406478096,0.0339406478096,0.696799900419355,0.04870931782449,0.961150950141714,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo36739,4.7968624845517,-0.033601850632655,0.033601850632655,0.641630657184636,-0.052369459371056,0.958234308603256,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo106510,4.03732163022114,-0.033232778342739,0.033232778342739,0.748095668984342,-0.044423166341622,0.964567095803911,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,NA,NA
denovo94834,9.75026185304445,-0.03126254139943,0.03126254139943,0.939313490628361,-0.033282329819959,0.973449444714233,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo401200,6.80123967297626,-0.030819744169192,0.030819744169192,0.960757500648338,-0.03207858814362,0.974409378807403,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo482489,2.18568470963056,-0.030779791234096,0.030779791234096,0.718973208630131,-0.042810762438202,0.96585238467126,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo92056,2.10340993057231,-0.027883109181144,0.027883109181144,0.774758101645744,-0.035989438667262,0.971290780222688,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo292809,1309.43189338508,-0.026880059619069,0.026880059619069,0.666717637217414,-0.04031700695853,0.967840395210096,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo187150,37.4121713925133,-0.026726008818156,0.026726008818156,0.775819501006557,-0.034448745853232,0.972519312947739,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo157948,21.3489294273436,-0.025962352272084,0.025962352272084,0.598776735644659,-0.043358986290828,0.965415371132662,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo431157,902.141564216986,-0.02490817068763,0.02490817068763,0.306640408010012,-0.081229251060797,0.935259637390883,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo393658,2.13037111478406,0.022816855114949,0.022816855114949,1.1656592626802,0.019574206498806,0.984383040122887,0.995472569014136,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo474040,14.8920052257963,0.022431692123373,0.022431692123373,0.539676040742385,0.041565106526715,0.966845390147243,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo395963,3.4508071468085,0.020785296501772,0.020785296501772,0.602115233402999,0.034520462776368,0.972462125135672,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo58543,5.0562571654101,-0.018576666125676,0.018576666125676,0.763162239822457,-0.024341699780636,0.980580051359583,0.99422549100258,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo104192,6.54915289789072,0.018541391334039,0.018541391334039,0.706226876117033,0.026254157071992,0.979054619650962,0.99422549100258,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo33944,6.80036854199488,-0.016611550038366,0.016611550038366,1.70624564210996,-0.00973573184798,0.99223213258278,0.998173642358724,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo363985,3.39149101803896,0.015487494857717,0.015487494857717,0.647251712390511,0.023928086339882,0.980909971033795,0.99422549100258,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo399656,2.66990549846436,0.014011638858085,0.014011638858085,0.833295647426707,0.016814727043582,0.98658442107651,0.995472569014136,Bacteria,Actinobacteria,Coriobacteriia,"O_Coriobacteriales,F_Coriobacteriaceae,G_Adlercreutzia",Coriobacteriales,Coriobacteriaceae,Adlercreutzia,NA,NA
denovo90900,2.27636939800351,0.012905928598994,0.012905928598994,0.760032318226063,0.016980762909026,0.986451962535129,0.995472569014136,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo580779,2.27041990079136,0.008976005090006,0.008976005090006,0.797404298449147,0.011256529601688,0.991018778490613,0.998173642358724,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo386937,8.68040259312787,-0.005773427845297,0.005773427845297,1.10388556552108,-0.005230096330294,0.995827005911171,0.999445288016742,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo594304,2.82807716760276,-0.002987316060437,0.002987316060437,0.928964575636166,-0.003215748090708,0.99743420866915,0.999445288016742,NA,NA,NA,"O_NA,F_NA,G_NA",NA,NA,NA,NA,Unassigned
denovo382574,4.91818886010455,0.00143345964247,0.00143345964247,0.776852658026522,0.001845214311438,0.998527732824997,0.999445288016742,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo539503,3.07687043139273,-0.000739933135815,0.000739933135815,1.06430218807581,-0.000695228426761,0.999445288016742,0.999445288016742,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
