,baseMean,log2FoldChange,Absolute,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,New,Order,Family,Genus,Species,Rank1
denovo197906,4.40889731800477,0.270196362092412,0.270196362092412,0.659506450570903,0.409694798069854,0.682029846492064,0.962550899578565,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo337352,45.4480529710607,-0.267508899583848,0.267508899583848,0.594089365527242,-0.450283938926325,0.652505718380539,0.956951267972511,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo126209,2.79523104760276,0.267493020732918,0.267493020732918,0.760891819344447,0.351551973529402,0.725174288221942,0.97318681719015,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo130000,2.6335187531976,-0.267222957535722,0.267222957535722,0.972196920416043,-0.274865052464233,0.783419917430705,0.986852105621481,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo534513,99.2852350613749,-0.265886737719328,0.265886737719328,0.591076041715917,-0.449835078660012,0.652829362167607,0.956951267972511,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo592601,3.54220036622252,-0.263040772416576,0.263040772416576,0.672161929523812,-0.391335422110152,0.695549319276921,0.967720792037455,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo329043,2.1391220482358,-0.262736302766384,0.262736302766384,1.06006184669894,-0.247849975531665,0.804250486110731,0.986852105621481,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,flavefaciens,NA
denovo386404,9.23032532203562,-0.26252815697309,0.26252815697309,0.674326792138546,-0.389318888161797,0.697040265593554,0.967791443138158,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_Coprococcus",Clostridiales,Lachnospiraceae,Coprococcus,NA,NA
denovo75183,5.80935066079804,-0.258792997499061,0.258792997499061,0.538549842579814,-0.480536761944568,0.630845769551997,0.954235149708584,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo105785,6.26629506924411,-0.257393250663097,0.257393250663097,0.528388296758177,-0.487128977387052,0.626166932377267,0.950057519546552,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo289540,2.48897331830491,0.257141511888704,0.257141511888704,0.780722561382752,0.329363495571687,0.741880956207265,0.977705182835815,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Porphyromonadaceae,G_Parabacteroides",Bacteroidales,Porphyromonadaceae,Parabacteroides,distasonis,NA
denovo301579,2.67121283487294,0.256183666087632,0.256183666087632,0.881985011355189,0.290462607401911,0.771462353209827,0.984239983694192,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo152078,3.83732295110004,0.255435572638567,0.255435572638567,1.09192024149285,0.233932445733712,0.81503742391327,0.986852105621481,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo150825,6.6507093479006,0.253988869249167,0.253988869249167,0.560879249273292,0.452840552718343,0.650663560132691,0.956951267972511,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_NA",Bacteroidales,Rikenellaceae,NA,NA,NA
denovo191581,42.0091984111424,-0.249914896243603,0.249914896243603,0.658860199992043,-0.379313997486297,0.704454706478545,0.971832555606002,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo391951,90.8703917986346,0.249508104619016,0.249508104619016,0.486364511837077,0.513006394476816,0.607946847702373,0.939859793119233,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_NA",Bacteroidales,Rikenellaceae,NA,NA,NA
denovo279880,5.40264151580007,-0.248896110886148,0.248896110886148,0.627384772000643,-0.396720038474081,0.691573921681243,0.966190593284397,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo32019,7.44286924867487,-0.24709047068345,0.24709047068345,0.707727197689463,-0.349132365535948,0.726989939358588,0.97318681719015,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo259890,2.54958937784341,-0.246947878814872,0.246947878814872,0.704266396138249,-0.350645551412048,0.725854278538404,0.97318681719015,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_NA",Bacteroidales,Rikenellaceae,NA,NA,NA
denovo593998,481.626805781184,0.245829104677092,0.245829104677092,0.390891523894434,0.628893413261839,0.529418838539016,0.931352841286217,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo299018,3.30649232286772,-0.245093007184253,0.245093007184253,1.16774168596181,-0.209886321718816,0.833756398145739,0.987583053021662,NA,NA,NA,"O_NA,F_NA,G_NA",NA,NA,NA,NA,Unassigned
denovo255973,13.7554814040974,0.243920799114973,0.243920799114973,0.57173319500012,0.426633963618155,0.669645955847961,0.95949192966327,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo189205,123.798325637359,-0.243245945356085,0.243245945356085,0.434629957122135,-0.559662170934369,0.575709889852167,0.935972129202891,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo393402,2.27999824856979,-0.237972849345814,0.237972849345814,0.675516533550798,-0.352282790318882,0.724626193290579,0.97318681719015,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo163446,91.6189770470681,0.237037800289333,0.237037800289333,0.544776283910915,0.435110351331107,0.66348233020263,0.95949192966327,Bacteria,Proteobacteria,Betaproteobacteria,"O_Burkholderiales,F_Alcaligenaceae,G_Sutterella",Burkholderiales,Alcaligenaceae,Sutterella,NA,NA
denovo426017,35.0215036395702,-0.235744373950795,0.235744373950795,0.496230366653037,-0.475070430576101,0.634736773690085,0.954235149708584,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo243933,2.33732512745472,0.234272289500795,0.234272289500795,0.757776864060768,0.309157353056912,0.757201833132597,0.977705182835815,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo155111,573.113590538883,-0.233058702959026,0.233058702959026,0.370595189411471,-0.628876762618368,0.529429740135915,0.931352841286217,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo269789,6.70029181413747,0.23107511350866,0.23107511350866,0.548607239735502,0.421203179199872,0.673606723053653,0.96106946473897,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo393450,12.3529491781532,-0.230742384039295,0.230742384039295,0.559014061887568,-0.412766690090352,0.679777558413487,0.962123581677638,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo570558,8.5820898271137,-0.230160461609577,0.230160461609577,1.11455982502813,-0.206503461224047,0.836397661343167,0.987583053021662,Bacteria,Actinobacteria,Coriobacteriia,"O_Coriobacteriales,F_Coriobacteriaceae,G_NA",Coriobacteriales,Coriobacteriaceae,NA,NA,NA
denovo181070,36.233190778815,-0.229980437876736,0.229980437876736,0.816144034430032,-0.281789032541721,0.778105281062878,0.984720807672795,Bacteria,Proteobacteria,Alphaproteobacteria,"O_RF32,F_NA,G_NA",RF32,NA,NA,NA,NA
denovo35370,3.38403881877504,0.227223739720539,0.227223739720539,0.737519657725996,0.308091774016086,0.758012500383124,0.977705182835815,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_[Paraprevotellaceae],G_CF231",Bacteroidales,[Paraprevotellaceae],CF231,NA,NA
denovo81347,2.75888868759571,0.227200070545451,0.227200070545451,0.661342104376042,0.343543937460035,0.731189292457359,0.974392428541899,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo266409,6.82561029307884,-0.225776863289043,0.225776863289043,0.682450666608557,-0.330832504583873,0.740771007000623,0.977705182835815,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo521892,2.97745565393569,0.224654784683699,0.224654784683699,1.04443636803706,0.215096669896626,0.829691950181322,0.986852105621481,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo540876,4.36615649509448,0.222890331083296,0.222890331083296,0.619616427834645,0.359723082007726,0.719054229032182,0.97318681719015,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,NA,NA
denovo42734,16.9257010056504,-0.220430595542689,0.220430595542689,0.651601509166397,-0.338290492642796,0.735144287605272,0.974392428541899,Bacteria,Proteobacteria,Deltaproteobacteria,"O_Desulfovibrionales,F_Desulfovibrionaceae,G_Bilophila",Desulfovibrionales,Desulfovibrionaceae,Bilophila,NA,NA
denovo111044,3.29854036701913,-0.217778396663851,0.217778396663851,0.785054098400599,-0.27740559167519,0.781468688515184,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo66269,5.66564099493756,0.213879916285423,0.213879916285423,0.560810522732317,0.381376432174243,0.702923946351932,0.971832555606002,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo77065,16.1326131956678,-0.213110952522649,0.213110952522649,0.741365207134887,-0.287457450756622,0.773762077054347,0.984239983694192,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_[Paraprevotellaceae],G_CF231",Bacteroidales,[Paraprevotellaceae],CF231,NA,NA
denovo377198,2.94826472857406,0.212468178111208,0.212468178111208,0.743982583987466,0.285582193298744,0.775198143397485,0.984239983694192,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo327915,16.7786753020276,-0.212193980450885,0.212193980450885,0.677619416538403,-0.313146251822109,0.754169550983324,0.977705182835815,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo422039,108.281437718929,0.211594097574884,0.211594097574884,0.363212267770352,0.582563190593188,0.560187390978157,0.935972129202891,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo43926,4.29371208317395,0.208692773650288,0.208692773650288,0.890892380403407,0.234251384612572,0.814789825380971,0.986852105621481,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo446831,3.93220959776712,-0.207943929148206,0.207943929148206,1.70195778006076,-0.122179252378859,0.902757057542658,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo502385,11.9148422857908,0.205765839420444,0.205765839420444,0.762296080579838,0.269929027135925,0.787214855348581,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_[Paraprevotellaceae],G_CF231",Bacteroidales,[Paraprevotellaceae],CF231,NA,NA
denovo9538,2.14546896930392,0.205171744778971,0.205171744778971,0.895043238508586,0.229231098511899,0.818689302906472,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo74614,23.894278515852,-0.2048700827022,0.2048700827022,0.687083885834151,-0.298173319046013,0.765570884414076,0.983678077105658,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo408701,2.85717931406499,-0.203608443328983,0.203608443328983,0.914973444088192,-0.222529347320989,0.823901830067784,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_NA",Bacteroidales,Rikenellaceae,NA,NA,NA
denovo474585,2.24062725547401,0.201050331269518,0.201050331269518,0.90250846234775,0.222768361358645,0.823715793236067,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo487383,3207.48525945267,-0.19730743255415,0.19730743255415,0.750530341659193,-0.262890680899008,0.792634839317291,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_[Paraprevotellaceae],G_CF231",Bacteroidales,[Paraprevotellaceae],CF231,NA,NA
denovo349219,24.0267328716294,-0.19571936363079,0.19571936363079,0.571315524880589,-0.3425766587941,0.731916964210924,0.974392428541899,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo335261,6.17445146532921,-0.195490729651576,0.195490729651576,0.675809179376453,-0.289269124506342,0.772375437864034,0.984239983694192,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo75798,3.64480377142558,-0.193257347946891,0.193257347946891,0.76848636056472,-0.251477915372338,0.80144463465987,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo50670,15.4721990297479,-0.191852006965423,0.191852006965423,0.939656768917629,-0.204172431159532,0.838218754310028,0.987583053021662,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Porphyromonadaceae,G_Parabacteroides",Bacteroidales,Porphyromonadaceae,Parabacteroides,NA,NA
denovo387832,7.91672059092037,0.191119482820713,0.191119482820713,0.589686466571999,0.324103559526709,0.745859632151211,0.977705182835815,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo100948,2.78635698742472,-0.189557768891227,0.189557768891227,0.764149531447893,-0.248063711472881,0.804085112258664,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo214107,4.75834363623076,0.189313372958549,0.189313372958549,0.608899295237289,0.310910809783041,0.755868426457231,0.977705182835815,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo16775,2.51964960830124,-0.187728454290879,0.187728454290879,0.872307532034768,-0.215209025941778,0.829604354116354,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo164996,2.77136208335895,0.187060323881562,0.187060323881562,1.05936708810206,0.176577435699551,0.859840319258572,0.989405298872877,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo407387,4.23013041199105,-0.184634291701502,0.184634291701502,0.638775269485674,-0.289044207754262,0.772547547759451,0.984239983694192,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,NA,NA
denovo453627,2.57668489878402,-0.184522573198231,0.184522573198231,0.922493564619066,-0.200025864976552,0.841460352553897,0.987583053021662,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo404917,9.36901946786218,-0.179379924421454,0.179379924421454,0.790900848269886,-0.226804566986939,0.820575712300154,0.986852105621481,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo597562,2.22937502047943,-0.177485642013,0.177485642013,0.771404714843344,-0.230081095691829,0.818028754314898,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo94418,6.60486426380643,0.177148471862739,0.177148471862739,0.539419636078234,0.328405679019528,0.74260494965813,0.977705182835815,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo580847,2.735775443814,0.17105099039481,0.17105099039481,0.770050662613488,0.222129528223867,0.824213051804893,0.986852105621481,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo320902,169.11228095404,-0.169802718327905,0.169802718327905,0.533809647837558,-0.318096008597389,0.750412111194093,0.977705182835815,Bacteria,Firmicutes,Bacilli,"O_Lactobacillales,F_Lactobacillaceae,G_Lactobacillus",Lactobacillales,Lactobacillaceae,Lactobacillus,NA,NA
denovo107728,3.0954302699621,0.16863213415982,0.16863213415982,0.784111375291578,0.21506145615744,0.829719404279965,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo416338,3.1675813831623,0.167576144665606,0.167576144665606,0.764125042498488,0.219304610300006,0.826412770814698,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo256090,4.79798781940224,0.166435841360787,0.166435841360787,0.629210338827778,0.26451542686164,0.791382779101035,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo277723,5.17139593396351,-0.165892121186915,0.165892121186915,0.701477876337649,-0.236489455737396,0.813052888371232,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo294236,235.745617988089,0.164914277653509,0.164914277653509,0.469989019771102,0.3508896393661,0.725671144502759,0.97318681719015,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo543060,5.77160679378068,-0.164798241690748,0.164798241690748,0.911367419106518,-0.180825250317059,0.856504742926744,0.989405298872877,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo477099,3.09449685327558,0.16200645956976,0.16200645956976,0.696198625496477,0.232701492988771,0.815993209801299,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo550529,9.81296967996249,-0.159224886809452,0.159224886809452,0.560265688249094,-0.284195320450643,0.776260701425479,0.984239983694192,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo562390,6.87764423632674,-0.159016455276998,0.159016455276998,0.752251104407382,-0.211387466692083,0.8325849359137,0.987583053021662,NA,NA,NA,"O_NA,F_NA,G_NA",NA,NA,NA,NA,Unassigned
denovo568665,2.12896142036154,0.158699836293548,0.158699836293548,0.806148798340838,0.196861716621266,0.843935753088026,0.987583053021662,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo43049,3.58083921680441,-0.155568242333954,0.155568242333954,0.76844768032832,-0.202444807000377,0.839569002577095,0.987583053021662,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo553301,2.12933046988794,-0.155537584271645,0.155537584271645,0.850472686843248,-0.182883691243471,0.854889279581197,0.989405298872877,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo455020,4.69353050948221,0.15519072833684,0.15519072833684,0.665429061138975,0.233219042269073,0.815591319912798,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo226362,3.16733639523711,-0.151526906072191,0.151526906072191,0.789564576013184,-0.191911986271355,0.847811148275332,0.98846647891224,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,NA,NA
denovo29295,6.37813469332755,0.151070444027033,0.151070444027033,0.640268797354181,0.235948471409679,0.81347265514051,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo446761,4.15247597031392,-0.149443629335767,0.149443629335767,0.663207821572369,-0.225334539905543,0.821719031560567,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo512579,2.7678112601254,-0.146209403207428,0.146209403207428,0.678760973618756,-0.21540631958836,0.829450543334218,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo244734,3.05663735449768,0.144728213457059,0.144728213457059,0.835756219678816,0.173170369599736,0.862517513382087,0.989781697105025,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,NA,NA
denovo330446,100.481370710959,-0.143657315012486,0.143657315012486,0.584204725909256,-0.245902350051855,0.80575782460184,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo36980,4.43817806110451,-0.140595190339256,0.140595190339256,0.718400255004562,-0.195705930447314,0.84484034234922,0.987583053021662,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo366135,4.13778841641044,-0.138640011521911,0.138640011521911,0.826885006375835,-0.16766540746646,0.866846511719989,0.991521961345095,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo471950,6.43245537271622,0.138463653895793,0.138463653895793,1.03279153666754,0.134067378536589,0.893349294881312,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo94753,4.00405009531471,-0.13771884109756,0.13771884109756,0.778397312775703,-0.176926151770059,0.859566396521895,0.989405298872877,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo548595,128.337935995838,-0.130314490875846,0.130314490875846,0.372907701480927,-0.349455080595891,0.726747688121459,0.97318681719015,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo96132,189.572919139624,0.129844415208797,0.129844415208797,0.547550283952935,0.237136969907878,0.8125505323569,0.986852105621481,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo389466,4.68763387586775,-0.128324726549049,0.128324726549049,1.09547503183505,-0.117140713224737,0.906748547318704,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo202723,4.79432866983525,0.123824677402429,0.123824677402429,0.751822081921683,0.164699442035446,0.869180556174914,0.991662705856608,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,NA,NA
denovo470360,389.098634789543,-0.123772696349679,0.123772696349679,0.411511933285198,-0.300775472928748,0.763585712628761,0.983006894418634,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo578239,7.50200046027128,-0.122770526145267,0.122770526145267,0.919880162701483,-0.133463608764773,0.893826742751497,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo87214,14.4911749158624,0.121142792741089,0.121142792741089,0.662415420603192,0.182880393440686,0.854891867210554,0.989405298872877,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo382075,5.69546985131195,0.121066698450671,0.121066698450671,0.681359086090111,0.177684132966357,0.858971047011358,0.989405298872877,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Bacteroidaceae,G_Bacteroides",Bacteroidales,Bacteroidaceae,Bacteroides,acidifaciens,NA
denovo349586,4.03477499305885,-0.118084695334071,0.118084695334071,0.952723904230673,-0.123944297828262,0.901359378743953,0.992125912967538,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo214314,4.6299023290137,-0.116480950493172,0.116480950493172,0.610673542669907,-0.190741766843065,0.848727914185063,0.98846647891224,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Prevotellaceae,G_Prevotella",Bacteroidales,Prevotellaceae,Prevotella,NA,NA
denovo234457,16.3443498311006,-0.113999331383315,0.113999331383315,0.774885215425367,-0.147117700936824,0.883039118571874,0.992125912967538,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Dehalobacteriaceae,G_Dehalobacterium",Clostridiales,Dehalobacteriaceae,Dehalobacterium,NA,NA
denovo389382,29.0297130597448,0.113231593380623,0.113231593380623,0.706537197151162,0.160262748850571,0.872674101651534,0.992125912967538,Bacteria,Proteobacteria,Betaproteobacteria,"O_Burkholderiales,F_Alcaligenaceae,G_Sutterella",Burkholderiales,Alcaligenaceae,Sutterella,NA,NA
