,baseMean,log2FoldChange,Absolute,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,New,Order,Family,Genus,Species,Rank1
denovo218551,85.4228887163825,-2.24994939664296,2.24994939664296,0.713141219602887,-3.15498436325956,0.001605067075385,0.044299851280636,Bacteria,Firmicutes,Bacilli,"O_Lactobacillales,F_Lactobacillaceae,G_Lactobacillus",Lactobacillales,Lactobacillaceae,Lactobacillus,NA,NA
denovo87569,58.6201451937756,-2.24705414098854,2.24705414098854,0.882243453320257,-2.54697740462898,0.010866046865481,0.142810901660603,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo513369,41.972731930642,2.18816908023629,2.18816908023629,1.00741343187542,2.17206661237656,0.029850638875337,0.245933621778892,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo579163,12.3495271546255,2.17426416564856,2.17426416564856,0.658261446387205,3.30304042198091,0.0009564260008,0.03279594406968,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo443621,5.71393873695687,-2.17295267011913,2.17295267011913,1.10938480685611,-1.95870058494588,0.050147861909221,0.325666114986939,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo256174,3.77770612570828,2.17173666264725,2.17173666264725,0.885931954475204,2.45135831445849,0.014231820327792,0.163829766705058,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo155515,20.1171773978818,-2.11351688708938,2.11351688708938,1.07400376453218,-1.96788592078166,0.049081165115029,0.322533370755908,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo408948,4.21249704540387,2.10077826634473,2.10077826634473,0.979932137588989,2.14379974465727,0.032048935817627,0.252728751019004,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo555795,5.99243704184192,2.04745666189403,2.04745666189403,0.918487359027099,2.22916150317276,0.02580316094087,0.228770616760916,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo347668,11.9349458161933,2.01355166838467,2.01355166838467,0.47585539260295,4.23143606163724,2.32204004546511E-05,0.002693033421591,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo181414,24.5449854622658,-2.00247717467123,2.00247717467123,0.905922994655588,-2.21042758212858,0.027075501307439,0.228770616760916,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo259485,6.43666195466718,1.97056868151024,1.97056868151024,1.04079078599463,1.89333793883184,0.05831294290503,0.357652716484185,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo60567,6.44537621098465,1.96804581932872,1.96804581932872,1.31156383713448,1.50053376252622,0.133476194601222,0.558173177423291,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo419344,7.34361250061069,1.91735140318583,1.91735140318583,0.750564445041272,2.55454600314887,0.010632637849443,0.142810901660603,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo127667,4.42285758963029,1.91650855190463,1.91650855190463,1.01988351300941,1.8791445566656,0.060224757625936,0.361348545755614,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo250603,6.55684543398758,1.90261151981991,1.90261151981991,1.0861009093909,1.7517815364752,0.079811380219379,0.43192041059899,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo420313,10.8242805364606,-1.90205365081729,1.90205365081729,0.935118867346515,-2.03402339235711,0.041949236975053,0.288181743790847,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo580420,5.10748039625736,1.89340462262252,1.89340462262252,1.70878951170567,1.1080385323366,0.267845175172998,0.733809205898487,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo541032,4.82932183954888,-1.82138005163088,1.82138005163088,1.22227489808904,-1.49015581885752,0.136183270168227,0.565211767916251,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo411661,172.530734038478,1.81543823849086,1.81543823849086,0.860415616268026,2.10995500798225,0.03486223143933,0.262658236636849,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo52359,29.8938293975041,1.80271436836742,1.80271436836742,1.33152168176614,1.35387533906041,0.175776152479094,0.618015516996559,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo117687,241.379656039318,1.79898681394519,1.79898681394519,0.815257701766822,2.20664804520882,0.02733865759139,0.228770616760916,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo282248,4.0460537631834,1.78518106825093,1.78518106825093,0.634957966648333,2.81149487370656,0.004931187652167,0.092817284881884,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Clostridiaceae,G_Candidatus Arthromitus",Clostridiales,Clostridiaceae,Candidatus Arthromitus,NA,NA
denovo500103,4.89226249725925,-1.78142987147858,1.78142987147858,0.827449982612239,-2.15291547394158,0.031325322144262,0.250602577154092,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo277569,3.95337565238093,-1.76723829564055,1.76723829564055,0.906502218844883,-1.9495134803889,0.051234134543114,0.32572049466318,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_Coprococcus",Clostridiales,Lachnospiraceae,Coprococcus,NA,NA
denovo227091,3.44518280131782,1.75853805611288,1.75853805611288,1.21732423646353,1.44459298799606,0.148572243523071,0.585799131605252,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo401214,7.13941117932415,1.73629444074009,1.73629444074009,0.62996695808399,2.75616747586403,0.005848304384231,0.094948941767514,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo185528,3.54450598876601,-1.72510731778552,1.72510731778552,0.999403753070543,-1.72613652138622,0.084322854827502,0.443436663417068,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo386975,12.0240472267469,-1.69260936843137,1.69260936843137,0.804412258070433,-2.10415660806995,0.035364788234212,0.262658236636849,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo422967,27.7937611597835,-1.68939143584609,1.68939143584609,0.765662906800328,-2.20644283645133,0.027353008525762,0.228770616760916,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo111892,4.86315833469172,-1.6778136746846,1.6778136746846,0.640460860626133,-2.61969743638093,0.008800781165747,0.127842926407693,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo500582,47.768127003814,-1.67714221126692,1.67714221126692,0.936966056338898,-1.78997115201824,0.073458549125033,0.413766521602224,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo43901,49.255860132931,-1.65062941938581,1.65062941938581,0.785837039065809,-2.10047291910299,0.035687260412615,0.262658236636849,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo40214,8.49164694179367,1.62578338362248,1.62578338362248,0.944376782643416,1.72154103478882,0.085152692612698,0.443436663417068,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo209869,72.4344306016927,1.51987543429188,1.51987543429188,0.978526476691938,1.55322872757624,0.120368500511083,0.525769022770742,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo416548,12.6561334171546,1.51675810893967,1.51675810893967,0.711658302527473,2.13130108024155,0.033064346138195,0.257063648849066,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo272061,49.2903024558441,-1.48759498409411,1.48759498409411,0.953888225302578,-1.55950660112429,0.118876523422068,0.525769022770742,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo453769,3.44125072292484,1.47966891828202,1.47966891828202,0.830889598022872,1.78082493968264,0.074941053825593,0.417853148603303,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo243736,15.9669923291425,1.42344380689908,1.42344380689908,1.02355278902292,1.39068919763083,0.164319694728888,0.609320995898112,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo453595,76.5547751855669,-1.41691911493476,1.41691911493476,1.12668563986679,-1.25759933809247,0.208536692875971,0.670875597482358,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo428390,6.36521890138116,1.4034937829323,1.4034937829323,0.573886260766551,2.44559571971217,0.014461305595891,0.163829766705058,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo506947,3.98488824692779,-1.39076979765703,1.39076979765703,0.916930320690406,-1.51676715915539,0.129325481330082,0.549135889955424,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo207651,5.59011438384613,1.38559194540238,1.38559194540238,0.500889654158584,2.76626185807323,0.005670298272651,0.094848625651609,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_[Ruminococcus]",Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus,NA
denovo196309,6.88873589703408,1.38462987380994,1.38462987380994,0.9921711899279,1.39555541207617,0.162848417317175,0.609320995898112,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo576930,22.2505578989754,1.36963562228967,1.36963562228967,0.956542070145225,1.43186135250876,0.15218350462321,0.589087389779569,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo255803,11.6897936182753,-1.35650802277536,1.35650802277536,1.42559087938351,-0.951540896054258,0.341329868518047,0.785058697591507,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo406602,39.3179973238609,-1.32459325291501,1.32459325291501,0.5797150124006,-2.28490417632946,0.022318447106568,0.216136540400443,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo351446,21.4628400899862,-1.29178717219961,1.29178717219961,0.802835447204339,-1.60903106196658,0.107609549748469,0.505283273227986,Bacteria,Firmicutes,Bacilli,"O_Lactobacillales,F_Lactobacillaceae,G_Lactobacillus",Lactobacillales,Lactobacillaceae,Lactobacillus,NA,NA
denovo245230,3.84538254536231,1.28926976779936,1.28926976779936,0.729035919146549,1.76845849969732,0.076984284209762,0.421462745317784,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo159918,37.3348019218764,1.27197861109496,1.27197861109496,0.769396528584494,1.65321594761429,0.098286921966764,0.471777225440469,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo405122,4.7016431954916,1.26665024270033,1.26665024270033,0.773767063775475,1.63699167617695,0.10163220881407,0.483629131597988,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo271540,11.2759504047291,1.25332869180648,1.25332869180648,0.953885698768125,1.31391915553936,0.188873411679251,0.647525778813882,Bacteria,Tenericutes,Mollicutes,"O_RF39,F_NA,G_NA",RF39,NA,NA,NA,NA
denovo555060,46.2174011091738,-1.23390250840932,1.23390250840932,0.667689321003661,-1.84801893574474,0.064599603566773,0.383429905041492,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo145225,13.4420690187775,-1.23322252623653,1.23322252623653,0.499720643493898,-2.46782385777422,0.013593719233899,0.163829766705058,Bacteria,Cyanobacteria,4C0d-2,"O_YS2,F_NA,G_NA",YS2,NA,NA,NA,NA
