,baseMean,log2FoldChange,Absolute,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,New,Order,Family,Genus,Species,Rank1
denovo197389,5.14721825852215,1.23157189273093,1.23157189273093,1.92426010010595,0.640023608379718,0.522157251114951,0.902696709383225,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo90179,10.96057627258,-1.22250434762804,1.22250434762804,0.584109138386356,-2.09293823240858,0.036354668761197,0.262947686023178,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Porphyromonadaceae,G_Parabacteroides",Bacteroidales,Porphyromonadaceae,Parabacteroides,NA,NA
denovo187690,41.5455701069989,1.21922530007448,1.21922530007448,1.0171080964488,1.1987175250412,0.230637801272295,0.688173331363822,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo456834,1080.47850466889,1.21421830399197,1.21421830399197,0.601613864407034,2.01826848719442,0.043563306804229,0.293255431169932,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo131298,9.8569509236383,1.21296278951206,1.21296278951206,0.72025985300093,1.68406275104507,0.092169542117367,0.459030159837566,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo234071,3.37673097491018,1.20781729667329,1.20781729667329,0.588714626911391,2.05161761142225,0.040206839266401,0.28093892753232,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo424827,26.2502160254582,1.20688022308336,1.20688022308336,0.716946213473881,1.68336229469092,0.092304977793424,0.459030159837566,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo260220,10.5350567767332,1.20687328311618,1.20687328311618,0.577640407497579,2.08931589177517,0.036679296782219,0.262947686023178,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo278275,56.5360118979329,-1.20684593696987,1.20684593696987,0.84775779864941,-1.4235739722979,0.154569834712458,0.592517699731088,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_NA",Bacteroidales,Rikenellaceae,NA,NA,NA
denovo233586,10.5673163194767,1.19644577563573,1.19644577563573,0.723353426618531,1.65402655411307,0.098122117486102,0.471777225440469,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo335954,33.9496757971171,1.19315681607193,1.19315681607193,0.952345732568115,1.25286098868153,0.21025630138487,0.670875597482358,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo151728,32.3755955168553,-1.19249009708146,1.19249009708146,1.1117986409868,-1.07257740126669,0.283460768727164,0.739420031029222,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo86856,6.43180826942441,1.17426194721038,1.17426194721038,0.706012650355825,1.66323074610428,0.0962662553336,0.470256397735818,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo189190,44.2094654714493,1.17383231568843,1.17383231568843,0.756951763710156,1.55073595434267,0.120964974441819,0.525769022770742,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo193692,11.787189885165,-1.16938738198643,1.16938738198643,0.802611011614102,-1.45697899114879,0.145122179554316,0.576312540388364,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo285079,7.34262165370131,-1.16834784307578,1.16834784307578,0.68660894461319,-1.70162048170517,0.088826535494038,0.449837133878062,NA,NA,NA,"O_NA,F_NA,G_NA",NA,NA,NA,NA,Unassigned
denovo63032,522.937788720055,-1.1626329893746,1.1626329893746,0.673559341923922,-1.72610328000754,0.084328833862224,0.443436663417068,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo557919,64.031852150025,1.15970179827721,1.15970179827721,0.680921139710602,1.70313672266086,0.088542485041572,0.449837133878062,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo339174,16.6028029179002,1.15811033183109,1.15811033183109,0.852455112964031,1.35855872551962,0.174286461732574,0.618015516996559,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo134905,52.0717019154043,1.15062944281661,1.15062944281661,0.843184949321877,1.36462284311644,0.172371621356619,0.618015516996559,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo376574,4.97143823078551,-1.13730942980852,1.13730942980852,0.618536267744735,-1.83871098449135,0.065957706907687,0.387326108649397,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo52367,18.765659409826,1.13655414723683,1.13655414723683,0.509817097665546,2.22933705527161,0.025791486891961,0.228770616760916,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo435895,25.9401606511616,1.13464065931306,1.13464065931306,0.569136253879034,1.99361866614496,0.046193743883954,0.307216224384849,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_AF12",Bacteroidales,Rikenellaceae,AF12,NA,NA
denovo94834,7.51017665111159,-1.11557627673133,1.11557627673133,0.902626419669882,-1.23592247293108,0.216487382689962,0.675147091778865,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo29679,57.7375229208816,-1.11455629019209,1.11455629019209,0.652894833917109,-1.70709926360604,0.08780360398117,0.449837133878062,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo521892,4.53801904869,1.10700770130294,1.10700770130294,0.663936475917507,1.66733978544129,0.095446859788093,0.470256397735818,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo25491,36.1811240368205,1.10205514584712,1.10205514584712,1.04776503028905,1.05181516274035,0.29288436100179,0.741615446206367,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo359551,7.69615569308034,1.10123102302066,1.10123102302066,0.480286257328354,2.29286390401088,0.021855841518026,0.215436152106257,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo367709,3.55640878339218,-1.09881790557715,1.09881790557715,0.869481965936898,-1.26376158290199,0.206315613914868,0.66991893459416,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo394976,9.71927879275772,1.09612068018167,1.09612068018167,0.784203484608219,1.39775033099895,0.162188054369894,0.609320995898112,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo111091,7.80792681987922,1.09478257520947,1.09478257520947,0.890770239091749,1.22902913362455,0.219060883100356,0.67584355234517,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo396527,24.4443813827986,1.08321849267737,1.08321849267737,0.89610310014749,1.20881011626796,0.226735804176229,0.68392439292502,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo303903,10.3788177088792,-1.07877485900616,1.07877485900616,0.523403841664683,-2.06107554651322,0.03929583332907,0.278093589713415,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_Rikenellaceae,G_NA",Bacteroidales,Rikenellaceae,NA,NA,NA
denovo138384,33.9341695719724,1.07708104095471,1.07708104095471,0.738819280605455,1.45784100283909,0.144884373471164,0.576312540388364,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_[Ruminococcus]",Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus,NA
denovo474386,4.56569431819834,-1.0559024409686,1.0559024409686,0.81722199151651,-1.29206317491429,0.196335267432017,0.660835778185815,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo328360,11.7418899094562,1.02955755102023,1.02955755102023,0.53679279032401,1.9179794691333,0.055113614489778,0.345712672708605,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_Dorea",Clostridiales,Lachnospiraceae,Dorea,NA,NA
denovo357015,3.66209644574811,1.02334360003419,1.02334360003419,0.594058801737321,1.72263014543582,0.084955429965227,0.443436663417068,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo381026,4.01324788736244,-1.02033004290646,1.02033004290646,1.04939221533802,-0.972305709908284,0.330898484070033,0.773965945790926,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo206491,5.35695990417788,-1.01518562058324,1.01518562058324,0.920687449838763,-1.1026387084575,0.27018409338983,0.733809205898487,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo376041,17.8665907493536,-1.00996237658741,1.00996237658741,0.647812237308958,-1.55903565635443,0.118987941128536,0.525769022770742,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo381829,7.56575510357211,-1.00259965713264,1.00259965713264,0.803495311539607,-1.24779776898949,0.212105125927913,0.672885227081656,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo129386,5.31954026738164,-0.997279326118572,0.997279326118572,0.952601981050272,-1.04690032768884,0.295145550730166,0.741949988605646,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo518659,7.60216228792141,0.996677402491537,0.996677402491537,0.815436008500234,1.22226317221954,0.221608121330572,0.67584355234517,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo374144,7.30762458526555,0.982582065383127,0.982582065383127,0.520542759623866,1.88761066639967,0.059078237079578,0.35836469085634,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo523744,33.2093804152924,0.981236911395865,0.981236911395865,1.04921986602197,0.935206188113982,0.349682050077984,0.797621866293583,Bacteria,Firmicutes,Erysipelotrichi,"O_Erysipelotrichales,F_Erysipelotrichaceae,G_Allobaculum",Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA,NA
denovo518579,4.11998552592686,0.980732142458129,0.980732142458129,0.544469006765942,1.8012634884096,0.071661359752338,0.409396371732115,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo471950,9.56190467338556,0.966813732382303,0.966813732382303,0.74205287757796,1.3028906181699,0.192612107355673,0.652281492394671,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo323649,3.45256260705524,0.96631585248625,0.96631585248625,0.693693658644009,1.39300084474629,0.163619535232584,0.609320995898112,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo582360,4.57879095095313,0.960048333746099,0.960048333746099,0.891481346088438,1.07691354166693,0.281518892761658,0.739420031029222,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo49705,9.64496822937018,0.959426798580783,0.959426798580783,0.542762382281758,1.76767371855687,0.077115466081696,0.421462745317784,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo58830,16.9494871942253,-0.958371892316206,0.958371892316206,0.78760017506991,-1.21682539269514,0.22367065656237,0.678385727595759,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo530646,4.33641464794982,0.953089607688038,0.953089607688038,0.593631489524958,1.60552400690659,0.108378534294003,0.505283273227986,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo345873,3.85290029924335,0.952317407927885,0.952317407927885,0.64758508309495,1.47056723940668,0.141408189103122,0.57395088518326,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo414504,465.031587222888,-0.949800134001254,0.949800134001254,0.419020818458686,-2.2667134714093,0.023407734932127,0.220704903326785,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo8279,8.32421268700782,0.942432284600053,0.942432284600053,1.27121726777302,0.741362085374319,0.45847392675734,0.887201270344409,Bacteria,Tenericutes,Mollicutes,"O_Anaeroplasmatales,F_Anaeroplasmataceae,G_Anaeroplasma",Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,NA,NA
denovo267969,4.61967262161671,0.921558614595736,0.921558614595736,0.855759608995749,1.07688959014694,0.281529594240516,0.739420031029222,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo102391,44.107232849524,-0.905550236770484,0.905550236770484,0.740295997149834,-1.22322724998769,0.221243875971262,0.67584355234517,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo358325,30.0547083667698,-0.901931343783138,0.901931343783138,0.570039679204913,-1.58222554794983,0.113598090095119,0.514065715562736,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo272917,4.06928156079406,0.896211339360403,0.896211339360403,0.559074591048075,1.60302641849688,0.108928821583569,0.505283273227986,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_Coprococcus",Clostridiales,Lachnospiraceae,Coprococcus,NA,NA
denovo416744,76.5158326739962,-0.892948405545224,0.892948405545224,0.803714246966346,-1.1110272200794,0.266556632922897,0.733809205898487,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo206486,16.4727311912544,0.888782243939227,0.888782243939227,0.639326305227131,1.39018563239545,0.164472515197135,0.609320995898112,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo488023,63.7321513568508,0.888727995709871,0.888727995709871,0.662069219700848,1.34234906149456,0.179482842698654,0.627053982086437,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo557348,56.5677264520386,0.8881279323353,0.8881279323353,0.557304210055019,1.59361425288286,0.111022460174308,0.510703316801816,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo401798,24.9072860158337,0.885537160146227,0.885537160146227,0.954700551691558,0.927554884698887,0.353638509289028,0.800034660358784,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo375272,4.69707294100223,0.873015171274385,0.873015171274385,0.482280708156133,1.81018057846874,0.070267788396526,0.408292833630341,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo539859,6.17951223102417,0.872127218400201,0.872127218400201,0.705605653760863,1.23599805890412,0.216459285193395,0.675147091778865,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo44883,7.96112448283036,-0.86757885276192,0.86757885276192,1.8376577853858,-0.472111216604881,0.636847406712321,0.923644024645488,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo580779,3.33375426002179,0.862239603072589,0.862239603072589,0.924816830643552,0.932335544188337,0.351163144008649,0.79770393206903,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo79651,35.0445029446862,-0.858222617659799,0.858222617659799,0.964464961047574,-0.889843231554646,0.373550069516451,0.817772735777061,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo41233,4.42735625360281,0.857488080754632,0.857488080754632,0.632096973494838,1.35657678601689,0.174915721949561,0.618015516996559,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo163446,124.820300744845,0.854837928469759,0.854837928469759,0.438680518401848,1.94865714936238,0.051336382311045,0.32572049466318,Bacteria,Proteobacteria,Betaproteobacteria,"O_Burkholderiales,F_Alcaligenaceae,G_Sutterella",Burkholderiales,Alcaligenaceae,Sutterella,NA,NA
denovo114461,6.93141622537887,-0.854444491559927,0.854444491559927,0.868584916117327,-0.983720158737491,0.325253125274738,0.770556760307533,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo389466,3.91595790133054,-0.854057508407938,0.854057508407938,1.08922021230134,-0.784099944861893,0.432981467781625,0.865423168183989,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo187150,147.761343194288,0.852319393732443,0.852319393732443,0.977277464698828,0.872136547213954,0.383133890331856,0.832184375449383,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo17577,5.05748361774929,0.83973216846284,0.83973216846284,1.1429282567988,0.734719929678546,0.462510080157698,0.887201270344409,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo570498,548.624779345106,-0.838288994933599,0.838288994933599,0.806741371964518,-1.03910500200611,0.298755904890803,0.741949988605646,Bacteria,Deferribacteres,Deferribacteres,"O_Deferribacterales,F_Deferribacteraceae,G_Mucispirillum",Deferribacterales,Deferribacteraceae,Mucispirillum,schaedleri,NA
denovo394285,6.43470827029329,0.83778135914852,0.83778135914852,0.566220113855459,1.47960367116592,0.138979046206984,0.568269877824112,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo144766,17.8820776461732,0.830223160112151,0.830223160112151,0.560883825208575,1.48020520970348,0.138818490544153,0.568269877824112,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_Coprococcus",Clostridiales,Lachnospiraceae,Coprococcus,NA,NA
denovo88672,7.16882970291322,0.828380576411632,0.828380576411632,0.761838099135423,1.08734464363455,0.276884525608702,0.739420031029222,NA,NA,NA,"O_NA,F_NA,G_NA",NA,NA,NA,NA,Unassigned
denovo404917,14.246779767982,0.828161980578645,0.828161980578645,0.523441805478686,1.58214718792148,0.113615973367126,0.514065715562736,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo174627,20.7488770968355,0.827377587454202,0.827377587454202,0.71900911149945,1.15071919704711,0.249847776250632,0.710907074692519,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo376949,3.74988098434431,-0.822895422882914,0.822895422882914,0.911400881064757,-0.902890747616521,0.3665838816622,0.809417210710138,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo29295,4.91443531221748,-0.818717860181922,0.818717860181922,0.645136421370982,-1.26906160164088,0.204419094063003,0.667688401909928,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo227733,11.1202759473888,-0.817568789517447,0.817568789517447,0.427922029261845,-1.91055550687057,0.056061726784491,0.347708687472346,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo54077,5.26784114307073,-0.816190977590226,0.816190977590226,0.591409334529417,-1.38007794252972,0.167562647882809,0.612546898220599,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo282301,8.674857432775,0.815632017196658,0.815632017196658,0.685655714026607,1.1895649675356,0.234217421900961,0.692195131586038,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo444827,3.47066696819476,0.81035243137831,0.81035243137831,0.82884363070956,0.977690364447368,0.328227488815256,0.77098542053626,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo49754,18.9243672011146,0.799638947995476,0.799638947995476,0.610189529504392,1.31047635092159,0.190034739434509,0.647525778813882,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo405468,4.86764546049534,0.798214631792541,0.798214631792541,0.799138393820747,0.998844052500356,0.317870242095652,0.767264762518466,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_NA",Clostridiales,Ruminococcaceae,NA,NA,NA
denovo552610,49.9412897615295,-0.795751465219849,0.795751465219849,0.73887582595045,-1.07697591025696,0.281491027927767,0.739420031029222,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo350006,8.84997703368442,0.784846420325605,0.784846420325605,0.694638502615026,1.12986311206618,0.258533909560927,0.728115908559345,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo530277,11.5561431519047,0.774556657472851,0.774556657472851,0.347787270853078,2.22709892622856,0.025940662966256,0.228770616760916,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo377198,4.00920620012753,0.770814282427133,0.770814282427133,0.579455360378702,1.33023928180312,0.183439445412663,0.636846376526982,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo322466,4.42177088029493,-0.757735205583176,0.757735205583176,0.662496109860882,-1.14375796975214,0.252724024910307,0.715403393592255,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo105785,5.62746531583757,-0.757598340621865,0.757598340621865,0.504117284342901,-1.50282159360865,0.132885055994628,0.558173177423291,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo91715,283.015562746293,0.755599415099186,0.755599415099186,0.601760293926032,1.2556485077629,0.209243436000554,0.670875597482358,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_NA,G_NA",Clostridiales,NA,NA,NA,NA
denovo485020,15.875720971121,0.752123065527114,0.752123065527114,0.554018017561748,1.35757870987163,0.174597402333156,0.618015516996559,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo229225,3.630290846474,0.748837952372989,0.748837952372989,0.933052433826249,0.802567921399834,0.422224515710032,0.860029271852169,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo367795,36.8969294119722,-0.747825343503832,0.747825343503832,0.492480154457392,-1.51848828168066,0.128891351408744,0.549135889955424,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Oscillospira",Clostridiales,Ruminococcaceae,Oscillospira,NA,NA
denovo26704,3.63470924543855,0.739149692888834,0.739149692888834,0.832066702583766,0.88832985455805,0.374363345114557,0.817772735777061,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo154790,7.84816096282748,0.736151578278028,0.736151578278028,0.482018990606063,1.52722526005134,0.126705007116081,0.546415343188098,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo301579,3.52429172665183,0.734884911595583,0.734884911595583,0.626457356773748,1.17308050364391,0.240763524029926,0.692195131586038,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo369807,5.6668560506549,-0.729657992899974,0.729657992899974,0.744899064133516,-0.979539414173824,0.32731352387214,0.77098542053626,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Ruminococcaceae,G_Ruminococcus",Clostridiales,Ruminococcaceae,Ruminococcus,NA,NA
denovo317660,52.3108880270712,0.72825764103676,0.72825764103676,0.683880239838412,1.06489060308108,0.286925437894762,0.739420031029222,Bacteria,Firmicutes,Clostridia,"O_Clostridiales,F_Lachnospiraceae,G_NA",Clostridiales,Lachnospiraceae,NA,NA,NA
denovo169541,4.62962008142263,0.725100821956598,0.725100821956598,0.571266236717041,1.26928702477432,0.204338712393479,0.667688401909928,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
denovo556091,9.05082597788389,0.72456924955903,0.72456924955903,0.495543436627119,1.46217101469602,0.143694352370166,0.576312540388364,Bacteria,Bacteroidetes,Bacteroidia,"O_Bacteroidales,F_S24-7,G_NA",Bacteroidales,S24-7,NA,NA,NA
