OTUs,570.T1_RC9_01_33092,570.T2_RF5_01_33130,570.T3_BA1_01_33166,570.T4_BC9_01_33201,570.T5_BF5_01_33362,571.T1_RC10_01_33093,571.T2_RF6_01_33131,571.T3_BA2_01_33168,571.T4_BC10_01_33202,571.T5_BF6_01_33363,572.T1_RC11_01_33094,572.T2_RF7_01_33132,572.T3_BA3_01_33169,572.T4_BC11_01_33203,572.T5_BF7_01_33364,573.T1_RC12_01_33095,573.T2_RF8_01_33133,573.T3_BA4_01_33170,573.T4_BC12_01_33204,573.T5_BF8_01_33365,574.T1_RD1_01_33097,574.T2_RF9_01_33134,574.T3_BA5_01_33171,574.T4_BD1_01_33206,574.T5_BF9_01_33366,575.T1_RD2_01_33098,575.T2_RF10_01_33135,575.T3_BA6_01_33172,575.T4_BD2_01_33207,575.T5_BF10_01_33367,576.T1_RD3_01_33099,576.T2_RF11_01_33136,576.T3_BA7_01_33173,576.T4_BD3_01_33208,576.T5_BF11_01_33368,577.T1_RD4_01_33100,577.T2_RF12_01_33137,577.T3_BA8_01_33174,577.T4_BD4_01_33209,577.T5_BF12_01_33369,578.T1_RD5_01_33101,578.T2_RG1_01_33139,578.T3_BA9_01_33175,578.T4_BD5_01_33210,578.T5_BG1_01_33371,580.T1_RD6_01_33102,580.T2_RG2_01_33140,580.T3_BA10_01_33176,580.T4_BD6_01_33211,580.T5_BG2_01_33372,581.T1_RD7_01_33103,581.T2_RG3_01_33141,581.T3_BA11_01_33177,581.T4_BD7_01_33212,581.T5_BG3_01_33373,582.T1_RD8_01_33104,582.T2_RG4_01_33142,582.T3_BA12_01_33178,582.T4_BD8_01_33213,582.T5_BG4_01_33374,583.T1_RD9_01_33105,583.T2_RG5_01_33143,583.T3_BB1_01_33180,583.T4_BD9_01_33214,583.T5_BG5_01_33375,584.T1_RD10_01_33106,584.T2_RG6_01_33144,584.T3_BB2_01_33181,584.T4_BD10_01_33215,584.T5_BG6_01_33376,585.T1_RD11_01_33107,585.T2_RG7_01_33145,585.T3_BB3_01_33182,585.T4_BD11_01_33216,585.T5_BG7_01_33377,586.T1_RD12_01_33108,586.T2_RG8_01_33146,586.T3_BB4_01_33183,586.T4_BD12_01_33217,586.T5_BG8_01_33378,588.T1_RE1_01_33110,588.T2_RG9_01_33147,588.T3_BB5_01_33184,588.T4_BE1_01_33345,588.T5_BG9_01_33379,589.T1_RE2_01_33111,589.T2_RG10_01_33148,589.T3_BB6_01_33185,589.T4_BE2_01_33346,589.T5_BG10_01_33380,590.T1_RE3_01_33112,590.T2_RG11_01_33149,590.T3_BB7_01_33186,590.T4_BE3_01_33347,590.T5_BG11_01_33381,591.T1_RE4_01_33113,591.T2_RG12_01_33150,591.T3_BB8_01_33187,591.T4_BE4_01_33348,591.T5_BG12_01_33382,592.T1_RE5_01_33114,592.T2_RH1_01_33152,592.T3_BB9_01_33188,592.T4_BE5_01_33349,592.T5_BH1_01_33384,593.T1_RE6_01_33115,593.T2_RH2_01_33153,593.T3_BB10_01_33189,593.T4_BE6_01_33350,593.T5_BH2_01_33385,594.T1_RE7_01_33116,594.T2_RH3_01_33154,594.T3_BB11_01_33190,594.T4_BE7_01_33351,594.T5_BH3_01_33386,595.T1_RE8_01_33117,595.T2_RH4_01_33155,595.T3_BB12_01_33191,595.T4_BE8_01_33352,595.T5_BH4_01_33387,596.T1_RE9_01_33118,596.T2_RH5_01_33156,596.T3_BC1_01_33193,596.T4_BE9_01_33353,596.T5_BH5_01_33388,597.T1_RE10_01_33119,597.T2_RH6_01_33157,597.T3_BC2_01_33194,597.T4_BE11_01_33355,597.T5_BH6_01_33389,598.T1_RE11_01_33120,598.T2_RH7_01_33158,598.T3_BC3_01_33195,598.T4_BE10_01_33354,598.T5_BH7_01_33390,599.T1_RE12_01_33121,599.T2_RH8_01_33159,599.T3_BC4_01_33196,599.T4_BE12_01_33356,599.T5_BH8_01_33391,600.T1_RF1_01_33123,600.T2_RH9_01_33160,600.T3_BC5_01_33197,600.T4_BF1_01_33358,601.T1_RF2_01_33124,601.T2_RH10_01_33161,601.T3_BC6_01_33198,601.T4_BF2_01_33359,602.T1_RF3_01_33128,602.T2_RH11_01_33162,602.T3_BC7_01_33199,602.T4_BF3_01_33360,603.T1_RF4_01_33129,603.T2_RH12_01_33163,603.T3_BC8_01_33200,603.T4_BF4_01_33361
631,23371,20321,18590,38687,30258,22459,58858,73993,50138,37899,42680,21388,38545,27086,32994,28045,28512,26119,11433,29860,21668,16502,19520,17579,26494,15634,35081,67060,73538,36714,4561,19310,24522,56003,25354,6553,19095,62285,19714,17682,42766,38288,30384,19742,24690,25496,15989,5237,37527,4943,25464,25525,17564,47667,46534,32755,20824,64802,17654,5797,33170,22648,16476,25211,5250,69734,56033,9932,17011,15756,53875,35819,18691,15534,35972,53657,60386,12161,17734,49716,32563,18742,37509,19679,49592,173745,16650,41119,23985,81001,120131,21520,50295,15518,36560,59704,11580,26663,77029,25213,28057,11303,28466,29295,11881,0,18603,15871,43321,72753,29933,19543,39188,119613,139377,12536,0,36008,18927,169790,18198,19073,13888,53782,105839,58859,15063,49916,22394,4825,15981,4668,29402,62758,43074,14166,0,42156,98135,114675,42758,11071,12419,52134,137411,12723,56433,40265,108036,0,4853,43638,11405,9560,17434,15143
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,0,0,0,0,0,0,0,4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,9757,6784,11719,0,0,14993,0,0,0,7854,0,7057,34118,7235,0,0,36521,19498,1882,9056,35225,18064,3447,15031,45401,5861,9356,0,0,21702,0,0,3903,0,0,0,0,0,18516,0,15657,4404,0,6715,60320,13425,0,9906,0,0,8792,0,3058,0,0,16131,62465,0,37818,14946,17452,26338,9563,0,3090,0,0,2942,0,18468,0,25831,27476,0,0,0,0,3236,14644,0,0,0,5005,136687,0,0,0,0,4801,0,0,0,16311,65842,71159,0,0,1292,0,14221,0,0,0,2217,44213,14064,0,5230,0,0,0,0,0,0,0,0,0,53032,8286,0,0,0,4859,0,13883,5633,0,0,5762,121161,0,0,0,0,0,11641,0,0,0,0,0,0,17239,0,0,0,3474,0,0,90707,40108,22399,115650,0,45706,70227
641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0,0,0,0,0,0,980,0,3114,0,4126,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4497,0,0,0,0,851
646,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,0,0,0,0,564,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3770,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,0,0
647,0,0,0,0,0,0,0,0,0,0,2972,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0,0,0,0,3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,0,0,0,0,0,0,0,0,0,0,0,0,9717,0,0,0,0,0,0,0,0,0,0,5301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8114,0,0,0,0,0,5747,0,0,0,0,0,0,0,0,0,0,0,13769,0,13780,0,0,10938,3000,0,0,0,0,7801,0,0,0,5092,9567,0,0,0,0,0,0,0,0,0,0,6741,0,0,0,0,0,0,0,0,0,6456,0,0,0,0,0,0,0,0,0,0,5839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6590,13400,0,0,8737
657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3089,0,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4758,4648,0,1599,0,0,0,0,0,0,0,4496,0,0,0,0,0,6031,0,0,0,0,0,3084,0,2353,0,0,0,0,0,0,0,0,0,0,0,9808,0,0,0,0,19887,0,0,0,0,4421,0,0,0,0,12533,0,0,0,0,36866,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,2242,0,1311,0,13994,0,0,0,0,19185,0,0,2952,0,17524,0,0,0,6954,41259,0,0,0,0,3328,0,1966,0,28261,3316,0,0,12673,0,0,0,13461,0,0
668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311165,0,7245,2866,0,5344,5290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5557,0,0,0,0,3291,0,0,0,0,2411,0,0,0,0,0,61785,0,4789,0,0,0,0,0,0,0,0,0,6429,0,0,0,0,26542,0
719,0,0,0,0,0,0,0,0,0,6317,0,0,3736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3589,7310,0,0,0,0,0,0,0,0,0,0,2618,0,0,0,0,4888,0,0,0,0,0,0,0,0,0,3161,10049,0,0,0,9884,0,0,4792,0,10468,3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10472,0,26414,0,0,3368,0,5773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,0,0,0,0,0,0,0,3422,0,0,0
725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4897,0,0,0,0,0,0,0,0,3975,8714,0,16481,11255,0,0,0,11499,14569,0,0,0,0,31841,0,0,0,0,29552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20945,0,0,13418,0,10521,0,0,0,0,9032,0,0,0,0,0,0,0,4958,0,13367,0,5153,0,20109,0,0,0,26695,0,0,0,16882,0,0
727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3958,2665,0,4805,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883,0,0,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,0,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6367,0,0,0,0,0,0,0,0,0,0,0,11402,0,0,0,0,15368,0,0,0,1224,21913,0,0,0,0,18876,0,0,0,0,27072,0,0,0,0,9198,0,0,0,0,10178,0,0,0,0,16360,0,0,0,0,33317,0,0,13115,0,16569,0,0,7593,0,21602,0,0,0,0,18985,2146,0,3471,0,18588,0,3487,0,14009,0,0,0,33576,0,0,0,13391,0,0
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,0,0,8470,0,0,0,0,0,6070,0,0,0,0,0,0,0,0,9880,2186,0,7775,0,0,0,0,15208,0,0,0,0,0,0,13488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8391,0,0,0,0,0,0,0,0,0,0,11945,0,0,0,0,0,0,7257,0,0,9333,0,0,0,0,0,0,0,0,0,0,0,0,5924,0,0,0,0,0,0,0,0,0,9627,0,0,0,0,0,0,0,4340,0,0,0,0,0,0,0,0,0,0,0,0,0,36003,7409,0,0,0,16923,5143
738,0,1788,0,0,0,0,4112,0,4224,0,0,2734,0,0,0,2706,0,0,0,2148,0,1738,0,0,0,0,2285,0,0,0,0,0,0,0,0,0,0,0,3066,0,0,0,0,0,0,4204,2941,0,0,0,0,6766,1943,0,12958,6380,2113,8537,0,0,4142,2808,0,0,0,0,2750,0,0,0,0,0,0,0,0,0,0,2048,0,0,0,0,0,1842,0,20632,0,3634,2759,0,4072,0,0,0,0,17807,3216,0,0,0,2519,0,0,0,0,1807,0,2892,0,0,0,0,0,0,0,0,0,11264,1573,0,0,0,0,0,0,1372,0,0,0,0,2976,0,0,0,0,0,0,0,0,0,0,0,0,18426,8849,0,2596,5180,1872,872,0,2121,3131,1924,0,0
744,3481,0,3542,0,0,5239,0,0,0,1720,4450,0,0,0,0,0,8593,0,3402,0,0,0,0,7060,6903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15579,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17164,0,8551,0,2229,9367,0,0,0,0,29838,0,0,0,0,31079,0,0,3124,0,42689,0,0,2704,0,6497,0,0,0,0,6703,0,0,6681,0,13378,2770,0,0,0,20246,3794,0,13729,0,14711,0,0,13006,9376,20788,4741,0,3016,4101,20554,0,4763,9594,3731,25576,5042,21528,0,23298,0,0,0,44828,13457,0,0,31472,7737,0
749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3311,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0,18529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5437,0,0,11949,0,80044,0,0,0,0,20182,0,19557,0,17056,0,0,0,0,0,0,0,0,10429,0,0,0,0,0,0,0,0,0,0,0,0,0,19649,0,89556,0,0,0,0,58355,0,0,0,0,0,0,0,0,0,0,0,0,0,28142,19766,29990,0,0,0,72437,0,0,0,49547,0,0,0,0,0,19497,0
761,46118,80584,78179,63387,65933,96482,113514,91545,82455,52265,45348,43874,102955,61629,101318,72148,117001,101878,52660,48045,69925,57824,37779,21894,111226,68057,26846,57424,89509,68779,0,15734,82926,120535,48347,72176,64622,245296,39365,16814,134389,114725,27219,21444,79344,95792,47093,19168,76065,0,92121,33155,52920,102118,56944,56860,87338,95097,18904,18306,85577,73611,45560,28659,0,68796,72902,22673,46216,82307,124152,82229,41784,29537,84131,108134,73348,62241,49802,122351,78875,0,60784,67992,19043,126672,0,84463,58827,54307,96232,0,125341,62300,210697,148622,0,52781,89788,82513,46483,0,43598,149796,49538,0,20538,67022,94649,54304,98740,0,54110,130656,56502,81927,0,121574,71417,0,41135,0,0,25472,154282,111745,0,63219,88476,0,26886,0,81868,41679,61042,51209,0,62991,40626,111773,27550,0,39374,0,28952,0,78227,50894,0,0,0,81365,49858,0,35031,42835
767,74001,38572,18074,45610,23569,13938,12880,10644,14318,25038,111056,64199,83830,82735,74362,47547,73696,55170,36261,82877,47322,32933,59085,45127,89403,55093,31972,47035,27106,52687,0,32433,32421,20240,31624,80258,64808,68301,44040,11825,51596,63665,49823,52124,59092,79840,35120,80478,16779,68750,47374,46159,99741,41860,69520,14375,36184,28168,50933,79238,20404,21569,21134,37243,66410,20314,11000,80042,80487,138816,0,42427,72341,0,46689,60235,70721,27970,71233,77286,0,0,81668,102054,13245,32409,16294,0,3953,0,35283,28878,80187,110806,24747,12202,26256,40202,15437,116031,19379,16808,26022,25561,131018,57263,0,84641,53401,21652,0,0,0,30430,23351,0,21383,119207,22272,19091,44537,0,12899,6922,87586,37230,25254,46270,61604,89506,65247,54465,84641,42621,52944,130039,69688,76572,54589,95496,67224,20316,82141,115796,32718,37889,122019,42165,31966,0,178191,65919,24038,55118,126318,51757
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,0,0,0,0,0,18442,0,0,26392,0,0,0,23389,16341,17651,0,25190,0,0,0,0,0,0,0,27857,0,0,0,22704,12944,0,0,0,23106,0,0,0,33356,0,0,19415,0,0,0,16569,26670,0,0,0,0,30387,0,0,0,0,21167,29124,23781,0,0,17864,28187,14444,0,0,16685,22057,0,0,16717,29235,25153,0,0,0,15319,16954,0,0,27594,0,0,0,20677,0,22003,0,16991,0,0,19787,0,24170,0,18090,0,0,0,0,0,0,0,18471,33889,0,0,30358,0,16373,0,0,0,0,21742,0,0,0,28887,20081,19347,0,0,0,0,33621,19756,0,0,20201,10695,0,0,0,15699,0,0,0,0,18216,0,0,0,0,0,22580,0,0,0,0,0,0,12667,13814,0,0,0
789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,0,0,0,0,0,0,0,0,0,2062,0,0,0,0,3327,0,0,0,0,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,0,0,0,0,1648,0,0,0,0,1414,0,0,0,4124,0,0,0,0,0,0,0,0,0,0
796,0,0,0,1666,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,2992,0,1804,2997,0,0,3741,0,0,0,0,0,0,0,0,2706,0,0,0,7126,3166,0,1928,0,3273,0,1700,0,4467,8175,0,0,0,0,2045,1728,0,0,0,4476,0,0,0,0,0,0,0,0,0,4770,4930,7286,0,980,0,0,0,0,4069,0,4287,20943,0,0,3396,4485,7077,0,0,0,0,0,0,2002,2507,0,18232,0,0,0,0,16456,0,3762,0,0,21448,2789,0,8226,0,9396,0,0,0,0,32693,2685,0,33742,0,15111,4639,5177,0,1830,13610,0,0,3047,0,16834,8781,2384,7966,5201,27171,0,5277,4920,3602,6328,0,0,39942,3886,0,0,8249,6310,0
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8697,0,0,0,0,0,0,0,0,0,0,0,1965,0,0,0,0,0,3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,3250,0,0,0,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253,0,0,3936,0,0,4356,0,0,0,0,0,0,0,0,0,2523,0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0
804,0,0,0,0,0,0,12223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12589,12973,0,0,0,12557,12675,0,0,0,0,3896,0,0,0,13366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12420,0,0,0,0,0,0,0,0,0,11887,0,0,0,0,9501,0,0,0,0,12779,0,0,0,0,9769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12505,0,0,0,0,0,0,0,0,0,0,0,9651,0,0,0
805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,1294,7030,0,0,0,0,2265,0,0,0,0,2678,0,0,0,0,0,0,0,0,0,2848,0,0,0,0,0,0,0,0,0,4446,0,0,0,0,2003,0,0,0,0,3823,0,0,0,0,0,0,0,0,0,6259,0,0,0,0,0,0,0,0,4596,0,0,0,0,0,0,0,5847,0,0
808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7275,0,2409,0,3410,11892,0,0,0,0,0,0,0,0,0,8216,0,0,0,0,5758,0,0,0,0,0,0,0,0,0,3568,0,0,0,0,7167,0,0,1372,0,3386,0,0,3213,0,9429,0,0,6534,0,6803,0,0,0,0,3214,0,0,0,0,4301,0,0,0,11223,0,0,0,4045,0,0,0,6929,0,0
822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7365,0,0,0,0,0,0,0,60200,0,0,0,0,22452,0,0,0,0,77201,0,0,14610,0,10847,0,0,0,0,41136,0,0,0,0,0,0,0,0,0,53927,0,0,0,0,0,0,0,0,0,4726,0,0,0,0,0,0,0,0,0,28487,0,0,0,0,0,0,0,48267,0,0,0,0,0,0
