OTUs,570.T1_RC9_01_33092,570.T2_RF5_01_33130,570.T3_BA1_01_33166,570.T4_BC9_01_33201,570.T5_BF5_01_33362,571.T1_RC10_01_33093,571.T2_RF6_01_33131,571.T3_BA2_01_33168,571.T4_BC10_01_33202,571.T5_BF6_01_33363,572.T1_RC11_01_33094,572.T2_RF7_01_33132,572.T3_BA3_01_33169,572.T4_BC11_01_33203,572.T5_BF7_01_33364,573.T1_RC12_01_33095,573.T2_RF8_01_33133,573.T3_BA4_01_33170,573.T4_BC12_01_33204,573.T5_BF8_01_33365,574.T1_RD1_01_33097,574.T2_RF9_01_33134,574.T3_BA5_01_33171,574.T4_BD1_01_33206,574.T5_BF9_01_33366,575.T1_RD2_01_33098,575.T2_RF10_01_33135,575.T3_BA6_01_33172,575.T4_BD2_01_33207,575.T5_BF10_01_33367,576.T1_RD3_01_33099,576.T2_RF11_01_33136,576.T3_BA7_01_33173,576.T4_BD3_01_33208,576.T5_BF11_01_33368,577.T1_RD4_01_33100,577.T2_RF12_01_33137,577.T3_BA8_01_33174,577.T4_BD4_01_33209,577.T5_BF12_01_33369,578.T1_RD5_01_33101,578.T2_RG1_01_33139,578.T3_BA9_01_33175,578.T4_BD5_01_33210,578.T5_BG1_01_33371,580.T1_RD6_01_33102,580.T2_RG2_01_33140,580.T3_BA10_01_33176,580.T4_BD6_01_33211,580.T5_BG2_01_33372,581.T1_RD7_01_33103,581.T2_RG3_01_33141,581.T3_BA11_01_33177,581.T4_BD7_01_33212,581.T5_BG3_01_33373,582.T1_RD8_01_33104,582.T2_RG4_01_33142,582.T3_BA12_01_33178,582.T4_BD8_01_33213,582.T5_BG4_01_33374,583.T1_RD9_01_33105,583.T2_RG5_01_33143,583.T3_BB1_01_33180,583.T4_BD9_01_33214,583.T5_BG5_01_33375,584.T1_RD10_01_33106,584.T2_RG6_01_33144,584.T3_BB2_01_33181,584.T4_BD10_01_33215,584.T5_BG6_01_33376,585.T1_RD11_01_33107,585.T2_RG7_01_33145,585.T3_BB3_01_33182,585.T4_BD11_01_33216,585.T5_BG7_01_33377,586.T1_RD12_01_33108,586.T2_RG8_01_33146,586.T3_BB4_01_33183,586.T4_BD12_01_33217,586.T5_BG8_01_33378,588.T1_RE1_01_33110,588.T2_RG9_01_33147,588.T3_BB5_01_33184,588.T4_BE1_01_33345,588.T5_BG9_01_33379,589.T1_RE2_01_33111,589.T2_RG10_01_33148,589.T3_BB6_01_33185,589.T4_BE2_01_33346,589.T5_BG10_01_33380,590.T1_RE3_01_33112,590.T2_RG11_01_33149,590.T3_BB7_01_33186,590.T4_BE3_01_33347,590.T5_BG11_01_33381,591.T1_RE4_01_33113,591.T2_RG12_01_33150,591.T3_BB8_01_33187,591.T4_BE4_01_33348,591.T5_BG12_01_33382,592.T1_RE5_01_33114,592.T2_RH1_01_33152,592.T3_BB9_01_33188,592.T4_BE5_01_33349,592.T5_BH1_01_33384,593.T1_RE6_01_33115,593.T2_RH2_01_33153,593.T3_BB10_01_33189,593.T4_BE6_01_33350,593.T5_BH2_01_33385,594.T1_RE7_01_33116,594.T2_RH3_01_33154,594.T3_BB11_01_33190,594.T4_BE7_01_33351,594.T5_BH3_01_33386,595.T1_RE8_01_33117,595.T2_RH4_01_33155,595.T3_BB12_01_33191,595.T4_BE8_01_33352,595.T5_BH4_01_33387,596.T1_RE9_01_33118,596.T2_RH5_01_33156,596.T3_BC1_01_33193,596.T4_BE9_01_33353,596.T5_BH5_01_33388,597.T1_RE10_01_33119,597.T2_RH6_01_33157,597.T3_BC2_01_33194,597.T4_BE11_01_33355,597.T5_BH6_01_33389,598.T1_RE11_01_33120,598.T2_RH7_01_33158,598.T3_BC3_01_33195,598.T4_BE10_01_33354,598.T5_BH7_01_33390,599.T1_RE12_01_33121,599.T2_RH8_01_33159,599.T3_BC4_01_33196,599.T4_BE12_01_33356,599.T5_BH8_01_33391,600.T1_RF1_01_33123,600.T2_RH9_01_33160,600.T3_BC5_01_33197,600.T4_BF1_01_33358,601.T1_RF2_01_33124,601.T2_RH10_01_33161,601.T3_BC6_01_33198,601.T4_BF2_01_33359,602.T1_RF3_01_33128,602.T2_RH11_01_33162,602.T3_BC7_01_33199,602.T4_BF3_01_33360,603.T1_RF4_01_33129,603.T2_RH12_01_33163,603.T3_BC8_01_33200,603.T4_BF4_01_33361
25659,240272,0,0,16643,0,0,119596,87899,0,91229,0,0,0,0,0,158957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55711,16272,0,0,0,0,0,0,0,0,24820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97202,0,0,0,0,0,0,0,0,24364,0,0,0,0,0,0,1666,0,0,11129,0,0,0,0,0,67532,0,0,28110,0,0,0,0,21024,0,0,0,0,0,0,22242,0,0,24908,0,78828,0,0,0,104231,0,0,0,406834,0,35246,0,0,0,0,45329,0,0,0,0,65354,6227,16769,0,0,0,0,0,0,0,10088,0,491642,0,0,3471,0,0,0,0
25680,0,16084,0,0,0,11552,0,0,0,0,0,0,0,0,0,0,6371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12602,6127,0,0,0,0,0,0,0,0,6283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8653,0,0,0,0,32191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15958,0,0,0,0,0,0
25825,0,0,0,0,0,0,0,9321,3888,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141,2323,3797,0,0,0,2290,12636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823,0,0,5726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,1226,0,2083,3981,0,0,0,0,0,0,0,0,0,5534,6257,0,0,0,0,0,2481,0,0,6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25842,0,1853,0,0,0,4599,0,0,0,0,2035,0,1478,1965,0,0,2622,1800,1854,0,2388,0,0,1535,0,0,1227,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,900,0,0,1843,1336
25855,0,0,0,0,0,0,0,0,0,3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19822,0,0,0,0,13229,0,0,0,0,26866,0,0,0,0,5479,0,0,0,0,5076,0,3395,0,0,0,0,0,0,0,11291,0,0,7851,0,6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10138,0,0,0,8423,0,0,0,0,0,0,0,3913,0,0
25859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4417,0,0,0,0,0,0,0,0,0,1878,0,0,0,0,0,0,0,0,0,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,0,0,0,0,1528,0,0,0,0,1167,0,0,0,0,2628,0,0,0,4687,0,0,0,0,0,0,0,0,0,0
25862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25873,0,0,0,0,0,0,2475,0,0,0,0,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5257,3249,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,0,0,0,0,0,0,0,0,0,0,0,0,5347,0,0,7381,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25889,3908,2267,0,0,0,4795,0,1586,0,0,6466,3772,0,0,0,2324,0,0,0,0,0,0,0,0,0,0,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,8601,0,0,4088,0,0,0,0,9146,0,0,0,0,0,0,0,0,0,0,0,0,1898,0,7099,2750,0,0,0,7062,0,0,0,0,7937,4372,0,0,0,0,0,5793,0,1691,0,2117,1947,0,0,22665,0,0,0,0,7855,0,0,0,0,16969,0,0,0,0,0,0,0,0,0,13414,0,0,2971,0,0,0,0,0,0,9020,5394,0,2035,0,24870,0,0,0,0,9118,0,0,3212,0,0,0,0,6213,0,21311,0,0,3323,14745,0,0,0,2227,0,0,0,0,0,0,0
25896,0,0,0,0,0,0,25131,0,1512,0,2874,0,0,0,0,9570,5121,0,0,0,7470,0,1101,0,0,0,1723,0,3866,0,0,3211,0,0,0,9656,7830,16174,0,0,0,0,0,0,0,0,0,0,0,0,8101,0,0,4738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28566,2828,0,0,0,2511,4225,0,4042,0,13638,0,0,0,0,0,5941,0,1721,0,12218,7163,1576,0,0,0,5699,0,2280,15837,7186,3259,0,0,0,0,3854,0,0,0,4809,0,0,0,0,0,0,0,0,0,2379,0,6032,0,0,0,0,0,0,0,5815,4121,0,0,1150,7987,0,0,0,0,0,0,0,0,0,0
25899,3190,0,0,0,1775,4112,0,3616,0,0,0,0,0,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,30598,0,0,0,0,2754,0,0,0,0,0,0,0,0,0,3387,0,0,0,0,4034,0,0,0,3070,4882,5988,0,0,0,0,0,1511,0,0,11745,0,1846,2397,0,0,0,2360,0,0,0,0,0,0,1719,3113,0,0,0,0,0,4506,0,0,3423,2634,5861,13565,0,0,0,3944,5602,1944,3571,0,702,0,0,2491,3933,0,6551,0,0,2150,0,0,0,0,17404,0,0,0,0,2004,8182,0,3164,0,4641,4897,7402,0,0,0,0,2870,0,0,17245,9340,0,0,0,12482,0,0,0,0,18303,9242,0,0,5666,6420,0,0,1579,0,0,0,0
25903,9391,4898,2561,5695,5940,3014,30145,11083,4913,5043,7051,8505,3978,2442,5970,0,7402,7951,2455,0,3579,3918,6271,2247,0,0,5912,5409,2860,0,0,0,0,0,0,0,0,0,0,0,5221,5671,1591,3935,4293,0,0,1642,4969,3072,6995,3529,1321,9212,3272,1780,1727,5451,1176,0,6246,0,3063,3365,1653,6135,6727,3482,0,2316,5085,3993,0,0,5275,7500,6779,4667,3140,0,0,0,4402,0,0,18342,0,4700,5424,6018,3183,15513,0,0,13396,5495,0,6150,13199,1640,4231,0,5221,3849,1568,0,4916,7253,7636,9697,9692,0,4822,0,0,0,0,9127,4438,1768,11149,0,5397,0,0,12479,9604,1622,5117,0,6361,6547,8742,0,5581,6810,0,6282,3022,6213,0,5111,3546,0,7175,0,10753,8409,0,0,2069,3100,6028,0,5875,0
25904,0,0,0,5726,0,0,0,9290,10562,0,6739,3543,4488,0,5422,8527,4952,7062,1479,0,0,3160,3672,2518,0,13283,0,5623,3541,0,0,23064,12986,25461,10882,51011,44674,40770,0,8616,6318,0,0,0,0,0,42351,0,5342,0,0,6088,0,0,0,0,0,0,0,0,1610,8757,2453,0,1644,3806,6356,2598,49677,0,0,0,0,31519,5576,10066,0,0,0,14201,20666,0,0,0,9015,0,0,0,0,0,0,0,15079,0,10732,4654,0,0,15531,0,2055,0,0,0,0,0,8715,0,0,0,4482,4041,0,71351,4014,7697,0,0,3642,0,0,0,0,18323,17956,0,0,0,0,0,3369,8630,0,18229,5990,7016,0,3685,0,7265,0,0,0,0,0,0,0,0,0,0,0,4552,0,0,0,0
25910,0,0,0,0,0,0,0,0,0,0,3440,0,0,0,0,0,0,0,0,0,0,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,3324,0,10576,0,0,0,0,0,0,0,3183,0,0,0,0,4321,0,0,4371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,0,0,0,0,4326,0,5189,1666,0,0,0,0,7895,0,0,0,0,2618,0,0,0,0,6965,0,6000,8281,0,0,2523,0,0,0,5862,2184,1975,0,0,0,0,0,1485,0,0,877,0,0,0,1386,770,0,0,0,0,0,0,0,4093,0,0,0,2517,9566,0,0,0,0,0,0,0,0,0,0
25913,0,0,0,0,0,5796,0,0,0,0,0,0,0,1812,0,0,0,0,0,0,4336,0,0,6599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5545,0,0,0,0,0,5525,0,0,3226,0,0,0,0,0,0,0,7559,7173,0,7673,8526,0,0,0,0,0,0,0,0,0,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,38262,0,0,0,0,0,0,0,0,0,29401,0,0,0,0,0,0,0,0,0,0,7956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6977,0,0,12465
25914,33014,68604,19759,15485,47915,57995,69374,30477,34877,26733,71899,56918,23648,61441,18226,48241,87217,71752,20754,11688,49895,35413,46357,16811,5256,29826,56283,39893,90731,4540,29340,21166,37463,13922,10264,34455,39720,66168,14666,13993,23601,48098,104651,25182,30742,67946,20117,49385,28479,37568,47670,31794,77298,115846,87726,28480,10610,27096,10768,22106,43409,14382,29482,83468,22344,19027,45443,8862,34946,17916,26867,26042,12386,26390,16893,34318,25898,28486,48658,12669,41261,11185,26004,48066,15073,224094,138131,36623,41507,29722,212780,100255,15235,11787,26870,101039,63026,53628,41585,25882,183473,64762,62966,39332,24183,96172,20943,40731,79514,19648,134074,15576,50347,54034,36287,18128,19932,71264,46018,39879,96058,16557,40511,11984,56327,81259,16855,40686,75756,102821,29417,24864,30368,61948,54738,50548,15417,22103,52640,19691,157760,54982,32223,63694,124258,32274,29493,32945,175316,40665,1231,19384,17577,55736,26571,27589
25918,55503,19119,0,7221,0,65419,12577,27600,13732,0,75226,15815,1070,13428,0,42895,16244,18601,0,0,42893,4830,0,0,0,29140,35199,16909,31066,0,0,0,20401,3915,0,27048,10853,2848,0,0,12058,24134,62132,0,0,42263,0,0,5974,0,113712,17722,8635,10270,0,12421,0,6360,0,0,19656,0,0,21218,0,40029,20764,0,5715,0,41880,13595,0,2559,0,40675,45126,4771,3073,1611,12923,0,39545,6293,39475,0,23925,19998,9614,4375,70954,0,3755,0,6182,28966,0,19083,11238,0,102561,1635,0,0,0,13372,1184,0,21786,0,27472,0,0,24350,0,12719,0,0,0,0,42351,31507,0,17236,0,90366,0,0,0,0,40831,0,0,37887,7336,7831,0,6342,47475,0,103330,4941,0,56988,32315,0,3459,4581,25143,0,0,0,0,0,0,0
25920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344,0,1248,0,0,0,0,0,1483,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6174,0,0,0,0,1366,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,0,4052,0,0,0,0,0,0,0,0,0,0,0,0
25921,0,0,0,0,0,0,4005,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2487,0,0,0,0,0,0,0,0,0,0,0,10546,0,0,3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2426,0,0,0,0,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25924,0,4147,3225,0,1083,3025,4937,0,0,1481,0,0,1649,4120,0,0,4883,2603,0,0,6579,0,2116,0,0,0,4701,1616,2306,0,0,0,0,0,0,0,2694,0,0,0,0,3570,6677,3517,0,0,0,0,4777,1661,0,2471,4663,3058,0,0,0,0,0,0,2862,0,0,6853,0,0,5432,0,1569,0,0,2992,0,3979,0,0,4079,0,1804,0,0,0,0,0,0,0,0,2894,0,3664,3775,0,0,0,0,4631,3406,2498,0,0,8711,0,2225,0,0,5591,4430,0,2278,0,7945,2012,0,0,0,2456,0,0,0,0,11260,5087,2157,0,0,5432,5779,0,0,0,4158,2669,0,9442,0,0,0,0,7176,0,0,2212,1149,4566,6181,0,0,0,20300,3235,0,0,0,1917,1297,0
25925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11069,14038,0,0,0,21942,3979,0,0,0,13803,0,0,0,0,6540,3087,0,0,0,0,3523,0,0,0,5819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4806,0,5268,0,0,0,7844,0,0,0,12795,0,0,0,0,5654,0,0
25926,0,9056,0,0,30373,22189,7078,18043,0,7940,0,0,0,15777,32939,0,13481,18223,0,7804,0,4511,0,3967,0,0,0,16364,40755,0,0,6359,16330,15073,0,0,0,7004,0,0,0,14145,0,22259,27109,18423,0,18193,17641,41413,0,9533,22903,20279,30200,0,0,12513,6619,0,0,0,0,25626,0,7987,10397,0,25976,0,0,0,0,12157,0,0,13876,9750,42804,29269,0,0,0,41865,0,0,18884,17529,27396,22166,29593,2612,0,14548,38781,13530,10753,22481,56786,27629,0,6363,19860,37239,8027,9392,5314,0,87948,0,0,0,3796,68603,19594,0,1300,3346,11882,36520,0,11496,0,16886,20381,21157,2446,0,13688,0,8969,1576,0,42296,44576,4701,0,0,0,11035,35486,8244,11444,53297,21559,0,8703,39456,16810,2888,0,6311,0,4857,3676,14937
25928,4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8159,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4708,0,0,0,7742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4698,0,0
25929,3229,4164,0,0,2599,0,25210,0,22472,0,0,0,0,0,0,0,4389,0,0,0,10925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5733,0,23014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2167,0,0,0,0,0,0,0,3511,0,0,14965,4477,0,3971,0,0,18792,0,12544,0,8482,26620,0,0,0,0,17045,3169,3096,0,0,28477,0,2459,0,0,15284,0,0,31562,4294,15369,7710,0,0,0,24397,0,0,0,0,5105,0,0,0,0,13778,9965,0,0,0,19647,8976,0,0,0,18637,0,0,0,0,38183,0,21171,0,28765,0,0,0,45632,0,0,0,16734,0,0
25933,0,0,0,0,0,0,0,0,0,0,0,0,2589,0,0,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,7818,4658,0,0,0,0,4152,0,0,1268,0,0,0,0,0,0,0,2375,0,1870,0,0,0,0,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,0,3220,0,3170,0,0,0,4551,5904,0,0,0,0,5648,0,0,6491,4549,4391,0,6106,3288,0,0,0,3926,1794,0
25939,251479,130366,81797,114680,153077,206594,118796,85733,142820,145212,260352,113676,54037,214452,70376,201969,155846,147845,90798,52023,292478,114558,162455,69898,30236,117567,204838,136900,229679,35276,73955,57545,103703,63349,59690,124460,45049,76469,43428,68321,112313,123467,269751,109837,147450,227044,28224,159649,87049,215021,214528,67621,167637,314923,243890,191709,29162,157954,33367,105230,204457,49363,136486,140482,93432,60559,101756,34635,74407,83813,81195,78997,39913,90544,80019,89156,106432,97836,143358,76756,149812,20760,176160,169694,110703,156141,192673,159326,187992,113646,234468,149560,65506,69579,113796,71246,111004,240469,187535,86692,241342,113769,267709,231067,106326,144599,68512,83805,247468,110697,198216,32783,179801,142328,98778,43249,51553,212423,194229,113061,193175,42135,82326,32620,87524,144876,50821,90808,167685,189514,60258,61391,138125,149529,136044,101177,41550,103659,213345,65304,263452,58973,98264,184449,168456,88019,77508,115303,212410,103973,12683,56976,34655,109546,92572,60142
25945,0,0,0,0,0,0,3658,0,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944,21025,0,0,0,0,17532,0,0,0,0,6356,0,1514,0,0,7708,0,0,4793,0,13445,8598,0,0,0,12502,2019,0,0,3903,0,1771,0,11522,0,3586,0,0,0,0,7739,2428,1203,0,0,8162,0,0,0,0,20801,0,0,0,20222,0,0,0,0,0,0,0,3861,0,0
25950,6867,5787,0,0,4467,16020,0,0,0,0,7966,0,0,0,0,6391,6906,0,0,0,18128,0,4083,0,0,0,6008,0,0,0,8286,0,0,0,0,0,0,11366,0,0,0,5878,6084,0,8472,17014,0,11982,0,0,0,4406,13868,0,0,0,0,0,0,0,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,0,0,0,2003,0,0,0,0,0,5725,0,8092,5212,0,3448,0,0,6749,11050,3933,0,0,0,0,13528,0,7243,0,7225,0,0,16479,0,11973,0,0,0,0,11292,5542,0,7093,0,0,0,0,0,0,0,0,7275,0,0,0,0,0,13204,0,0,0,0,6849,3994,0,0,0,0,0,0,2365,0,0,0,0,5102,0,1225
25951,0,0,0,0,0,0,0,0,0,0,8432,0,5090,0,0,0,7486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6922,9485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3524,0,9774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15067,0,5082,0,0,6741,0,0,0,0,0,0,0,0,0,0,5598,0,0,0,0,0,0,0,0,5577,0,4301,7278,0,0,0,0,6352,0,0,7187,0,6313,0,0,0,0,0,0,6097,0,0,0,16061,0,0,0,0,0,0,0,0,0,0,0,0,5833,5348,3348
25956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,0,0,0,5195,0,0,0,0,4073,0,0,0,0,2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,0,0,0,0,2068,0,0,0,0,1604,0,0,0,0,3073,0,0,0,0,2737,0,0,0,5442,0,0,0,0,0,0,0,0,0,0
25957,16085,1800,0,0,0,3750,0,0,0,3600,17462,3214,0,1655,0,0,0,2018,1304,0,0,2621,0,3144,0,0,6492,0,18544,0,0,0,0,0,0,0,0,0,3095,0,0,2722,19318,0,8742,8349,0,20559,0,0,22696,3176,24110,3073,12466,0,0,0,0,9868,2446,3742,5508,7382,0,10469,8019,0,0,0,7523,0,0,0,0,0,2501,4946,8041,0,0,0,0,13845,0,14110,0,5926,6094,1300,23702,4228,0,5837,0,11741,1702,3177,0,4169,10571,0,2834,1515,5977,12544,0,2711,6389,0,7714,0,0,0,0,0,0,15894,3383,8347,4048,7053,0,0,4019,12979,0,3487,5408,12521,0,0,0,0,0,5791,0,0,10541,0,8835,0,3663,8401,3375,0,2737,0,24842,0,0,0,6013,1424,4051,1721
25959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419,0,0,0,0,4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3951,0,0,0,0,2263,0,0,0,2272,0,0,0,0,0,0,0,0,0,0
25962,0,0,0,0,0,0,0,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13097,0,0,0,0,13714,0,0,0,0,0,0,0,0,0,0,0,0,54156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,0,0
